,UKF243,UKF269,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.058619405377524136,0.08600542457352386,0.030040003205568055,0.1271409385121997,0.10012613889132628,-0.0029834093503973177
HALLMARK_ALLOGRAFT_REJECTION,0.05795564189111829,0.09796387199322215,-0.03437207246216952,0.1082939553420169,0.0583303367532552,0.04221853320795392
HALLMARK_ANDROGEN_RESPONSE,0.049769555018548295,0.07741346803876116,-0.023045966514112726,0.06674260624843194,-0.0029660548940210955,0.0007742274047158096
HALLMARK_ANGIOGENESIS,-0.02761553151499194,0.11488442038802138,-0.05985981621241749,0.047261007542573875,-0.08004951919746024,-0.037255639268810314
HALLMARK_APICAL_JUNCTION,0.050905594631208154,0.12249825909080214,0.03847906376586442,0.12997426634140002,0.03936779354633433,0.011488624688499857
HALLMARK_APICAL_SURFACE,0.0919623322937593,-0.045431823627877635,0.09202582271399753,0.09586926749110328,0.022195251099786695,0.031741764737854915
HALLMARK_APOPTOSIS,0.022814510200911475,0.002017292892481387,0.053891135632599285,0.040928818824919895,0.036794461573012104,-0.015995060797522366
HALLMARK_BILE_ACID_METABOLISM,0.04846058464459998,0.07758717021615051,0.024313655155140692,0.06071501445221646,0.07428961449935574,0.08034042223895951
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05064367411510186,0.022400962132573022,0.05223886919907676,0.023576330913164908,0.09682609559363994,-0.0005670149794156999
HALLMARK_COAGULATION,0.02196248716965514,0.09121088607392475,0.0036504822109939983,0.14550199014873486,0.022813578349443062,-0.019566504734806808
HALLMARK_COMPLEMENT,0.024503418922700682,0.11753796952040063,-0.005704348688799037,0.09529514316537842,0.0719490445201017,-0.006661229586543379
HALLMARK_DNA_REPAIR,0.07742595290133455,0.10716612808481112,0.0349285347876789,0.10532822711058723,0.08423074360607324,0.014921187072176748
HALLMARK_E2F_TARGETS,0.083545587965836,0.11878621460465343,-0.00340753312760139,0.0918907818360268,0.061460619297644445,0.019536509237405058
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0354532681080837,0.10883007630058554,-0.020788056403983214,0.13607082478980573,-0.03343074562878215,-0.026089379660899366
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01713365321807483,0.09563996459470736,-0.05903277603578406,0.10763272256182238,0.03881636858482826,0.01698692937078835
