,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01147284690406828,0.05972911424444991,-0.0195778191348061,0.07282032096111556,0.025769034275764983,0.031082181398030834,-0.1635875472457657,0.023337772943520487,-0.03367430362317508,0.11151716816595478,0.17821923346054883,0.5342433570046924,0.1132466671829671,0.12099261676462575,0.22630926278388858,0.07660926480019054,0.02693879384404098,0.05868646245110765,0.29920172365122444,0.1455156191912182,0.0982540316757598
HALLMARK_ALLOGRAFT_REJECTION,0.003866597024192273,-0.056609408707341206,0.021768305055488716,0.08624472788695473,0.00799434366092184,-0.18863431653170062,-0.24555859183828815,-0.040402924049157664,-0.09189476052510855,-0.189719937260328,-0.19218351783115026,0.34089084038178324,-0.04681306964957725,0.08657362448890506,0.16445897307815205,0.05254714926080366,-0.0030172353114812185,0.057426909711914546,0.18339402589184003,0.0668811530927714,0.012106553060220914
HALLMARK_ANDROGEN_RESPONSE,-0.006316946100191699,0.053469416897940984,0.06954213237499558,0.06492644838842067,0.09542100584077941,-0.08500059882487716,-0.2752453584056096,-0.020978534473210873,-0.04506940672522222,-0.036026227490514005,-0.1182069214533079,0.5628257564508158,0.15347132932785698,0.0903433448022036,0.1668957508772567,0.03349475295665539,-0.03939750460458851,-0.037020963609712874,0.17752822850673608,0.13133799905096089,0.056171420362217964
HALLMARK_ANGIOGENESIS,-0.19541190038883877,0.0566936185511931,-0.05176755095471124,-0.011703410254069548,-0.1466335326846537,-0.2223877459262201,-0.3727855405730745,0.06085217885499453,-0.1954247518892719,-0.20331598381818536,-0.41830729200702743,0.5240429961000304,-0.12578245027921656,-0.06374310224686142,-0.16092927366012616,0.11366280255965289,-0.01815070839679106,-0.016741752553597042,-0.16956769215032833,0.11600735543999982,-0.16346054623774334
HALLMARK_APICAL_JUNCTION,-0.004324261308734176,0.011257311887259562,-0.02586727238175679,0.0847303534543932,-0.02708123199538337,-0.10511026574659396,-0.2571909712759836,0.04125082755065546,0.02224040168846796,0.08640167497385438,-0.1980677441430236,0.4745092367921329,0.1673556299383785,0.11123637224975139,0.21656800565717596,0.05235730962299568,0.05970569420529742,0.03667784914375419,0.2303372055994604,0.1455713198159735,0.20424128627678662
HALLMARK_APICAL_SURFACE,0.11385614593657017,0.06602187448500757,-0.06680499316637566,0.09669416357063401,0.005438199834901816,0.12555649695466525,0.2933866949886071,0.017064142834422,0.1251862902942995,0.16334003645125902,-0.07279895099729694,0.23653558702583863,0.13179954800096955,0.042418078363751846,0.1852423272295741,0.04395974669654561,-0.014585766796480298,-0.026414311335605248,0.2086528730255854,0.0875404154763466,0.15837588645687348
HALLMARK_APOPTOSIS,0.0428862232291216,-0.08581723797651465,0.045689783576405595,0.05099974019232455,0.08171439954413078,0.02600165457343771,-0.04782030672486704,0.005071939799800814,-0.03500674374486122,0.03902237932731887,0.18841947275849058,0.14294078229226567,0.04979500156917052,0.009016469017120676,-0.10580602628168034,0.004403356607507289,-0.03517918523903794,-0.0031139392273124697,0.1559688198794668,0.10099340188274937,0.22913330878701152
HALLMARK_BILE_ACID_METABOLISM,-0.00816773300806713,0.11530878060094633,-0.05212413256835517,0.05238749993862552,-0.08848150381576472,-0.06858287516447059,-0.39663496863751224,0.037180229310651756,-0.04071469605898008,-0.04027881582009915,-0.09380591932225692,0.23985750382425197,0.15556402939929187,0.09215284960713482,0.17963386367074075,-0.03818186125341821,-0.01898198223224803,0.012650405697236383,0.27602402527649467,0.1776485899348182,0.037357287166064054
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09730281343487417,0.12073785170699969,-0.03578033686498218,0.11275391328785091,-0.0265553790721485,-0.18729211931203213,-0.21896862934179556,0.06017123390203283,-0.08649040095232448,-0.11046791665335298,-0.3114288865947001,0.4790597255728073,0.09726898499604775,0.10437270282742378,0.2315331026376184,0.0158748147984462,0.06151436099662991,0.037145594742217306,0.32179256197478606,0.1781828582224664,-0.02221624030645898
HALLMARK_COAGULATION,-0.04387561058339671,-0.04494859282062199,-0.047105078217583404,0.11534328309124743,0.05962157878779533,-0.23534464661639964,-0.3471952975967655,-0.022607337133748958,-0.26701599916459495,-0.19844792275996556,-0.2591161620972961,0.32359582684116667,0.14425028205949367,0.10738199655446037,0.15345405857357,0.10314486061863919,-0.06494921483144804,0.032493003190821025,0.16831866237245985,0.06266308967963966,-0.15532465376190993
