,UKF248,UKF259,UKF260,UKF269,ZH1019T1,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.0729053121153385,0.00318127366206311,-0.021575946074651,0.06440823814311208,0.007967515470355084,0.1532065081110872
HALLMARK_ALLOGRAFT_REJECTION,0.01985922865067302,0.0011727784949558664,-0.0030276344681147652,0.09915406893058165,-0.038350730763339565,0.03799219689161537
HALLMARK_ANDROGEN_RESPONSE,0.08193145718225534,0.022480473475994925,0.053975589560572905,0.07131924836707405,0.048626322456898456,0.11350678883752367
HALLMARK_ANGIOGENESIS,0.041669270730561196,-0.0027329052427634004,0.011905743247819085,0.1141777197309108,-0.0013341326614179992,-0.16969226917616992
HALLMARK_APICAL_JUNCTION,0.06544645287957669,-0.0033023412087379096,0.06941661066391293,0.11601616829498297,0.0937604150447328,0.16507288351946228
HALLMARK_APICAL_SURFACE,0.06670926233158084,-0.007402813806481485,-0.04600819226429586,-0.04494929894732966,0.10633343319106305,0.0890213858575038
HALLMARK_APOPTOSIS,0.03680901915858175,-0.006306753732899758,0.1131627688082203,0.0723068608093269,-0.014073614911738655,-0.09995431750765575
HALLMARK_BILE_ACID_METABOLISM,0.013538635192159322,0.01135990036224474,-0.042740043507467025,0.09347651220164678,-0.03172788429532737,0.18313340540600417
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05890798810411373,0.025033822896848173,-0.038229258450283736,0.026170102463860433,0.08543029064525082,0.1551271103024212
HALLMARK_COAGULATION,0.06263093351897894,0.024744630097242995,0.07770343277863974,0.09318724174868695,0.13421785944879172,0.007901358233301767
HALLMARK_COMPLEMENT,0.08506970928029271,-0.02696679676521686,0.09312785360410086,0.12589159164681357,-0.036618221068075954,0.019410154652056432
HALLMARK_DNA_REPAIR,0.07061913109578348,0.02209025649642947,0.05401717368727639,0.07187259896667703,0.01544528013688193,0.18247549781559624
HALLMARK_E2F_TARGETS,0.04317813499274619,0.0435981019116186,-0.0520062026220763,0.06960814061229875,0.021440521139538996,0.048118420523339527
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04670351304605186,0.02714224901749559,0.12187112844292153,0.13000346776790891,0.05405161799387909,-0.1362400036762338
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02513442206416747,-0.0079313027518925,0.008298385521650742,0.0896836457595631,0.09508630516193443,0.07442913964667629
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08153842943218727,0.03704978947774933,0.04621145012520871,0.014151565482928606,0.039854541364795645,0.1143567911045749
HALLMARK_FATTY_ACID_METABOLISM,0.01163058816414304,0.057132497784678805,0.037332270186198974,0.02143325879863001,0.04466352397406314,-0.01860409674329783
HALLMARK_G2M_CHECKPOINT,0.07639207571807007,0.020381223310275646,0.005009526787798846,0.06277980045208381,0.04071815582555692,0.024080915946774126
HALLMARK_GLYCOLYSIS,0.058540845648740035,0.016734274237045266,0.05839755182741282,0.08282852341231821,0.041781381013074714,0.08777812495266844
HALLMARK_HEDGEHOG_SIGNALING,0.11547852143627749,0.0033199585657332116,-0.025050149010277932,0.020592969288525945,0.03490386009402267,0.03805812446224713
HALLMARK_HEME_METABOLISM,0.08670685702891111,0.020729521806575,0.030671698007950207,0.06985596749606374,0.058576862991612966,0.17318763558379166
HALLMARK_HYPOXIA,-0.03436197559270661,0.005522804508185518,0.07461424971214416,0.010189591462329561,0.020744530284401017,-0.06752708824048675
HALLMARK_IL2_STAT5_SIGNALING,0.0529346522699373,-0.030789490588351693,0.06172793413247983,0.09149539575054179,0.02573559245986699,0.1004017525170118
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08325243934814473,-0.004759747025652244,0.09976630015257618,0.127056713260235,-0.01996574849201947,-0.011948207750809585
HALLMARK_INFLAMMATORY_RESPONSE,0.04093879810507728,-0.006113733093816456,0.03927360782248188,0.08647281271320632,-0.007397696037464832,0.00646884582074198
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04115395559183899,0.00011452870269348375,0.009322530891573096,0.12567651087489207,0.07424629243872123,0.12050033936047184
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.048436683930360595,-0.015708099919711976,0.10787633926590616,0.11528577644066351,-0.028117133194136827,-0.07565442493428738
HALLMARK_KRAS_SIGNALING_DN,0.042469004528602125,-0.04878931006734085,-0.033202727681350165,-0.027308170144958416,0.0947526081539579,0.1799809404467244
HALLMARK_KRAS_SIGNALING_UP,0.0747890612821485,-0.01881905702020008,0.011179171584787014,0.025205831173560428,-0.017817507048252846,0.05669761908293824
HALLMARK_MITOTIC_SPINDLE,0.10092241647136707,0.03647367768361133,-0.023211003470493312,0.07115482316900004,0.09765751263613096,0.15647353665236102
HALLMARK_MTORC1_SIGNALING,0.024492162890590908,-0.017161070625568445,0.06740742531278103,0.08521884003658167,0.06636276521707846,-0.08403042433302363
HALLMARK_MYC_TARGETS_V1,0.06409916716781536,-0.0047852816713220185,0.04289563477928885,0.054866460125093004,0.020137417750079236,0.18704705373272448
HALLMARK_MYC_TARGETS_V2,0.047699563817998336,-0.014553360322447301,-0.04867786978387127,0.017461696510664277,-0.005866712767307718,0.094507094419564
HALLMARK_MYOGENESIS,0.0733851151968767,0.03342024335148998,0.033226251470066234,-0.0004436571547785773,0.11066086973088281,0.13543303595342115
HALLMARK_NOTCH_SIGNALING,0.07551267423905024,-0.026010588938770778,0.011054004736000569,0.0784199126864743,0.09489629813348505,0.18888822202800148
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.021391284460406754,-0.007951335530457666,0.0036075730345714423,-0.04110946559236427,-0.0018054322653490568,0.20041675598000294
HALLMARK_P53_PATHWAY,0.01280700560882517,0.023781187917755346,0.0824074503992166,0.09994633831379678,0.0029692316162408293,0.16076572194281583
HALLMARK_PANCREAS_BETA_CELLS,0.09817298778222881,-0.04762861331254963,0.018124180965981996,-0.05545030408413619,-0.00255116826119344,0.1918674319117307
HALLMARK_PEROXISOME,0.07524054989409472,0.005067400263644502,-0.001060630724504965,0.040313391775040536,0.014918034579164269,0.15757048553851088
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07307624150471922,0.0242642656141343,0.02390532731745126,0.023853869395254423,0.09684567244393363,0.14943182030180613
HALLMARK_PROTEIN_SECRETION,0.10898865587593005,0.03857057595665684,0.051626475302628635,0.08782752088773274,0.09407343007249673,0.14331399466190695
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.013095151855360958,-0.02731894008324796,0.12358438854212435,-0.13373540055380267,-0.047071103081958374,0.1773153193641374
HALLMARK_SPERMATOGENESIS,0.06585429842188505,-0.008620705097009688,-0.022076718432643288,-0.025113477972788054,-0.002180001705884718,0.16401475789272257
HALLMARK_TGF_BETA_SIGNALING,0.08616001413388835,0.01688968179909082,-0.013412165983907542,0.09222143164036412,0.0270123423937359,0.1727708711530593
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.05865347746010525,0.023936085925113558,0.09723206103829254,-0.018918341329448796,-0.022090257962147843,0.004972989302084464
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.059347148347843055,0.03162633026609322,0.14000309819038564,0.1130709976282207,0.02326281659167933,0.15394118974937554
HALLMARK_UV_RESPONSE_DN,0.05103054326449048,0.02035390191440351,0.029743693222721544,0.0049792066998402855,-0.02170498833806525,0.06007442449793674
HALLMARK_UV_RESPONSE_UP,0.09073869185309705,0.009094474486593661,0.03299135538499553,-0.05865503974497317,0.030810239579129477,0.13755002558211232
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08367591648247936,-0.011041472358772897,-0.1118855701264584,0.03286073529461865,0.004145823294930169,0.16613118737470137
HALLMARK_XENOBIOTIC_METABOLISM,0.03968941547636594,-0.013483397389969428,0.0857749276507825,0.025121731633092132,0.05477268937346748,0.14603210149144305
