,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.025914903321184516,0.005125316678239315,0.03815492830976054,-0.00905185557163078,0.027488598333720006,0.05846492978802806,0.012004537806754577,-0.0477140984451541,0.011559748525516288,0.015879576330973175,0.04549693298514606,0.07596546002982756,0.15653580004480538,0.029639811878097232,0.024129817417477696,0.1903272479619692
HALLMARK_ALLOGRAFT_REJECTION,0.014922621522227317,0.07406711779993054,0.02609853362583618,0.08630180562053578,0.04377985322511774,0.04499297831824129,0.06119788715118805,0.165617639859188,0.06322121815463654,0.08068026217449609,-0.023472975752711792,0.0422066349869394,0.1385127569116511,0.03206879119255865,0.08875022089302233,0.1304327568649669
HALLMARK_ANDROGEN_RESPONSE,0.1211428966659568,0.020902323862942634,-0.0072023861700787305,0.03631907680509224,0.0489544562545565,-0.017724619788270175,-0.003566516533676671,0.06146086855904482,-0.027994908410422487,0.043967966492185415,-0.0051352717229606135,0.08534128662334585,0.14124434251613294,0.06968857176786492,0.03411048538572289,0.09939419094063971
HALLMARK_ANGIOGENESIS,-0.009602685109379535,-0.0427000680688919,-0.019228034884979827,-0.008193803357869995,0.06442840480115425,-0.03627981526756265,0.022196433931467783,0.17060210096315992,-0.016687981508694574,-0.010583778223537586,-0.0026717240316072475,0.008986084402846279,-0.05507312786239986,0.04392519562261878,-0.0393614165300806,-0.10044970366375972
HALLMARK_APICAL_JUNCTION,0.027370820858735902,0.009247778763601848,0.02521001130943362,-8.759008336653636e-05,0.04497170920579586,0.016176290345501113,0.034919058198093295,0.012332594827757951,-0.07194039131201307,0.08019857905771684,0.0051527535936703615,0.08763964876563322,0.13891795780761715,0.0163879313910109,0.053556621502129205,0.10722080628984938
HALLMARK_APICAL_SURFACE,0.0548434045319336,0.027810900420148135,0.05894857462485424,-0.009261295882308847,-0.017820244828756993,-0.012355563838506342,-0.028461915051716635,-0.08190522639535686,0.0595151979961389,0.06868368381487182,0.016022684288696454,0.10614180860893573,0.1452801792179174,0.04781562104052303,-0.018546348497884838,0.10199028823187843
HALLMARK_APOPTOSIS,-0.00622089177811762,-0.05135608034184042,-0.02490071273135539,0.025095383415298794,0.032648275096685296,-0.058095588404661246,0.015736747536903448,0.01788972532132202,-0.011738494212540397,0.040788530255629146,-0.04283629110055411,-0.026444352578982564,-0.00018072124414985916,0.010101783064125045,-0.03947090402491158,0.10739217507160045
HALLMARK_BILE_ACID_METABOLISM,0.04945967897449759,0.08958355619398567,0.0022773983535550597,0.021779924164987106,0.028193117030046216,-0.0009670237029299517,0.0220692192843611,0.06756493627361138,0.054034470319655525,0.056849573087648694,0.10068200985066035,0.0748227039420387,0.13238281129501353,0.020912953702543285,0.011007121219811388,0.14817395341251127
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1621348986767888,0.03183338408383125,0.052189443529145896,-0.016222059915889438,0.04081114622750847,0.0037039881531108023,0.01397404511757968,0.09754600671550645,0.08287367881814864,0.06822924869729935,0.08438155531520258,0.10930514843269708,0.1393294662450275,0.0770833578784516,0.01915288374730415,0.16040418781898955
HALLMARK_COAGULATION,0.02057519103211451,0.051049167712442035,0.021172081182294477,0.05686271493223882,0.030800948243039052,-0.011373905313013705,0.07162715573888503,0.13607651522544248,-0.05052357546558906,0.03946003220991531,-0.07758072461406357,0.10060876877389352,0.1594728292595968,0.002697627871348595,-0.028455820619051535,0.09899477439100958
