,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08077897219145624,0.06132421874700612,-0.03587607164183338,-0.01000704235958703,0.07538748309007177,-0.019517720337720604
HALLMARK_ALLOGRAFT_REJECTION,0.0927417023427744,-0.009173688204645501,0.012419204155497443,0.05097257477015904,-0.023672331764324255,0.003517008283534022
HALLMARK_ANDROGEN_RESPONSE,0.0864262126056879,0.04362828644011297,-0.016821915741659265,0.03463344606166259,0.04484697234894544,-0.04453657494949179
HALLMARK_ANGIOGENESIS,-9.04209530750187e-05,-0.060351195929879975,-0.046151745052958396,0.03526038103797422,-0.009910620089026644,0.017392739961287835
HALLMARK_APICAL_JUNCTION,0.07747049875505198,0.09409958064191504,-0.009795653418030919,0.03223831951061795,0.06125653359075004,-0.04531385844589782
HALLMARK_APICAL_SURFACE,0.0882052294730009,0.06187137876827119,-0.10155344682745539,-0.009152604109617886,-0.0021396073825342534,-0.00899580875923742
HALLMARK_APOPTOSIS,-0.057979557601258766,-0.026015966652824667,0.01514138712028166,-0.04931722087459443,-0.041907928370144495,0.011755439235312111
HALLMARK_BILE_ACID_METABOLISM,0.10838805143496624,0.06607933137245131,-0.061937778020007994,0.02473554668241517,0.1613196013624619,0.005786184701394584
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08748255507488385,0.04700456991871096,-0.013634980882056245,-0.020346562082457866,0.08996263521123732,0.05210641035139522
HALLMARK_COAGULATION,0.08336493928464846,0.0079393795051928,-0.005177376192340059,-0.03975512708597971,0.04786074501308421,0.10408449151487087
HALLMARK_COMPLEMENT,0.05068346872921642,0.01916642415092654,-0.005857979403720384,0.02244615492694745,0.013465392340917204,-0.09687279022919783
HALLMARK_DNA_REPAIR,0.09022161647943425,0.08957563808177588,-0.05475774333808848,0.036548435006030944,0.11471049227627238,-0.07312710636733899
HALLMARK_E2F_TARGETS,0.08175370917590251,0.020419399387649383,-0.004632476266946152,0.025071172368866856,0.08894227969678727,-0.10255740302745264
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028353417895997594,-0.03152456386766206,0.0015758302208232083,0.010508126587636375,0.033280299579535086,-0.021525237916818235
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08199751482932595,0.0649594418250175,0.005419293306264137,-0.014520940429233898,0.06401397595541732,-0.08449373556963816
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0954671834281637,0.05461888343987661,-0.03900542695642771,0.017785239604777306,0.10324470725879259,-0.0883252922036292
HALLMARK_FATTY_ACID_METABOLISM,0.04945500096636927,0.000141799713494778,0.02212376230979431,-0.02971017491758067,-0.004318120245021994,0.011183703613899022
HALLMARK_G2M_CHECKPOINT,0.069470317908873,-0.01677365019159968,-0.032841570029431756,0.04843514623296533,0.057564719091938256,0.006213075182827271
HALLMARK_GLYCOLYSIS,0.10550774976834906,0.05796232621851294,-0.007188359489194314,0.007899751392981127,0.08292747346055321,-0.025918817734620358
HALLMARK_HEDGEHOG_SIGNALING,0.08361242484621219,0.040828026826557354,0.04555081671956813,0.030338360339002376,-0.004672601954095755,-0.027499853523966573
HALLMARK_HEME_METABOLISM,0.1060504250062367,0.06946518565230465,-0.015138534813660433,0.0036787773087448637,0.05678491643825066,-0.07632634484834008
HALLMARK_HYPOXIA,-0.0414294215869749,-0.013625878280029043,-0.0005085028859737063,-0.004946235579633478,0.04712298868445737,-0.10007943324183607
HALLMARK_IL2_STAT5_SIGNALING,0.0777889603286244,0.03527753259163686,-0.050166893339368114,0.004209858893200162,0.08650841027002446,-0.019356431367740776
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0450454008999832,-0.03209917913314826,-0.0678272957217445,0.0021365409432968704,0.06617638558057767,0.08222797292935058
HALLMARK_INFLAMMATORY_RESPONSE,0.010279468744615989,0.018256762382319325,-0.03803841689701721,-0.057951606548700074,0.032067124362569956,-0.09404243205157585
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1102735545628532,0.038379267777064976,0.017219553620510145,0.001030163545601045,0.07417796487108122,0.09805085602080935
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02806160167475192,-0.04169605815099158,-0.04015589077143434,0.03176483613760021,0.025676540535663588,-0.01988825944851196
HALLMARK_KRAS_SIGNALING_DN,0.09561230748851285,0.09639697954926076,-0.036047321631697986,0.014282258664921044,0.027381120737218118,0.01651816380405183
HALLMARK_KRAS_SIGNALING_UP,0.10738857701564408,0.0366385405683997,-0.033521717943041554,0.048990448250680434,0.004845767580409242,-0.024687958594063274
HALLMARK_MITOTIC_SPINDLE,0.085549455337948,0.08098870108871907,-0.0009054689774278792,0.0462272066507151,0.0913297118384588,-0.00678502717042456
HALLMARK_MTORC1_SIGNALING,0.04400996149529399,0.00984246077846117,-0.035901130874026785,0.0006867531165014326,0.03213966580437447,-0.03796286541897225
HALLMARK_MYC_TARGETS_V1,0.08263894333076206,0.08551745135058345,-0.019002066710633522,0.04338851190460562,0.09907678383749016,-0.04592696808986796
HALLMARK_MYC_TARGETS_V2,0.04796935853526666,0.0139618780254123,0.012235304029538053,-0.02518958485660764,0.08037774235772079,-0.03790711506550925
HALLMARK_MYOGENESIS,0.09550010612547118,0.03939528814750626,0.034691444871074666,0.01919170606057481,0.019549970730699764,0.03382173685676086
HALLMARK_NOTCH_SIGNALING,0.10311908407641387,0.08485155095067871,-0.010235370631026294,-0.00980427924237895,0.10747566356109982,-0.11648616846102333
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07145624002098444,0.08692830694801706,-0.0570526672867159,0.01701537630924192,0.11875961451262275,-0.07252803648465492
HALLMARK_P53_PATHWAY,0.07883069067097048,0.09831916404640689,-0.03431208139489564,-0.00797848279309058,0.06628792218847218,-0.04020663083053251
HALLMARK_PANCREAS_BETA_CELLS,0.08621517271594742,0.10638070066583438,-0.01778848612626196,0.04214466106013777,0.018223697634933082,-0.046607559942622334
HALLMARK_PEROXISOME,0.08274817284052054,0.091537616035014,-0.006423586450265912,0.008347419626541858,0.01156881425471077,-0.0679717733370192
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07816415526100703,0.10519277721200201,-0.04959813714990979,0.0717131592141244,0.06837736939608523,-0.12158849177621335
HALLMARK_PROTEIN_SECRETION,0.11787811439150549,0.09823101455002833,-0.05767602573085998,0.020754902373631492,0.08525047984061002,-0.018234740987457712
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04193102840745406,0.06977308186574764,0.008885243120681754,-0.018137762958009424,0.005235345854128663,0.15986614595251397
HALLMARK_SPERMATOGENESIS,0.1243874047978942,0.08758964858868075,-0.023485716402913415,0.047432760115018,0.06558799876681932,-0.009287085724549041
HALLMARK_TGF_BETA_SIGNALING,0.12340655605197655,0.09455861398652926,0.024471380279804545,-0.0012043885292047942,0.08514936512784417,-0.05410387892327097
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.06993057333714042,0.06243168398995994,0.01838104501534111,0.028170677093554898,0.054418569690306264,0.011665551106119294
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08487359288075726,0.06457100130808688,-0.028595369283739704,0.03351576579511219,0.0807998181284563,-0.07590294026654178
HALLMARK_UV_RESPONSE_DN,0.07463562628348837,0.03221913310639818,-0.0067104954649547565,0.04849392603729553,0.029723248567645365,-0.07885665120984663
HALLMARK_UV_RESPONSE_UP,0.10504266646865651,0.08277198190326941,-0.023226629652966554,0.038521803967660556,0.09107393978942888,-0.05719053486642506
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05436652172048356,0.07697430645227038,-0.010139166658484734,0.011628763057457641,0.0648231865102346,0.045036236590878125
HALLMARK_XENOBIOTIC_METABOLISM,0.06529053168937159,0.06337627653813536,-0.06644130904826749,-0.034196934108364496,0.07311359542755505,0.007915804930444153
