,MGH258,UKF243,UKF248,UKF260,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.018142569445428792,0.13627536112358238,0.029567347269797175,0.010437251516076993,0.021224463880924634,0.11604861938627538,0.09696529313631429,-0.03086674025570626,0.07235711837256081,0.12352270278380198
HALLMARK_ALLOGRAFT_REJECTION,0.03862553067247229,0.018160538924905895,0.08045317048793713,0.06953426338221874,0.02185510790788461,0.1485870638303413,0.08249765706927166,0.026758625621238305,0.0803669328119984,-0.022556147222798792
HALLMARK_ANDROGEN_RESPONSE,0.05430508919981695,0.07742756227427061,0.04241573454796511,-0.024050606507994707,-0.0003773467024137465,0.10918194527362132,0.08042885424553584,0.03552143775139203,0.10251916144270463,0.04364631963119177
HALLMARK_ANGIOGENESIS,-0.06532425879629374,-0.0541493430030481,-0.04164188039921991,0.007787956289363827,0.019998375362869546,-0.08657338448871855,-0.0065720891977769855,0.01894713374057288,-0.007808199932265899,-0.06662555554046731
HALLMARK_APICAL_JUNCTION,0.014525825557202384,0.1434942795045679,0.045771709598832824,-0.03516385959080796,0.02907714006822099,0.08775858152972689,0.14082844082274834,-0.01848740773046423,0.10260086320308331,0.06660258634594321
HALLMARK_APICAL_SURFACE,-0.0022895129188395353,0.08823775498911386,0.05352398992215656,-0.02616682840686649,-0.014673111384042854,0.05473564560505266,0.1222097385053083,0.025978654205857644,0.08866341891112747,0.024047008491590836
HALLMARK_APOPTOSIS,-0.018563352362056994,0.05875595519463586,0.04661036141823478,-0.013870086743678364,0.03606502963764525,0.05868971485132725,0.07806189876286813,-0.009675728910375212,0.06878402214808386,-0.0010127514380301038
HALLMARK_BILE_ACID_METABOLISM,0.08396348062697735,0.11197206266366706,0.012038258936524618,-0.013736468693232971,-0.03422693160463533,0.017592708040777377,0.09780670551070782,-0.06676100365998272,0.08226723040465261,0.09396173077636907
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016634048865490185,0.11626033189920797,0.024553083448589336,-0.006612769968959166,0.010533743901133567,0.054770670278105046,0.07440120477088774,0.03509719408568283,0.07148642292868208,0.08893693820587814
HALLMARK_COAGULATION,-0.011183439742698654,0.1343910190763509,0.08923152281915864,0.020425902356269895,0.011801667630415586,0.029295204967277097,0.11028754320437407,-0.025297342229082125,0.10989610422325762,0.027998019660945825
