,UKF243,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.010233408551064003,0.013874366064185352,-0.007442467337431098,0.10482153079049969,-0.04421243897763713,0.012503063088856304,0.06643539913991423,0.11437034800454597,-0.012112443570342303,0.154749489162777
HALLMARK_ALLOGRAFT_REJECTION,0.06540242692211123,-0.020837911593170954,0.01291017679625474,0.06078476418031133,-0.08613457965296024,-0.06879817300420661,0.047407045721627905,0.13743969103199125,0.00811680133079309,-0.041649609787663425
HALLMARK_ANDROGEN_RESPONSE,0.04827595053714233,0.05701928113922235,-0.018742922066079793,0.10741294145505868,-0.0004580560807552557,0.005923266024259165,0.07435550979442353,0.12702943051631868,0.043583751969486016,0.08765063101909994
HALLMARK_ANGIOGENESIS,-0.009749151512848908,-0.04199948063554017,0.021217656459536903,0.09867020221740712,0.02125590023247837,0.019072597224662608,-0.07945512061625053,-0.044549147412605974,0.007228332025126642,-0.009323325252652183
HALLMARK_APICAL_JUNCTION,-0.027600429555284318,0.03143272100598485,-0.004744084616102188,0.12503409869903256,0.020158108963633136,-0.013495121505114184,0.07310717120543539,0.11343988256952858,0.011754601666668784,0.1319968456098681
HALLMARK_APICAL_SURFACE,0.020986264345510115,-0.016275443092729255,-0.002517438601407512,-0.05136311436534415,-0.05421007089170859,-0.030634101434957456,0.038417645618530186,0.10005289400523337,-0.04704851829799303,0.09717852942948264
HALLMARK_APOPTOSIS,0.019629836730835935,-0.008885661182867346,-0.014041091163646184,0.04123712118492117,0.02106893399129794,-0.042945818329805555,-0.04696557330119833,-0.02551884950480284,0.03788359234283207,0.004389188027965593
HALLMARK_BILE_ACID_METABOLISM,0.01152358487068027,0.04137213183890868,-0.019878749176668757,0.12187691850176302,0.008547398654521865,-0.06737371924335142,0.08005528739982458,0.11128449588804491,0.012989581605180236,0.09948929148792157
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006247434676296804,-0.0034038286465756886,-0.08281025785175501,0.048642565339924226,0.009908595638081446,0.0022032877901410003,0.04032285424233742,0.14962013303865518,-0.009257335466948818,0.1701576429465818
HALLMARK_COAGULATION,-0.045534906810473695,-0.009269033709170444,0.00794151930846054,0.06434702544351474,-0.023651857842201793,-0.07386515137955092,0.10476854583190076,0.11023311628816725,-0.02149482112542898,0.1699819077444119
HALLMARK_COMPLEMENT,0.043613887967987194,0.028141811420529357,0.02201493417292925,0.08549176675211895,0.040674355421085315,0.07688476808683452,0.0394599162495573,0.1126772071138477,-0.004684483360485134,0.10860302111444875
HALLMARK_DNA_REPAIR,0.0717972380868145,0.06156011284306242,-0.010902861136462631,0.13997356124985394,-0.03018128209106025,-0.015250323155196071,0.06985911427847637,0.12559499535001786,0.05040683126252004,0.12273676193688078
HALLMARK_E2F_TARGETS,-0.032107527298609904,0.029136127328103736,-0.030487706960348318,0.13024897671386731,-0.07104153596424552,-0.016637096776772272,-0.025200639094813005,0.14268919449970394,-0.0049690571309815,0.11036599284030821
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.020144655277625302,-0.0014425367857911935,-0.011609096311024322,0.10653514020147178,0.05875118944526509,-0.03554937742064806,-0.055628000978053135,0.023582261499252577,-0.0020442886028972343,0.09466301504258337
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.003680177123091141,0.029489238348190987,-0.001037835771071376,0.09142593167242004,0.017107918350249954,-0.02398174138827782,0.03817844891213056,0.08137220224370283,0.03842911668778329,0.14464256498925043
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.017999532582852928,0.007832149585183959,-0.021143900534618534,-0.0051654486881906984,0.013342675972979008,0.040399852458847064,0.030350782487469023,0.1479890050810053,0.00012907757837073099,0.08496356208039312
HALLMARK_FATTY_ACID_METABOLISM,0.04032400117910098,0.03908579172597041,0.03553952775365189,0.08386891184585848,0.06551308084432518,0.03823930217181159,-0.08454713774573981,0.08159541946972124,0.03544967122340658,0.03706385156123236
HALLMARK_G2M_CHECKPOINT,0.009303203278322824,0.05041186773134978,-0.04700246369768493,0.143266281442263,0.02496737069223541,-0.0382690720753619,0.024778728025845333,0.09150357421021509,-0.01299612938590122,0.02195142333295626
HALLMARK_GLYCOLYSIS,-0.04531627942913604,0.006764630408771145,0.015434671669207268,0.1181747656213876,-0.008198227386082505,0.004864591196571959,0.025253693691945703,0.1370652033154728,0.03755685734303693,0.12425297006410815
