,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10586183748659507,0.02122967126639041,0.09158022774863381,0.12792418517205076,0.030829357725408332
HALLMARK_ALLOGRAFT_REJECTION,0.07300129886002676,0.0412668104852387,0.13203069199877857,0.0563427266621317,-0.01383400667166443
HALLMARK_ANDROGEN_RESPONSE,0.12865031656070403,0.03009802892549873,0.043063333170462285,0.09098627567447169,0.07599320034783562
HALLMARK_ANGIOGENESIS,-0.09764636595132675,-0.008450553615717216,0.03786793964740664,-0.11505129756873418,0.023640400788301867
HALLMARK_APICAL_JUNCTION,0.07867175218988932,0.03019920052620104,0.053279859065099446,0.13797411035054322,0.015419500860681752
HALLMARK_APICAL_SURFACE,0.055286024742403184,0.031214988830184948,0.04735967498743231,0.09594699305270453,0.04293115866873113
HALLMARK_APOPTOSIS,0.0741020684867676,-0.042048835318888214,-0.0008650799626658848,-0.044866211677376006,0.04335236543177149
HALLMARK_BILE_ACID_METABOLISM,0.08670152874017868,0.024984427465461284,0.08303862071453626,0.13628309138124065,0.07202545023357237
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004906712053202457,0.07163090876105067,0.07088486612037755,0.152455107940812,0.05356658810830608
HALLMARK_COAGULATION,-0.04937557658380513,0.015228626980560616,0.07354950625399632,0.10041294276805172,0.017677078544983994
HALLMARK_COMPLEMENT,0.10038822109034994,0.016967459936189516,0.04013280722487002,0.0939174069782262,-0.005673866575310151
HALLMARK_DNA_REPAIR,0.10273848601882656,0.06744473887186846,0.0774852568591716,0.13931788731939118,0.08795353535355202
HALLMARK_E2F_TARGETS,0.08827482678666845,0.05109895518416627,0.057555394636336236,0.08974753122023248,0.0997321930617289
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007714632833928506,-0.006688535816982583,-0.0035639072985087544,-0.04788557343996337,0.014414671461489902
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05529584413050897,0.009833022740651455,0.03740980991330367,0.06544350467129348,0.09241524875620223
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02845153355118021,0.029425789584635858,0.08554181145603194,0.13603632375142719,0.028724023520565065
HALLMARK_FATTY_ACID_METABOLISM,0.02266469489444244,-0.0069499424629689945,-0.08298850563980573,0.03534079645176197,0.05286423244328734
HALLMARK_G2M_CHECKPOINT,0.04268740044706464,0.07366397652608406,0.05539018479539104,0.04685975359838957,0.06118886362828887
HALLMARK_GLYCOLYSIS,-0.016044368608425306,0.007523462664496265,0.011631292720041351,0.11688324170500046,0.05330579580140175
HALLMARK_HEDGEHOG_SIGNALING,0.04705199992871895,-0.05489289021050299,0.011596372314721869,0.05232264762647497,0.013562118013123889
HALLMARK_HEME_METABOLISM,0.09343070425343201,0.026226742964882727,0.06916320234670376,0.1377220023066085,-0.00489582015415833
HALLMARK_HYPOXIA,-0.0989659195303357,-0.04479260973548094,-0.07474021521769779,-0.052976685201285824,0.05147977734228093
HALLMARK_IL2_STAT5_SIGNALING,0.024227998875020227,0.03503451574504288,0.037139566688197484,0.14067724705142928,0.05687275773848996
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1089226418227571,0.030709706095389037,0.05707999282405194,0.05793180723564533,0.060043117352784656
HALLMARK_INFLAMMATORY_RESPONSE,0.057597436335985984,0.08347895399544461,0.01330086370010888,-0.009612708999700603,0.025282888130030146
