,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07801710022227998,0.02847454381595086,0.02637644212626328,0.0399734116818859,-0.06280281439227112,0.05748543858018162,0.07867333045376829,-0.004786488941958707,-0.009572764586718794,0.0012782815438647228,0.07340579263863747,0.1087956741102648,0.08320282056383742
HALLMARK_ALLOGRAFT_REJECTION,-0.01528664278851467,-0.018042538742836674,0.030304966323272436,0.02851233246207689,-0.015499711603959677,0.009312431047332228,0.07355380780877745,-0.05958307528903058,0.031743831497838874,-0.021190640980717775,0.05102142330048767,0.03532387370206894,0.08445363626158675
HALLMARK_ANDROGEN_RESPONSE,0.10862769572922791,0.03706490442471875,-0.020460769784313163,0.009979835782182495,-0.004541632965296684,-0.006696260991268381,0.08541327469237335,-0.013194689490374214,0.009645751059922757,0.0012699589242050127,0.08346616055148058,0.020109279918282853,0.08121644110626729
HALLMARK_ANGIOGENESIS,-0.0008015057555993593,0.044276561489155826,0.028524130218616797,-0.087832005635571,0.0742193301646457,0.04736036373007586,0.06536628463292339,0.023891254581320815,-0.017258496859193572,0.08716435251964973,0.08442927141966002,-0.10672232561453943,0.0565598829084367
HALLMARK_APICAL_JUNCTION,0.06036413661284966,0.01576207756874107,0.030873426352899396,0.021391240137775526,-0.01695870681264789,0.05682521029120596,0.0801794257187671,-0.007430477068381984,-0.026056130956344705,0.0540838646900594,0.08291281462080821,0.06711668116358005,0.11116037922852934
HALLMARK_APICAL_SURFACE,0.0816473894491163,0.04074682505946022,0.012357600886308318,0.03952433693031423,-0.018965642286940906,0.05098020741766191,-0.020574236723929867,-0.02954694959965204,-0.045755959015394095,0.009829585976644913,0.0327151826895427,0.09766485394926876,0.11294835117852703
HALLMARK_APOPTOSIS,-0.006984849746585573,-0.03018188956904581,-0.00930610290434001,0.010033400306987666,0.026405523187304776,-0.025127666276083423,-0.0025155460601231166,0.03811040795519224,-0.0021968898028993087,-0.010002301046204788,0.047532358519416916,0.025645081203134867,0.037153871432525035
HALLMARK_BILE_ACID_METABOLISM,0.010286441731865126,0.02633385804863829,-0.015080639808339154,0.03176129164115769,0.0041120347929327105,0.010605174087691646,0.09676608004353827,-0.01655789700878438,-0.046693378889841756,0.060420558347889314,0.022306389528550713,0.10760204304574246,0.048225893355439045
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03156973269785065,0.026710287593670903,0.004263209137123993,0.021461862142686354,-0.05911935900404607,0.01504411426589841,0.06180688789714465,0.051836765969706045,0.036330839109013226,0.10063324212614319,0.10698213185812072,0.13204630791005814,0.09521852260618476
HALLMARK_COAGULATION,0.0364020486022962,-0.017949204376666018,0.03232592316579344,0.04223509980921511,0.030071443423142556,-0.0026781612621045617,0.08363481913432705,-0.06118357409228449,0.021211132964193094,0.028600789470635837,0.09730166679813947,0.04078448025590727,0.07619413890810947
HALLMARK_COMPLEMENT,0.04771666773603928,0.06260881601772793,-0.0017184306901150052,0.030323433752782167,-0.003687061445768383,0.04482666700456898,0.0962624764473899,0.02586699773065888,-0.00017682710745956507,-0.020263133174161622,0.0792348315028115,0.09828066746513289,0.1089331884080643
HALLMARK_DNA_REPAIR,0.10215348871023802,0.047770339505788705,0.03580786384194779,-0.022024707889431696,0.02033324881240933,0.040492179194948776,0.09576846067635068,0.005623250244428232,-0.02659385270533367,0.09508155859719931,0.08296659061914778,0.10696617934222677,0.08267435822067411
