,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.01747841262183992,0.0831437814871262,0.02922767876191208,0.027057916531430262,0.08399859570897579,0.059901903853439645,-0.030863894269029274,-0.010029190926145263,0.002482505450074335,0.09825629198917057,0.0769094799337189,0.05971639197947881
HALLMARK_ALLOGRAFT_REJECTION,0.017173851626001935,0.09802475265311439,0.011613377528596393,0.03696488229113002,0.016090632916779014,0.07489518453849187,-0.010691475093034537,0.018457530254365584,0.014266795711618433,0.09500642787244179,0.07705316533255059,-0.027608354292017842
HALLMARK_ANDROGEN_RESPONSE,-0.03519149734558093,0.02784014664023415,0.11333545953256899,0.011916330458758178,0.032485310353857086,0.06359810744905248,-0.04115475867411017,0.035260321211461436,-0.000730804260469011,0.09928538244778988,0.08461500158667615,0.02759691707337211
HALLMARK_ANGIOGENESIS,-0.08162431936654177,-0.06559961003120524,-0.009927398510588109,0.01226597683590705,0.05787953074570537,0.012829044895670721,-0.027363139765405123,0.06124785279000335,0.047709837031345126,-0.13058768036624913,-0.08255631737789587,0.14561077089635405
HALLMARK_APICAL_JUNCTION,0.035440040940464504,0.08804375581596552,0.0288174513632228,0.027685980746079468,0.06026135547503442,0.053819140364614146,0.030876270803567873,-0.006942392784259397,0.02412516312624117,0.14159650400973298,0.08097604470986457,0.07413682956202493
HALLMARK_APICAL_SURFACE,0.009348415787333085,0.06460730385393942,0.04073516547003897,-0.02810857315918782,0.029823213534525446,0.021950326509953585,9.800444913651574e-05,-0.0160410938831807,-0.030221339246926632,0.024124543817071038,0.0992101701637432,0.05753616387010086
HALLMARK_APOPTOSIS,0.04213796587926735,0.03337268169719863,0.03370190567424863,0.030688161580044122,0.011696269139110848,0.022098159388020136,-0.004595696809932961,0.014582914561154837,0.0004075120863389882,0.052783779383131196,0.0013044914510656782,-0.01511121711434538
HALLMARK_BILE_ACID_METABOLISM,0.004714849172836038,-0.008186690713628226,-0.04477844014192199,0.0014024702569760106,0.05547886772419964,0.07306757315273528,0.007618985834279715,0.015189931367186353,-0.045343382542545774,0.004734621438563601,0.10841064611943065,0.0952709429640221
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0013016587783903654,0.02325165545182425,0.003482650751421776,-0.029817116477094976,0.022877671492804928,0.004333754768781706,-0.07033059208526393,-0.011387765235780343,-0.01649820489696131,0.10395521562759118,0.039669985296097075,0.07159890283497937
HALLMARK_COAGULATION,0.0710306599584659,0.08277068609089835,-0.0005619848644379321,-0.007699970771134064,0.037329340950354194,0.0742812210243132,-0.008636039161649397,0.019826935076071132,-0.03452309155518524,0.07519817557942247,0.06016621908943648,0.036002795040778614
HALLMARK_COMPLEMENT,-0.027430884980229154,0.05952717803325232,0.08079864597981866,0.028437900359253,0.03896164698482029,0.02300780516185402,-0.02448852854424713,0.028134399901423093,0.00846737208073088,0.08341316391497273,0.06886683801724265,-0.001527360663617934
HALLMARK_DNA_REPAIR,0.000923915984844183,0.05087466361445644,0.052597330005694415,0.05607196081139472,0.04857054569885712,0.07800152182516172,-0.012358251425714147,0.013877237029803011,0.04665587702389756,0.0996737726763828,0.07651636135645035,0.07911191210295275
HALLMARK_E2F_TARGETS,-0.003312739441150161,0.057306948597888506,-0.017021774753906153,0.012437833810520426,0.04382671975800677,-0.00042735767383108545,0.019990623460805438,0.001747452165615663,-0.01365056682304986,0.043150473361215705,0.04803743394350432,0.056103382518846875
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05439905720840943,-0.013368011537638379,-0.021928650934469048,0.014692410512548526,0.027930032111185773,-0.005901833828617119,-0.014820519109617677,-0.03724027240001679,0.0666935027420118,0.13067648145206318,0.03446515858359529,0.11180878463087053
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03234025239076096,0.035111883995006886,0.09603165576240993,0.07599810571318556,0.07302291327302557,0.07164758071261901,-0.04268981371186482,-0.01797172190638589,-0.006526795451183553,0.06332180231384923,0.08242044938938689,0.08055729179574125
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03467770546146767,0.00990082270639145,-0.05894106211341043,0.024002679464512088,0.003971368996277513,0.05881308243435771,-0.00023683448122080968,-0.010029674585376479,0.04120982733555216,0.00914336743662424,0.03962161387901491,-0.005937242118800866
HALLMARK_FATTY_ACID_METABOLISM,-0.04868076679450183,0.021229418614065177,0.027119882339187582,0.02896458065796515,0.059642996515692104,0.016176296472369952,-0.0077018980102077595,0.004379463805033623,0.04421600045528915,-0.009918881084281211,-0.007657734477751378,0.054100853668792984
HALLMARK_G2M_CHECKPOINT,-0.02754489661116768,0.055313812747728175,0.04459197616229818,0.011503958779234385,0.04729829901058045,0.049991733252411075,-0.013241884742164681,0.025851539845774017,-0.02020502936576207,0.025888677883219604,0.0842915221008771,0.0978960424947595
HALLMARK_GLYCOLYSIS,-0.04879284289355366,-0.0030873875792449637,0.09737705781750965,0.0676775168348263,0.06688180166552139,-0.036387370422528084,0.010828541427567317,-0.02825023052945162,0.08530181216224461,0.016683033185292063,0.028428593705214226,0.06278840359714316
HALLMARK_HEDGEHOG_SIGNALING,-0.07253767530105737,0.07298330208930177,0.05684310786557554,0.05461338250444433,0.009159044233182926,-0.0208623648212271,-0.033555106692239114,-0.08171240331579047,0.006886553849624203,0.09100982478164044,-0.021426816794046562,-0.07645488327468483
HALLMARK_HEME_METABOLISM,-0.052184432708673116,0.02328949114744984,0.04975733399965505,0.03895098469838205,0.0725268218443503,0.039295419438129565,-0.011458862533743445,-0.0010995690334702935,0.06442271381754673,0.07864447434872196,0.09296739965531424,0.03881352237023876
HALLMARK_HYPOXIA,-0.03525033273316206,-0.06926655119572919,0.06843178225816998,0.026222673889159078,0.04359211819690875,-0.01646392398176041,0.00600984017352241,-0.029513875199264347,0.09282193370332062,-0.06245965925385628,-0.005095960859404821,0.11226184402508065
HALLMARK_IL2_STAT5_SIGNALING,-0.051215853863667456,0.01763737016740808,0.06431190881341922,0.03290680673741519,0.046159084100951486,0.0073802435796880405,0.01698708637775512,-0.017766414320582187,-0.0175895718901812,0.1224207289956017,0.07598809239210783,0.06497694939609779
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01589595065927641,0.013376584113954895,-0.09558259505346535,-0.00030069229717219145,0.043182995529717084,-0.008962665747451058,-0.0025464482262667807,0.026884015555532905,0.02313153990973048,0.06954655370394601,0.037470657556514804,0.05327849391949508
HALLMARK_INFLAMMATORY_RESPONSE,0.019582072785084812,0.01337650966572056,0.06490482999589163,0.0036125428793583846,0.028030088010349334,-0.03733120633684426,0.006714838575817924,0.02255292774985498,-0.04988310230389141,0.04417412332534048,0.0721742503301806,0.0878823953127305
