,UKF243,UKF248,UKF259,UKF266,UKF269,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.04859420264313473,-0.0009473820923218806,0.04117635780002572,0.0034490758465647187,0.08289235848251182,-0.13432022207224167,0.006681656887193078,0.013232856434153638,0.07323976702513195,0.05111545402145725,0.01928504757039982,-0.0026943773636406874
HALLMARK_ALLOGRAFT_REJECTION,0.009723687298477762,0.03134877431150572,0.007774162436459106,0.14528938839748318,0.10290034204199233,-0.0625704127111422,0.0005964266549292388,0.09258604970492056,0.07816407837083603,-0.056074676820569144,0.0865101554450671,0.018107764018397275
HALLMARK_ANDROGEN_RESPONSE,-0.043716690691747384,-0.0022153690907972573,0.05629404677157865,0.10864922028287638,0.05142648265919826,-0.18153662082797592,0.0353885868539664,0.06001844316343222,0.07459537176621454,0.04488980120282864,0.057466915425390064,0.004325850010460625
HALLMARK_ANGIOGENESIS,-0.005813655848274907,0.05033442219168857,0.0029656366339484803,0.13548937617098689,0.14026947113577387,-0.07055688539159695,0.0003544992889863381,0.1688910147903072,0.022562122523140892,-0.02413236840536623,-0.006463857244226415,0.015608601648112331
HALLMARK_APICAL_JUNCTION,-0.023731880815231792,0.00683084825700278,0.07518623218058507,0.1438857457071116,0.09771890405471105,-0.11693839318787598,0.061270284606433224,-0.008018429358479415,0.06534799319305022,0.0662785198106104,0.03689296291675535,0.010858925213133586
HALLMARK_APICAL_SURFACE,-0.07461849764844193,-0.019114245824955425,-0.02149059591881203,-0.11342498689831641,-0.03355574315990716,-0.05949677298652101,0.017158167015090216,0.0059557351616955296,0.06085730211298827,0.13332599074723317,-0.002099497239138692,0.037663934641001595
HALLMARK_APOPTOSIS,0.04149754517469921,-0.03625023480287191,0.031063602809341607,-0.023446897786937836,-0.05981369882787197,-0.03787984418099172,0.03419590558474426,-0.046356136363938094,-0.032833305029079385,0.061663460300731054,0.006129164917565623,-0.032386378390204834
HALLMARK_BILE_ACID_METABOLISM,-0.04619296689273067,0.008220629273266864,-0.06034787843198511,0.06625133304401237,0.0765217229376953,-0.046304768670877614,-0.0219804087047487,0.01319175185643816,0.033254512012133385,0.028414707282227565,0.03275131424257656,-0.02985959758092098
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.056474505980307926,0.006515364919974911,0.05492295361003488,0.1075056604039907,0.010843188567301336,-0.04304063449197113,-0.014135030722116942,0.05721798724119735,0.07722750781116526,0.07469028589276824,0.012473313377100803,-0.03849414478554127
HALLMARK_COAGULATION,-0.012243049374764942,-0.015709916212430067,-0.0009052715175890756,0.0914607720219009,0.07240123268848707,-0.14273529264392779,0.05812671986802378,0.058721084272951765,0.0687208740613837,0.04751618218260571,0.0019198592114096516,-0.006810601972658658
HALLMARK_COMPLEMENT,0.03378820077085331,-0.012875255851479913,0.013041484646074141,0.03605336875217296,0.10761423581749296,-0.11724777842061916,0.012116019160940022,0.11092013249730566,0.050980643758810056,0.02427878559637686,0.050582483042330095,-0.03431133483450459
HALLMARK_DNA_REPAIR,-0.11026322795312125,0.02272403682746861,0.057431889628618296,0.15442591194731592,0.09229345566017572,-0.06053685514982602,0.02930721797820702,0.013374072820946718,0.06194994456923865,0.07262156136456878,0.056058650521223656,-0.018055706027998938
HALLMARK_E2F_TARGETS,-0.05868041205582527,0.01163254856346791,0.0042652955248592755,0.1358856071489339,0.088672772186012,0.01172425332392166,0.0641003148429309,0.16308337155333136,0.09465405458998698,0.05540348792872357,0.012075340967191607,-0.0089912809827774
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0062130411047116585,-0.011048471517604413,0.05102236687689777,0.14506489001238648,0.11533511029818228,-0.16388825333217077,0.014894093125263802,0.0353265273806146,0.011861445847797261,0.02646323053367368,0.04070473877680352,0.04516063938314672
