,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0277888174043125,0.03718616888994493,0.08500416689326977,-0.0007217821264754127,-0.005894203168226196,0.07541017263849309,0.009495133858231227,0.11464744125946928,0.05212935613343748,0.08836052066522912,0.03891442185892737
HALLMARK_ALLOGRAFT_REJECTION,-0.044247124975139766,-0.007968629472629453,0.09729400285636804,-0.0016096254825855802,0.0394200235717241,0.016145865261041614,0.07004551133500166,0.0790843640114337,0.005985100524428719,0.07772329375497712,0.038170079916407494
HALLMARK_ANDROGEN_RESPONSE,0.01132110063464769,0.004998222382838448,0.07589409105365687,-0.011644094104677408,0.010697548912031538,0.019800596907204107,0.025108912636195673,0.07907729592382493,0.04033121798420409,0.1027265611139565,-0.05669084939298115
HALLMARK_ANGIOGENESIS,0.05125886090018999,-0.03530676895886023,0.10007742829892187,-0.002633315450835628,-0.008067477238583878,-0.11677995770279177,0.016823811934647805,-0.04679219866579657,-0.0663464110773399,-0.04292453089143393,-0.13901367684488708
HALLMARK_APICAL_JUNCTION,0.014092725265893785,-0.01912967208487356,0.12146923271625959,-0.04210106299560817,0.021625483450790663,0.060600368282541416,0.019985044141167887,0.09872123674477659,0.06407032992369596,0.08188782441608866,-0.061466958593183726
HALLMARK_APICAL_SURFACE,-0.03528691829746656,-0.0031493169478719663,-0.03693728232494696,0.020593627726973023,-0.08024972446048942,0.08718551200180258,-0.04509350946066424,0.10977897648201201,0.08455111324036507,0.04931860554273649,0.006106680732131769
HALLMARK_APOPTOSIS,0.04479188342013089,0.06569095292891354,0.06210444740407344,0.05866302366974773,0.00479091918346496,0.08438964161409934,-0.06737941542591856,-0.10077708835680248,0.03464850504110215,0.028847586789729405,-0.04779487845285782
HALLMARK_BILE_ACID_METABOLISM,-0.002828868614636518,-0.002830944609095303,0.11107765049712107,-0.011129167745799445,0.058732649580130615,0.10392267149069148,-0.015674438890524563,0.10606199412626152,0.06042787953766117,0.04164641199890292,0.040455774238451904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04846165409298232,-0.01633319094865044,0.05345618296237211,-0.017879991170379365,0.010998744096015206,0.04619147091051522,-0.015091547353683843,0.09743179883992865,0.048125319470051976,0.059625362510804227,-0.009220945925270799
HALLMARK_COAGULATION,-0.029815841371495632,0.038210845399588175,0.07951194603085292,-0.009592864098285761,0.03564669034539364,0.019678361658831547,-0.014028520862100751,0.024887639623778993,0.013433789219411706,0.0633841659331118,-0.06783500340581054
HALLMARK_COMPLEMENT,0.02238181879513655,0.061206872468810895,0.11257517098424784,0.023864269636070932,-0.03812972991123761,0.006299655278639256,-0.018133300909075657,0.059456067266716484,0.0854825799892992,0.06219780314137285,-0.02528071313834363
HALLMARK_DNA_REPAIR,0.04876663136554109,-0.03404046316651338,0.11912868240413059,0.00032651268040868826,0.00037878311409531934,0.08941562689567215,-0.01094907185630919,0.13350617833930797,0.07691594354579716,0.09934793977525716,0.002018705248423642
HALLMARK_E2F_TARGETS,0.03912226994114976,0.046471207625675005,0.10656067070303762,-0.09104999859008847,-0.011390415549792145,0.12092037407558215,-0.0438164599654191,0.04102170908728544,0.026269255744343797,0.041408099306304624,-0.02978018632351753
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030076013765808478,-0.02906596520612038,0.11907110268624932,-0.012096537606749233,0.0002885936953674081,0.0079566045842127,-0.03648052201112038,-0.08463227946352715,-0.032845749345125,0.04831151882131802,-0.12842865966032305
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017014469784061556,-0.001085840489424356,0.07367106702288138,-0.04789409981370532,0.037141151523501316,0.04577045230401342,-0.0352594736807162,0.021197999481625734,0.07869140101142638,0.0876879688604398,-0.011860837567000383
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00699625977881156,0.01336257905862197,0.013790306366348896,-0.004142636580144359,-0.014157424364837932,0.029664497185541528,-0.00090124755322697,0.0955453051465372,0.02127503224512758,-0.003852797041927839,0.06947984731780187
HALLMARK_FATTY_ACID_METABOLISM,0.04216975715656403,0.03715910155729421,0.08189141780381096,-0.0033986899394914767,0.031206405694468174,0.014805326989015896,-0.0727747077578311,0.006559734494349414,0.04195906830927657,0.04260252073159221,-0.09460477577627925
HALLMARK_G2M_CHECKPOINT,-0.0013059791995106852,-0.04234192283772153,0.09392920349596139,0.03850047377071508,0.03024490675171121,0.08533516966751127,-0.03482749020422024,0.015460840864645315,0.007040881616664733,0.046662652864811395,-0.08400259949544711
HALLMARK_GLYCOLYSIS,0.04316055554503433,-0.059496649199711274,0.10596894728322609,-0.03306036693421788,0.012772444024445991,0.026509612939507717,-0.00855264298384819,0.06738218229938214,0.045586947382062794,0.05799404547686821,0.008223330717205912
HALLMARK_HEDGEHOG_SIGNALING,0.03298312483538392,0.012477184857313604,-0.032730813136528404,0.008254885209576315,-0.01657174764265996,-0.06725654303560065,-0.012608578933171284,0.041662041635014406,0.07430538027498601,0.04156656556008097,-0.013422826216486118
HALLMARK_HEME_METABOLISM,0.027222573736733507,0.009067158503348598,0.09397541934948786,-0.012438969624348352,0.014383971744295301,0.06732765906893488,-0.021401063030496444,0.10290198596276076,0.11286052356288753,0.06452262799309169,0.04231183429639444
HALLMARK_HYPOXIA,0.04500525081751324,-0.06643705963707089,-0.008837717282115087,0.01648269605318295,-0.055782071736790215,-0.03186952212576633,-0.01527800807314289,-0.033768335363362795,-0.02731220048141781,0.04102630193021963,-0.07705442448354727
HALLMARK_IL2_STAT5_SIGNALING,0.0742163040225942,0.009289798396945168,0.11081142920780956,-0.031388105515218284,0.014536584729174738,-0.04807878022309679,-0.019684975802259176,0.1008486914334067,0.051460459021114804,0.10603793743461304,-0.02966818692378369
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.05319379220492801,0.05869435334285767,0.13234839865196676,0.04432242238109056,0.044300179656191055,-0.01930776300493287,-0.02401322661447295,0.0318115433245628,-0.030459831774280962,0.053256358767678834,-0.07695504873613403
