,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.018403927089019896,0.12921491875365532,0.18899252237092443,0.029662661313822707,0.2872466902088058,0.104668731014049,0.2411307991253717,0.06136187918095245,-0.22585829946327868,0.13340228992684877,-0.07102265467398389,0.3331122133171878,0.21967541006366403,0.04821234462998626,0.0968820978855374,0.291819862415476,0.35043764412891765,0.07419477084451724,0.09814361401298315,0.01125463967610239,0.11118088263138332,-0.04230725605528943,0.3240596096153197
HALLMARK_ALLOGRAFT_REJECTION,-0.036480616852694756,0.15522951904801757,-0.10271495705104777,-0.03676361865246139,0.12337573228836578,0.07485622284819791,0.10682021886965219,-0.4501201586986207,-0.6242982119897893,0.16154175533661283,-0.14464352029562602,-0.6381007602120604,-0.1730791186816634,0.0577925448194431,0.044498098521224154,0.29817111102277466,0.24104239376087924,0.04891350341390064,-0.00647715451075083,-0.03851174543062234,0.1696623291073427,0.09245544820966445,0.07790876522096508
HALLMARK_ANDROGEN_RESPONSE,0.07092030291613112,0.00802576783407897,0.18105881757357187,0.03352005034602431,0.15278158640024697,0.047204306702700725,0.25141021522375706,-0.29196668222350564,-0.5989578174446129,-0.005912625419001027,-0.10629566915126043,-0.28356234484770304,-0.15185949223368228,-0.0022412176360666995,0.06647682356927502,0.25987232511862657,0.26645190912416483,0.09639278490982338,0.03791662845133474,-0.0055598553721618454,0.17507781660591998,-0.1526233148520614,0.03744899298852194
HALLMARK_ANGIOGENESIS,0.05101728809270847,-0.3651152593315692,-0.09649977629554005,-0.0007658593903238252,0.13651027926999804,-0.06814548012411663,-0.34611012404611763,-0.5049971071312341,-0.6955224511054143,-0.5088413876663366,-0.2530228239660458,-0.650278961393866,-0.6142815951754068,-0.023262574655671917,-0.10731839236368242,-0.006851760310231315,-0.1815671555343994,0.03358754929812114,-0.06999137875068472,-0.07862254680505817,0.03515397658941898,-0.4298300453484259,-0.19458302205543665
HALLMARK_APICAL_JUNCTION,0.014534782830130825,0.033393845317204914,0.1715977723063562,0.04650691863203185,0.2782109579432094,0.11855684620780635,0.07131591259052274,-0.3791713965055155,-0.5255939690115559,-0.25514179513443114,0.046245967250582116,0.058189566444553247,-0.32187754084874415,-0.03485643571335163,0.057402220668794114,0.2583844363193103,0.3431006857851037,0.11973869866654625,0.18902568640804618,0.04800293568103875,0.13991880435298806,-0.11392071705771481,0.35020055398825495
HALLMARK_APICAL_SURFACE,0.0020506155863971643,0.27507218098786684,0.2852147342330399,0.03835976398580055,0.19932381710965752,0.13418093057095112,0.1360829361518124,0.3189324190012806,0.4684342163318349,0.20463577151344445,0.18314558443252904,0.36797044278012,-0.16259932975154567,0.04299775313036647,0.07965227085278966,0.27115488752170686,0.3043038962972118,0.005164376970716652,0.044687967738301554,0.09784300814584636,0.13529896489696847,0.20704471239959812,0.23448689125886107
HALLMARK_APOPTOSIS,0.03397614840207576,0.06072490840480786,-0.13008423657697635,-0.022274571390060047,-0.09459469219417345,0.05655913779090576,-0.031079408105686122,0.09294234719842666,-0.13575624749014642,-0.3944523602860728,0.0034639632351626906,-0.13164115210877536,0.34017072582666086,-0.020231102831836965,-0.01664068489104736,-0.2146527623487656,-0.16464068981755273,0.1276828511243774,-0.05236460295999325,0.02132807308076411,0.17877144217355698,0.10698859846552158,0.1999826758965645
HALLMARK_BILE_ACID_METABOLISM,-0.010375755935362123,0.017826159342997527,0.20616570306925294,0.03447592597832671,0.21862356851196002,0.05596381908941016,0.08093532697467809,-0.28889508336436565,-0.6558334089235546,-0.1846702281423638,-0.06531840787852317,-0.12584616453108383,-0.1668711233185217,0.12922550407782257,0.09889848868201682,0.2153631202537165,0.30883627298598254,0.07169052170534976,0.06427737587879273,-0.011490388555413207,0.057374288494332584,-0.1576652083042947,0.1444208010528148
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.023800003083350958,-0.0701339664764897,0.2515375282441646,-0.025319243087668395,0.19951798383288646,0.055116906901116744,0.11172416280175017,-0.39174314408238736,-0.5198376208384634,-0.4829874988343989,-0.1566828097609331,-0.4538321267323191,-0.4396434876144229,-0.030261609513108145,0.1256447956485286,0.28652798443163763,0.37265995361908716,0.10031076176232155,0.1169059730156282,-0.03069438976173541,0.042712453491643924,-0.18982686884048855,0.09364780401250332
HALLMARK_COAGULATION,-0.04192450745222554,-0.0076981765268314154,-0.01629967073722512,-0.03503007389521885,0.13443848416063947,0.07108145954691814,0.08420211833051927,-0.4771554242043155,-0.6949334018134048,-0.06976872747835693,-0.31996621778826545,-0.6822473291093043,-0.2608196385573278,0.0019561655402633325,0.015254984770185564,0.18288136758719353,0.22478185565027753,0.09106451331013227,-0.13951158401121058,-0.09230670622576567,0.1751327706553536,-0.09078548829702564,-0.04145378380992937
