,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.047687232443329716,0.036180700491578614,-0.026411941478167434,0.04202121063811932,-0.007516854832285553,-0.07908857639154966,0.05290901301172567,0.0189408119797814,0.040855134667762784,0.05810742990559615,0.07083248644909981,0.16108255356462056,0.11467433037583814,0.146340338696539,0.016379720175862245,0.11734451832787662,0.12783698964816514,0.1284455445564406
HALLMARK_ALLOGRAFT_REJECTION,0.03773436332271464,-0.08313002682547606,-0.05548998302908759,0.05337634274110133,0.02499043781373455,-0.18629635166666145,0.0521020193058027,-0.01234225806100178,-0.14465587964612325,-0.044985324107481656,0.05875238197241878,0.18912329509949674,0.05478716332403471,0.062432274070555994,0.010705567515318565,0.04756000316720646,0.0027149446104476334,-0.040715808460644626
HALLMARK_ANDROGEN_RESPONSE,0.1107872591449587,-0.02892205315324184,-0.05428773657505254,0.10966678047583713,-0.0239807375109829,-0.18153919427497067,0.02886608550202466,0.02009069639211448,-0.014777069152946961,-0.027039038221004882,0.0733907516698647,0.14445160426475412,0.07586173082760075,0.0599236180742663,0.009092067954229725,0.038024172887371636,0.12226446932895259,0.09511590722398312
HALLMARK_ANGIOGENESIS,-0.054084382256891814,0.0454428837436017,0.006719413475269826,-0.15735625024084252,-0.029982242927262644,-0.21678416473444612,-0.10367898044208512,-0.025956591363616475,-0.15587766640964712,-0.1178485422289702,-0.0008609646722160223,-0.04117873330909299,0.1304635365294834,-0.03954516068971046,0.006630437578477716,-0.058123650524692864,0.05048520991593685,-0.08739095906044524
HALLMARK_APICAL_JUNCTION,0.07789657099440606,0.0035361235791731057,0.008122983117089456,-0.03108184545159192,-0.019996506211533677,-0.16437116832726584,-0.018173834018124536,0.0010811458599170824,0.016228879965708896,-0.03540050443980448,0.07219575381595168,0.1373716499445008,0.07975163361034099,0.007318271731363647,-0.011361891748538707,0.07924042011790097,0.12083987023509216,0.1715788125337586
HALLMARK_APICAL_SURFACE,0.02995373207553342,0.064595756871959,0.022322627608528735,-0.0008914579175458814,-0.015027482381767703,0.13914881513113403,0.036432217684990574,-0.01892739038770718,0.07985119373573434,0.01798771633967274,0.020907968109824197,0.09066359092712015,0.09148268679133101,0.1496799239903707,0.026892068735358658,0.04088615500590956,0.1400075384740653,0.08549393169650044
HALLMARK_APOPTOSIS,0.08207339433920884,0.011104263333430625,0.04409584996625493,0.0634906165051094,-0.028186135861408966,-0.01592467519554158,-0.10860283639025975,-0.01870952159593751,-0.013954712264128878,0.053156898323094885,0.008911099692367521,-0.020730428873936488,0.0747928110932553,0.02158895055700705,-0.004837274785227216,0.031607741197086314,0.04399043607098944,0.11865816601616729
HALLMARK_BILE_ACID_METABOLISM,0.04654315922156494,0.006742241071259131,-0.038369102875490814,-0.05930080706626436,-0.017899912029040628,-0.21827404434469522,0.03914586712373029,-0.006264940035081819,-0.04101949355364385,0.0003185391002894114,0.034040195798147585,0.10220282559822715,0.05888959435659767,0.11052821303468238,-0.0027823314711854117,0.12533955542274705,0.04272453567766244,0.033120567048755864
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00635980692412627,-0.01204585120595825,-0.047430645637682525,-0.0660675162076862,-0.0629593985317926,-0.1676538358568474,-0.059648984054791424,0.007949657238489236,-0.09810410303947872,-0.06572874098386246,0.09364608507761801,0.15381566802824997,0.0606349387088474,0.08287159073055604,0.04473000405008338,0.14435821877727079,0.09705765672571195,0.1273954689010211
HALLMARK_COAGULATION,0.11355746520737264,-0.0014827076083903888,0.019617937795884343,0.040836923342085156,-0.01359378741323901,-0.21374151830905816,-0.0468679142819609,-0.03273724217387795,-0.15662403532628533,-0.03672061057518913,0.05921137093429543,0.198405822748791,0.1048071063555547,0.10116619952337585,0.01871389911579386,0.051799024917212076,0.10970307440155357,-0.016054179124907784
