,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07710055735978734,0.07715232057223946,0.12896446400358028,-0.044494733483626106,0.055596633146052246,0.07523377356166135,0.02327382440361374,-0.09930395648671814,0.09334143589649993,0.01271967842851441,0.21822730795689144,-0.07119785170778525,0.14181164480190062,0.01897305934727091,0.13371530799036413,0.11203254263335753,0.1103497803423166,0.009609441538333385,0.09241780376891316,0.02297706851611432,0.13956580491433815
HALLMARK_ALLOGRAFT_REJECTION,-0.027543535520620478,0.016813211540347074,-0.024995059047249656,-0.02611700032429504,-0.00024295797688001712,0.02442717278000957,-0.35537702129767296,-0.21799135080089327,0.05333824615313639,-0.06939694974963657,-0.4467479452413932,-0.015320382003125299,-0.11066188167893716,0.00957847213297615,0.04310213805098367,0.09142726266647908,-0.0028856466168024507,0.004007897011385389,0.004854376492133619,0.11204834611107499,-0.05460543214844529
HALLMARK_ANDROGEN_RESPONSE,0.08223078436434648,0.011336757572939898,0.16995482825157715,-0.0043077302298589375,0.054695722533397564,0.14182298827166298,-0.17002143445107692,-0.19922899014115172,-0.0034667385415824885,-0.012390941347554349,-0.1429459880164869,-0.00882650504063732,-0.08111476486087955,0.0480333567242017,0.07360198566210083,0.062113804265428334,0.002476655433284685,-0.03855219504944201,0.09504841464488957,-0.012297871721149198,0.02412078488732487
HALLMARK_ANGIOGENESIS,-0.029511104713806434,-0.13861449211683563,-0.008686829656474902,0.03661521438237752,-0.005565832442953702,-0.18153878953321534,-0.33596134346357087,-0.24464765150233486,-0.2399272852585064,-0.048595058510559744,-0.4430729822500325,0.057079152970393676,-0.2793440009177692,-0.07759423445010526,-0.09296199666217123,0.012253771969827932,-0.034689546110871404,-0.011073915795527748,-0.047385136898800695,-0.19060712108763453,-0.05899613435853206
HALLMARK_APICAL_JUNCTION,0.06571901866179199,0.02275719815480815,0.12765995244367181,-0.057880888670029065,0.04188584144285664,0.02753717849556933,-0.24345628171795394,-0.17340759129923813,-0.03349179947990337,0.012928143272497628,0.03847158884777705,-0.061265825455104284,-0.13989047332401458,0.06102204740612629,0.11749672358502594,0.11394061126421651,0.09501029703825692,0.011027372569526841,0.12282956558789727,-0.06615211927608637,0.13394855045519127
HALLMARK_APICAL_SURFACE,0.024866188113109252,0.11139863188437714,0.16782270239431712,0.08476112106570509,0.018594929666033776,0.02818816369944214,0.239257874019672,0.2347419844036558,0.14192264147738018,0.1746230304738841,0.33113401384438507,-0.01558334068803041,-0.07531228260349522,0.016815366023891498,0.1560338221401262,0.1500149639286939,0.11289933380736764,0.07445153969735543,0.09919176053327458,0.17870261379591693,0.021315782804197204
HALLMARK_APOPTOSIS,0.048286660873737626,0.05506176349317879,-0.01990851480675313,-0.05645021309056266,0.05175975525407148,0.001318128105850144,0.05376363675304499,-0.078982354221255,-0.1767895606990671,-0.05407768447759755,-0.13129794392236002,-0.018768123453364812,0.15993651296055267,0.013139048961439916,-0.014197156189034194,-0.024161877656957754,-0.02656596707087466,-0.03197540701216673,0.08498609728053234,0.08864135901468134,0.025873727191565894
HALLMARK_BILE_ACID_METABOLISM,0.06421437809344863,-0.01615947678885218,0.09344599065829463,-0.01400212173338938,0.03272282461301038,-0.008515838477267085,-0.1692983415999513,-0.253662466488943,-0.0709975082987985,-0.05100062443442382,-0.09318108575357595,-0.06698993373793802,-0.10979299449282304,0.0330413896658197,0.08340606282938601,0.11990352807140718,0.08151550731279388,-0.0077617435544112415,0.10989538932783703,-0.1122889942708224,0.0522260989890119
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06538408078488314,-0.038126200419318544,0.06548251489200807,-0.061174107037323525,0.004824538543863129,0.015472775822250805,-0.3350427505240742,-0.1609772335271002,-0.21632679758795015,-0.04359612232094681,-0.30714203175445587,-0.050276728353378104,-0.22592154537917575,0.08882981955748805,0.14896501406480953,0.10536014974679064,0.051571366597132615,-0.02941583760067968,0.17530875791328793,-0.11446779338646444,0.07361776714818179
HALLMARK_COAGULATION,-0.009170176767406286,-0.0255437156010878,0.07448068168505381,0.008086969948701839,0.021872212901192657,-0.0031619742626781255,-0.37365537563611845,-0.25329481600558956,-0.06761813168665227,-0.08573682942578906,-0.45153752556530424,-0.00539189618372732,-0.13774023603757893,-0.061828733133039424,0.09011231929127705,0.09538833539546564,-0.05095425449762734,-0.007870757808414413,0.02557917396955178,-0.0074555167797919365,0.0290183185871033
