,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12287054447867372,0.08110255763387599,-0.009591496849112518,-0.002417564166918566,0.02766624141840569,0.058783954595998215,0.049823356251812036,0.012327352043253541,-0.01986748610058262,-0.05073396979813058,0.03039836536698529,0.06060884970725842
HALLMARK_ALLOGRAFT_REJECTION,-0.14416383050122797,0.05488718121116796,-0.040420323450765606,0.06168177410755667,-0.030576292103235467,0.07137903469439942,0.049691371543110034,-0.00810453163966148,0.11280820953825677,0.043588049775151405,-0.008865225596032039,0.003084429301197138
HALLMARK_ANDROGEN_RESPONSE,0.13893591518983506,0.02756093778755769,0.08174843569312223,-0.039854103177014086,-0.0004289804432165036,0.08000118549822083,0.05313302406457302,0.009843994764201468,0.06614256036868842,0.08193851578800002,0.10323208996965347,0.04919471942012828
HALLMARK_ANGIOGENESIS,-0.08959070257265736,0.006275200289168662,0.08540416370218216,0.07901938645207654,-0.07284915649367034,0.07992686856510345,-0.07603354901062585,-0.01266028689024899,0.08358529827670615,0.013572746572737684,0.044811663700696565,-0.059554320186272505
HALLMARK_APICAL_JUNCTION,0.16671915536755952,0.09453578983851911,0.0013127498423147795,0.04855402319742182,-0.048670999471279106,0.0758667539196783,0.005141773481328028,-0.023827694311379946,0.01662367165638052,0.06916947014541233,0.007769636963514491,0.06771705583569154
HALLMARK_APICAL_SURFACE,0.08135471224878245,0.03319957276363981,-0.04840764321076082,-0.02329514135995419,0.008581321532363668,-0.02990458094222961,0.035532304788935515,-0.0016712747276707521,-0.09641090523943276,-0.005352268346778081,0.001553492392641651,0.002321522983978494
HALLMARK_APOPTOSIS,0.01772326263766358,0.041310492869932526,0.048442926465684946,0.032092487381425144,0.06608544763614435,-0.0089099647030667,0.02276344858730318,-0.05212596872894633,0.09162078719118089,-0.06718841124318504,-0.013759234763359567,0.04231163364045856
HALLMARK_BILE_ACID_METABOLISM,0.15771146318422763,0.031412942416530136,-0.01783385785530133,-0.023695756290282508,-0.041261233622201327,0.06493808349660748,0.021446349502827255,-0.009276540833941369,0.10806188887095457,0.04261111018319109,0.034951315573248924,0.08130072832826071
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09906600465946673,0.020981631093926117,-0.007269827263814693,-0.020723484069206547,-0.004592077140341103,0.03833609204780738,-0.07849583655845938,0.034985039395077,0.10127525959735853,-0.03559698732526149,0.04368783158594152,0.09939875388349402
HALLMARK_COAGULATION,-0.15532151657996432,0.04645984650327104,-0.034140259650071954,0.03521981014581199,-0.04697210538059682,0.05940228290816869,0.004245915171174484,0.025855940791366834,0.13288944426302332,0.017883439021173782,0.02952714220084056,0.12846700677331238
