,UKF259,UKF266,UKF269,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.021401114972108434,0.06824896825631296,0.0377557268401974,0.09474466062556611
HALLMARK_ALLOGRAFT_REJECTION,0.03018126660686144,0.06345560684612875,0.02965719534563931,0.10203243755276589
HALLMARK_ANDROGEN_RESPONSE,0.007094569093601538,0.09037437658980892,0.044630587518469066,0.1267511847039636
HALLMARK_ANGIOGENESIS,0.06607698698951348,0.10170855203509044,0.03821296380612583,0.08754143227085208
HALLMARK_APICAL_JUNCTION,0.013408831803485415,0.10964554828843467,0.056047534537092325,0.09741197382392949
HALLMARK_APICAL_SURFACE,-0.017156450492138497,0.006480774739395407,0.021715866378849098,0.1330867499299004
HALLMARK_APOPTOSIS,-0.023317273246350714,-0.017366892369242232,0.013348388752403592,0.03867024682894513
HALLMARK_BILE_ACID_METABOLISM,-0.05443167022258005,0.06503149217004577,0.028287730376389042,0.09347268242907356
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02117252033178924,0.11116048991553773,0.001728022402716582,0.08117693767566221
HALLMARK_COAGULATION,-0.017086169660376058,0.04904922268197628,0.03001576524878904,0.138906572644419
HALLMARK_COMPLEMENT,-0.005709526808373399,0.009838854121685897,0.03377557292772374,0.12059087034107356
HALLMARK_DNA_REPAIR,-0.010426970873282052,0.11914429431731947,0.050769535974820694,0.12156558636947924
HALLMARK_E2F_TARGETS,-0.02935229304217173,0.12545549194554312,0.05326402548038437,0.1503637059565187
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04700010369243061,0.09972093715359062,0.04972933438165494,0.09067738212499483
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023108841516617,0.05770899144253343,0.04059703010849155,0.05902037455508784
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.027646635586152126,0.054569400401259974,0.008682021234019207,0.13529481161533866
HALLMARK_FATTY_ACID_METABOLISM,-0.029401530213421,0.06272483425783094,0.006274115668005416,0.015579354929783353
HALLMARK_G2M_CHECKPOINT,0.022214351572968923,0.10190787290737843,0.04920547328276235,0.11213110702019395
HALLMARK_GLYCOLYSIS,0.00480863775273955,0.07193523615601928,0.05964944138598792,0.1431120173499578
HALLMARK_HEDGEHOG_SIGNALING,-0.009275142607156691,-0.05221695670708212,0.03323737446394505,0.049733657830536855
HALLMARK_HEME_METABOLISM,-0.020751131831289266,0.08653698364481668,0.052566287115957754,0.0581167254081768
HALLMARK_HYPOXIA,0.04269465557613796,0.007022829385132319,0.04629836610956866,-0.03793019273140806
HALLMARK_IL2_STAT5_SIGNALING,0.016883988797590784,0.036004576118683566,0.04903908059831787,0.13110206131629565
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0323184970767211,0.06296397161105366,0.012624922660051758,0.12848911967539683
HALLMARK_INFLAMMATORY_RESPONSE,-0.006267475941898725,0.0077982816715647186,0.017510570946803344,0.04483859638641632
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.021297080251578643,0.09955662155127254,0.03172017145663863,0.14471570697112782
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.020963336278309926,0.03364100309020432,0.021509095473987563,0.11059955400888655
HALLMARK_KRAS_SIGNALING_DN,-0.07608900176995816,0.05671010388053014,-0.0148830313047256,0.03996684212170632
HALLMARK_KRAS_SIGNALING_UP,0.009726372754396051,-0.03550062935879316,-0.0001503469729305737,0.11463637082659657
HALLMARK_MITOTIC_SPINDLE,-0.01542541459558365,0.13224597523068382,0.059564679405736946,0.06357991269423419
HALLMARK_MTORC1_SIGNALING,0.032575267787183795,0.08815152355427062,0.07517461843543682,0.09424972777805485
HALLMARK_MYC_TARGETS_V1,-0.002076088508633893,0.1167215546831314,0.07541252059770326,0.05361346031870839
HALLMARK_MYC_TARGETS_V2,-0.005995180725735182,0.10244178794310713,-6.48007881448576e-05,0.04819862208612287
HALLMARK_MYOGENESIS,-0.01592251191592418,0.008724073835978194,-0.017740024205796148,0.08463449102219035
HALLMARK_NOTCH_SIGNALING,-0.001412371693874995,0.1263302482351427,0.09010261126199455,0.1058524308829329
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.016821965293683124,0.06953826244018824,-0.0011142881388933928,0.057546929366646696
HALLMARK_P53_PATHWAY,0.023773715752522982,0.10460194175428722,0.07681043168586313,0.036735766505643065
HALLMARK_PANCREAS_BETA_CELLS,-0.02625299112498771,-0.0022348373016061844,0.014128936898866604,0.02598379101702215
HALLMARK_PEROXISOME,-0.003759716910656901,0.0905949210797777,0.05679464176367797,0.10465981941464872
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.036631279754967716,0.09817198218031793,0.019371028314985526,0.09461792116561882
HALLMARK_PROTEIN_SECRETION,-0.01576264668737781,0.07870957721317735,0.040193732836453805,0.12177093418471706
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.02602854258918853,0.07891657598158189,-0.06049093164633915,0.0760883999548242
HALLMARK_SPERMATOGENESIS,-0.029440924548394844,0.08176402136322096,0.05701313832751043,0.11580652911899059
HALLMARK_TGF_BETA_SIGNALING,-0.018038923074712207,0.09578541224838706,0.06398862103781613,0.09852700663387609
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0020023060815244345,-0.006556918209737246,0.027645430838903626,0.01109045222243644
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.011663980579307178,0.11583433972912467,0.07521718023597182,0.09036601110708155
HALLMARK_UV_RESPONSE_DN,0.0012611229108406812,0.032293549445757595,0.027336178533658884,0.057264529973369026
HALLMARK_UV_RESPONSE_UP,0.009615109700976485,0.08270807278991718,0.010998532333725806,0.09566950418276174
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04625826967054018,0.07113623011888676,0.09048182680431782,-0.017140729121311742
HALLMARK_XENOBIOTIC_METABOLISM,0.0029265623602619173,0.03766607385305638,0.03673702021019777,0.11868077359745255
