,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0899792894356565,0.04393777515721096,0.0353403129512956,-0.007955161973517595,-0.015381467524944913,0.1063377660482331,0.013364109166168769,0.02049420706209288,0.04552198589588543,0.184628467895924,0.10321449120703075,0.07648337848224103,0.07360872558862003,0.2214741786209625,0.063769489552001
HALLMARK_ALLOGRAFT_REJECTION,0.012481384932948671,0.02393130711362278,0.02120805772519354,0.03946993648300663,0.01547675093422761,0.1742022169778994,0.0006032377570028551,0.10375907567521006,0.011243069811405824,0.1658612576810591,0.08824593470627891,0.07995187645269221,0.0891156326439427,0.24399151280233697,0.04673289088873403
HALLMARK_ANDROGEN_RESPONSE,0.06238890395398315,0.02992373065339232,0.04158018071434835,0.004029931071186168,0.00684566087649868,0.1180649551991494,0.013186843718531932,0.05510468958625539,0.06538043055832887,0.1125285542116929,0.10469455414536986,0.03295036378830791,0.07766453258744424,0.19450080779043152,0.08990365296947918
HALLMARK_ANGIOGENESIS,-0.025297693770119405,-0.07357885408025162,-0.028580316160674333,0.02811245814633964,0.0801762501069519,0.16397054400809039,-0.030385411228249806,0.18466827283807574,-0.005686933776024661,0.11007725652948064,0.003923494414680409,0.10045820012521416,0.033351569052604,-0.044180315948271834,0.09441183606774001
HALLMARK_APICAL_JUNCTION,0.12579507859155026,0.038106614279378136,0.09299144178553541,0.029405178220393315,0.029753396785153947,0.16229693886772217,0.007612633918621591,-0.0030062219060305218,0.053797759628371654,0.13355667225369613,0.09621965119559106,0.06271027087537742,0.03630047100292591,0.24553306039741382,0.0885533811172259
HALLMARK_APICAL_SURFACE,0.030324285582663323,0.0945035491481784,0.062496642991933346,0.008171081269818404,-0.015041533159900205,-0.0654658732575846,0.06427679630775764,-0.04186539536707628,0.0476542691748075,0.012312179141558643,0.10251108089707303,0.05799671901781521,-0.03236611877550081,0.18658985871056077,0.0677847088092501
HALLMARK_APOPTOSIS,0.04777925698818963,0.011107212826589786,-0.022463183421256243,-0.020938771740779554,0.04503834153154548,0.06321530504347031,0.036106855237573184,0.0018322521295383554,0.0496454146033895,0.10211235014295729,-0.01176418285765192,0.07211298862949286,0.05223181356307909,0.13022231621913608,0.06063392961074942
HALLMARK_BILE_ACID_METABOLISM,0.0710649478890451,0.08112782319413013,-0.005701299763375895,-0.014191163347373885,-0.02293323515763486,0.09914205457505067,0.07928474089010196,0.026646233376247438,0.0003027304902577472,0.14485272194876328,0.08713440778713968,0.009968908561488004,0.052882500325383504,0.1262450049471121,0.037817858530433256
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05504778565959061,0.11179993626784523,-0.026008765409151684,-0.0050372505870909445,-0.03155633054344508,0.06950525998853468,0.010922747578471597,0.0020555600334679312,0.035205768793578826,0.05465535831867591,0.08871524162972505,0.027542499697822256,-0.006159306970720387,0.1261453330930205,0.038624540994367615
HALLMARK_COAGULATION,-0.01515064537131179,0.024766150283453626,0.06113037763832231,0.022182196752113914,0.06703256809025894,0.1621877747832605,-0.02353980486433562,0.1067311567361647,0.07521908151752488,0.14330187093546487,0.1130205578763752,0.13705859486991065,0.06225365274469696,0.22829648169835243,0.1048043924229251
HALLMARK_COMPLEMENT,0.01557524771060842,0.04753698235155255,-0.008133553271348078,0.0067579733780599675,-0.027717881455453446,0.17703447804517528,-0.011654238348263313,0.09425541916996573,-0.0015978999237524407,0.12957636971872602,0.083451509214377,0.10145865238625708,0.07080079354427415,0.1727478946596003,0.09648973413343148
HALLMARK_DNA_REPAIR,0.05683981000322262,0.04045191261905463,0.004518061870335783,-0.0036746234187194707,-0.006630287833030138,0.15542486882546724,0.05144918150484893,-0.015548624492952646,0.04551228450399953,0.09714659334028584,0.10023773502799598,0.07120304329172668,0.03319984661690141,0.1912769839458909,0.06004770168979311
