,UKF266,UKF334,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.01862800797329035,0.034821967904702836,0.03794035001022418
HALLMARK_ALLOGRAFT_REJECTION,0.006241413886454011,-0.08418360575161703,-0.004675898942613683
HALLMARK_ANDROGEN_RESPONSE,0.0624186686382099,-0.06685806815954949,0.08080377519076776
HALLMARK_ANGIOGENESIS,-0.04807519255768053,-0.02596114620001622,-0.025254510833864853
HALLMARK_APICAL_JUNCTION,0.012785266414674654,-0.051698826747155174,0.04674253206451816
HALLMARK_APICAL_SURFACE,0.005890732025484627,0.004948650719286983,0.003981794148571717
HALLMARK_APOPTOSIS,0.04312252752076916,0.014165391827883523,0.019408302218934022
HALLMARK_BILE_ACID_METABOLISM,0.03192408967866354,0.013397233921058271,0.0036286947831397653
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01532883034791434,-0.029327603511208986,0.04846678540908086
HALLMARK_COAGULATION,-0.021106028566690624,-0.07433608056791144,0.03656948292293787
HALLMARK_COMPLEMENT,0.0049569279380052384,-0.014078463688914274,0.07124352258096207
HALLMARK_DNA_REPAIR,0.06048706187789886,-0.020193276151761558,0.08304521446800392
HALLMARK_E2F_TARGETS,0.010998276350034964,-0.014515996010127158,0.0511168631992764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007507400905710742,-0.0633642824211394,-0.012967526936172962
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00888790732457529,0.04738186163822921,-0.00599888622742859
HALLMARK_ESTROGEN_RESPONSE_LATE,0.028236555974336865,0.03426691854523801,0.06437806730559899
HALLMARK_FATTY_ACID_METABOLISM,-0.025482392866056712,0.053605795352524625,0.07070717049390622
HALLMARK_G2M_CHECKPOINT,0.004750273958611099,-0.06142774250042589,0.08320902748720774
HALLMARK_GLYCOLYSIS,0.03710973165031582,0.029964730941803585,0.023654750758044053
HALLMARK_HEDGEHOG_SIGNALING,0.04078941450002776,0.08491478824507157,0.007286739269155423
HALLMARK_HEME_METABOLISM,0.05358724510613442,0.03993589113543368,0.057274069245476615
HALLMARK_HYPOXIA,0.037806284605766745,0.033387958119627734,0.01038276263192567
HALLMARK_IL2_STAT5_SIGNALING,-0.00438368140882896,-0.0074925702845208535,0.04603860845269964
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.027794629108834262,-0.037034879211382286,-0.0036428636819063266
HALLMARK_INFLAMMATORY_RESPONSE,0.036289804491428115,0.004243960894199091,0.053287882760526935
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02454955460313784,-0.03899136416092512,0.06291882196245262
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009386949157400138,-0.036961711953046004,0.025256750369425665
HALLMARK_KRAS_SIGNALING_DN,0.07372644516309214,0.022454397535579127,0.046854350940845876
HALLMARK_KRAS_SIGNALING_UP,0.033514973584767384,0.003583491373219403,0.07067095762644178
HALLMARK_MITOTIC_SPINDLE,0.062320129116601196,0.025690162925800755,0.04788731058664851
HALLMARK_MTORC1_SIGNALING,-0.0071020539394256845,-0.010659584020980651,0.0035261631962876573
HALLMARK_MYC_TARGETS_V1,0.03474869443877205,-0.027332255678746673,0.05506993035595239
HALLMARK_MYC_TARGETS_V2,-0.006855637358241769,0.026784221989886125,0.08833475949808656
HALLMARK_MYOGENESIS,0.01012203907762544,0.04335540283712372,0.03794231599774728
HALLMARK_NOTCH_SIGNALING,0.027609404008870582,-0.005770267748392828,0.03660574471769361
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07049176033154235,0.03209912524159848,0.07511722522321591
HALLMARK_P53_PATHWAY,0.015582891628178152,-0.010652332416682776,0.04763381384249409
HALLMARK_PANCREAS_BETA_CELLS,0.03730382849839901,0.058893795449606684,0.05006092551830566
HALLMARK_PEROXISOME,0.04466386349729903,0.004021998119768442,0.07058179875788873
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0692855711256093,0.04464560144515167,0.05593951732817291
HALLMARK_PROTEIN_SECRETION,0.062328181890678146,0.055621405669314575,0.04755403789403148
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.023801623734735117,0.008845492728163278,0.06767423220136236
HALLMARK_SPERMATOGENESIS,0.015210265498941191,0.035062204990506544,0.03979679155206939
HALLMARK_TGF_BETA_SIGNALING,0.03918232902812363,-0.07571094772229844,0.0534944826959715
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.01797400636744649,0.025462966451508508,0.005487856237587625
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05685628166269635,0.013285659342828764,0.03786858034579227
HALLMARK_UV_RESPONSE_DN,0.0344272838397026,0.021916853305283035,0.04016002109076797
HALLMARK_UV_RESPONSE_UP,0.05589233368235446,0.03688846988646542,0.07955808635430153
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.009322816429747801,-0.04830465202236519,-0.008909790959602221
HALLMARK_XENOBIOTIC_METABOLISM,0.01723333895158662,0.016420666659684186,0.08644207840116348
