,UKF259,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04413198720570332,-0.002674254483544162,0.048033743537855486,-0.022597671543103878,0.055197277380378246,0.11382774631783678,-0.004648181216054913,-0.001138099277474242,0.07517794754253536
HALLMARK_ALLOGRAFT_REJECTION,0.033948061035582185,-0.008125613567684665,-0.05960810233026071,-0.07154433971367165,0.029479255065876106,-0.0018007980655933885,-0.04864647825939139,0.0010968731699134754,-0.01790740651161334
HALLMARK_ANDROGEN_RESPONSE,0.036171551627950056,-0.02999367667388808,-0.017194002945986674,0.13429400895259994,-0.018984896856327135,0.1134257965396953,-0.014940032192507795,-0.012597867304912986,0.03381217880943069
HALLMARK_ANGIOGENESIS,0.015823501304088695,-0.025655972605138522,-0.07408644216584359,-0.040691211550760824,0.03986610690655959,0.014220400655593888,0.06987158188764414,0.01143360255430212,0.0007740425802630357
HALLMARK_APICAL_JUNCTION,0.031860815256724864,-0.0565512005022939,-0.04317563028803722,0.03650903394715363,0.028747773306986076,0.133460046126996,0.019204730240226443,0.0006062866118237155,0.0660543259712979
HALLMARK_APICAL_SURFACE,0.030145964636958743,0.012114734280120897,0.034417563671163956,0.04333026206699977,0.04599674965141246,0.11711001157339812,0.04417560607741585,0.04945713524632126,0.03441092583950611
HALLMARK_APOPTOSIS,-0.021089860806684155,0.0015716219518906846,-0.04073739599016853,0.010363141827949661,-0.13278668565471766,-0.04209892940136458,0.040412946981518566,-0.03876673735835693,0.011904904133824815
HALLMARK_BILE_ACID_METABOLISM,-0.07673233361755678,-0.05005982662530446,0.015782173835564694,-0.02138677624653274,0.013675274361506565,0.1135097402099473,0.00251606418195335,-0.000964039416886562,0.12761780309627438
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0060973329718017975,-0.05503614840722513,-0.04015638845316628,0.0768159470079901,0.0682765168315734,0.09154649215097105,0.004637698230110621,-0.03101502894148241,0.11276658019907143
HALLMARK_COAGULATION,-0.009517371347186823,-0.04294647956217167,-0.06998217351163685,0.051445963163756776,0.0005664466587177462,0.07261870986507414,0.03790876428207043,-0.020452150001641543,0.023070861643572343
HALLMARK_COMPLEMENT,0.027102240978845824,-0.0392758882756313,0.003113971974244805,-0.1069966696073851,-0.07333563501520175,0.058147155685807486,0.021497772749048388,-0.0025756097379371575,0.0224840003749053
HALLMARK_DNA_REPAIR,0.05235241538228964,-0.020705717291818155,-0.02163535838810225,0.030810218101763782,0.05960824807691739,0.11412575289195796,-0.0011014676958014658,0.003799552085759877,0.11906894689410645
HALLMARK_E2F_TARGETS,0.0013858605151523418,-0.026416906056891246,-0.05506256786731547,0.036940774099674396,0.0010355744773269519,0.07479217329367749,-0.02288374350254663,0.007769598602996802,0.11448334299613101
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0067317044303321,-0.0852735333288766,-0.08926350981340822,0.10981946021125748,-0.03225173871823212,0.07878090510646663,0.05174590241065485,0.0017660039552281936,0.009550809480843882
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05511149157086222,-0.08412168134693214,0.0643797716778381,0.09074027352958836,-0.06589299331372658,0.07914816927202982,0.06891320678603192,0.026160582643243235,0.10714803771464576
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.025405928462547477,0.030724072698111005,-0.023994397549692334,-0.09978478941207733,0.03327126533028794,0.11659936323604089,0.002699404949734471,0.029325849618264028,0.0816217746607069
HALLMARK_FATTY_ACID_METABOLISM,-0.004198363802120919,-0.039940807953841036,0.047720564822001134,-0.05833715080082415,-0.03244565997589246,0.04943906467383668,0.05778019701702019,0.06386002376946708,0.0630894977756466
HALLMARK_G2M_CHECKPOINT,0.016381831620129135,-0.08532778573402218,-0.0773373535685052,0.024994701839667025,-0.0016908575330813519,0.05678967870087597,-0.06419963560885686,-0.019364854148958267,0.05275109324064512
HALLMARK_GLYCOLYSIS,0.033623378231924364,-0.04298470848399411,0.05038153741410397,-0.0036195115432316933,-0.013529940881644826,0.14670591110063094,0.037574180947762076,0.006168469982364394,0.06291652238135513
HALLMARK_HEDGEHOG_SIGNALING,0.00562486732929418,0.035794074824263875,0.10800201638957324,0.028181118421697203,0.0104673490791596,0.11515764195495419,0.06010160129841804,-0.025621414840423642,-0.054236390261708955
HALLMARK_HEME_METABOLISM,0.021946078972623906,0.005148647516359107,0.010910778699389286,-0.022559666823731953,0.05305659245236645,0.11064679918364848,0.005843389169027308,0.00520821663658035,0.09238437911298203
HALLMARK_HYPOXIA,-0.0059666886492391255,-0.02209945398715841,-0.059945031242121825,-0.058407460699600726,0.03982362304894448,0.024807757409087867,0.08593923021868496,0.0682166496043111,0.08053297673782425
HALLMARK_IL2_STAT5_SIGNALING,0.0038794635785594717,-0.07419182744726749,0.00642714405169535,-0.0498507693772613,-0.01738604230798326,0.09861426179357927,0.0393592216302116,0.034127316379759305,0.06198388591903028
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0020698409125608263,-0.03134141237026121,-0.06832801594483127,-0.05708759673931107,0.021905336095102583,0.08046624124922382,-0.013422186328372205,0.025277318804803602,0.009527809424255618
HALLMARK_INFLAMMATORY_RESPONSE,0.02846486049197338,-0.06268752216505338,-0.0024581559997183416,-0.04262896170455151,-0.03174982740342617,-0.0055036936189343634,0.012072553532407479,0.05427713351049764,-0.013881009120897722
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02561348509921246,0.007405141738500088,-0.03691196237300763,-0.02866950359233532,0.03726595153600355,0.1016448801537703,-0.022081822949369195,0.008605805081232976,0.10883735013127656
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.037640117748427473,-0.06146755683273023,-0.08943134107361883,-0.028443507489124883,0.011565109034412211,0.009935673153911405,-0.0147035846244909,0.04766415356446984,0.03170283181743901
