,UKF248,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.023466152659457257,-0.060216754812604904,0.04379723737616452,0.0490302234617974,0.010924236089097181,0.11764291897497114,0.04891900704626202
HALLMARK_ALLOGRAFT_REJECTION,-0.05201304274186132,-0.03834313955343324,0.02401631992004746,0.04761886475166776,-0.037066683389081215,0.1375701001023806,0.021461155078817667
HALLMARK_ANDROGEN_RESPONSE,0.0011323554343841582,0.014851988213457401,0.03214456531530664,0.06161411940197203,0.04281061957179501,0.1271562781483575,0.04642097222264761
HALLMARK_ANGIOGENESIS,-0.035107841192887054,-0.002146970748629301,0.03008217383589125,0.02751404579608408,-0.01759442490609324,0.06189440601622181,0.015749332152091004
HALLMARK_APICAL_JUNCTION,0.02117933944154894,-0.05155995746824418,0.020694462885793755,0.10903197577618302,0.045265757331671465,0.13919316544427696,0.07054686631466174
HALLMARK_APICAL_SURFACE,0.04093241964822003,-0.03780076252404864,0.053777625004508445,-0.0077334179232792614,0.0752904271486177,0.10124615295184215,0.1061143070218659
HALLMARK_APOPTOSIS,-0.04089228733656846,0.02333660811079585,-0.002197886675094911,-0.013878701968947445,-0.03451055715267569,0.014918355357295927,-0.004958308759458196
HALLMARK_BILE_ACID_METABOLISM,0.04803424861829381,-0.013989789838607334,0.012493773412409119,0.025892549921309106,0.07189029792471875,0.09185744189727746,0.057729239237991385
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007810701340061608,-0.041025636932134,-0.00043547156758699703,0.04894777608498533,0.06166585920045365,0.0799398444494417,0.042960915701538954
HALLMARK_COAGULATION,-0.03550352041119133,0.038721589641072224,0.02106381148983242,0.07567136449847968,-0.0014931464570907306,0.12727740653755995,0.04848692736523017
HALLMARK_COMPLEMENT,0.020004370279501856,-0.08291129256660935,0.04725911736098058,0.07375465819262148,-0.019667763885900063,0.11209656216783608,0.014771215591465516
HALLMARK_DNA_REPAIR,0.005705135791403942,-0.01966550580875039,0.045666330424206335,0.0903783970977707,0.025079286999435842,0.15369319886589675,0.0429296717522141
HALLMARK_E2F_TARGETS,0.014695077940648863,-0.043510846146849705,0.026706435996700594,0.08902424526877478,0.07915410496420122,0.10131200916344738,0.025225298514710507
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.047862180942906986,-0.008512817742303388,0.046044127474447825,0.05686681453357816,-0.002912342708419558,0.06868719432127321,0.025163966962203417
