,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.015704599844357316,0.01886388257560897,-0.1096186355287664,0.08839940280464875,0.09013673483776065,0.07514713937239767,0.24729935474232528,0.22668153571902946,0.08324620892959564,0.38345339087270847,0.30947248801011246,0.12044705794450217
HALLMARK_ALLOGRAFT_REJECTION,0.029553200464488234,-0.05540997333882175,-0.15596741154940116,0.0025099322747288897,-0.2003419944704375,-0.09651951052196565,0.06393408601754184,0.13635893842282373,0.04046231664402107,0.1260871339507993,0.11529931026849487,-0.05144468226670005
HALLMARK_ANDROGEN_RESPONSE,0.0228102023868625,-0.05554994891657953,-0.18369366306531568,0.061669416213955386,-0.04264444659674931,-0.07524675319457647,0.16842216760445244,0.2011535776626156,0.03952470910111605,0.2315151959639969,0.300554992662654,0.05114005561345046
HALLMARK_ANGIOGENESIS,0.003240689658360259,-0.08828004203524446,-0.23505273065133236,0.05450529463557614,-0.17556086547742847,-0.18780448539375857,-0.052771547661428234,-0.1722226906464913,0.0032371853822374215,-0.18408776445143887,0.1142227399305052,-0.12215882540757014
HALLMARK_APICAL_JUNCTION,-0.0065253609638719874,-0.07746162676577877,-0.17723324419823408,0.05313271318082728,0.03577570831760034,-0.10222959822822683,0.24516510054884424,0.2153185287912611,0.16217349461456906,0.29795960881546096,0.2887014175931743,0.1577217790818564
HALLMARK_APICAL_SURFACE,-0.02933931457117743,0.09032054450821,0.165210345369892,-0.01841643501675194,0.12734995835101956,-0.033252345193064074,0.258598515860745,0.18942482515257736,0.056610567059345425,0.2299214621956919,0.21298601058580877,0.11343347988457393
HALLMARK_APOPTOSIS,0.03582287902907935,0.02170557326673563,-0.09241584777414794,0.06197474158165265,-0.011054218495460138,0.07637150019099857,-0.0990940112159583,-0.11360085927886826,-0.0018458459160212199,0.15165508131063687,0.08527495444330321,0.13929069491928137
HALLMARK_BILE_ACID_METABOLISM,-0.004414408949055982,-0.05203882050371583,-0.23418294979568138,0.051407687172920546,-0.020527813614387897,-0.03842682525223315,0.17949957088120283,0.18354674326610335,0.08083879658898326,0.3557092387661502,0.26140685533674923,0.06916158366092799
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.048560719201423554,-0.09919025535498686,-0.12685542098286728,0.06750314035326214,-0.11400892192264515,-0.13913998678208228,0.28708957763861054,0.24261451270195128,0.004974854838844901,0.4471784522218892,0.3081732482077256,0.0299060232045068
HALLMARK_COAGULATION,-0.009579264655782196,-0.06271732886261766,-0.2081520662884514,0.11086530850364874,-0.19108146403826173,-0.1504254160522882,0.16746909339486576,0.14587723578234763,-0.1307628351143547,0.19297800503819243,0.22445524055253782,-0.014606374860617412
HALLMARK_COMPLEMENT,0.035246194599890424,-0.006467937781806838,-0.12701794954321913,0.09266710076889867,-0.08104960690323278,0.05772512035458221,0.16636184242063615,0.11431286061792631,0.1111284044978954,0.3582707740822796,0.19652268812660528,0.13078678954037812
HALLMARK_DNA_REPAIR,0.036321400749398956,-0.04597938822809661,-0.11811784971472444,0.1346653621475229,0.14676598225860693,-0.032812123121059605,0.2289588614366094,0.2237705371952797,0.20710400877565455,0.3941266373244589,0.3106813931458613,0.15763922345630116
HALLMARK_E2F_TARGETS,-0.015577582832312562,-0.11061646268499765,-0.18544945977642052,0.0010017058638360585,0.13972538645130847,-0.09424138167732114,0.11956069183538887,0.1620369114158309,0.15724531272141262,0.39794785597850535,0.29600003001838193,0.0409500687466793
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007822552400142803,-0.0793638559831478,-0.14853491734525248,0.09476255454612995,-0.18019556351234797,-0.18290171399961144,-0.10646821490637061,-0.13236951897975643,-0.012852368700549096,0.0712365834992309,0.1740441808292516,0.10315055034438157
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04152669200850952,0.015677782834061346,-0.12921467331688175,0.04950005988299741,0.16556910050334742,0.17819987779232926,0.19986416976369173,0.12695147179627217,0.1958302566453076,0.33588459285359357,0.23474701134673495,0.127538797976333
HALLMARK_ESTROGEN_RESPONSE_LATE,0.013393980707627874,0.020660316247350263,0.19867719701599343,0.01879475817832329,-0.02361575323886975,-0.10633739556449759,0.24764931883964386,0.1771551370617951,0.07791557251640849,0.3599303204399511,0.17216123192802937,0.053999513005259174
HALLMARK_FATTY_ACID_METABOLISM,0.0583617578768049,0.0033434275192016356,-0.1920487151013134,-0.01434757389649586,0.009059988129779102,0.1429605451340568,-7.715389855052087e-05,0.02316025742507247,0.09337178055858478,0.25476371205909026,0.11216968934811816,0.07981810895093777
HALLMARK_G2M_CHECKPOINT,-0.026713629766164274,-0.11042204838017036,-0.1664993952844066,0.07428205604990425,0.06003529530840856,-0.17381878069412143,0.07614021965553945,0.09409750858234028,0.135589779347305,0.38613230804042437,0.20424571516456067,0.14888519526099822
HALLMARK_GLYCOLYSIS,0.044520286295132015,0.013811341085406607,-0.11856849000080259,0.031217412411323024,0.2211247471848084,0.014320938838603097,0.17069395557737715,0.10660977862635133,0.1434553149536902,0.4303415937475431,0.3078397036639408,0.14313004973341442
