,UKF248,UKF259,UKF266,UKF269,UKF275,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1648433318565863,0.009876077156439685,0.04837255138350814,0.09993063312943797,-0.04553906463822245,0.102388419921053,0.10797541318957152,0.14824632753013628,0.048256828475311125,0.0811910490505051,0.09266147485865027
HALLMARK_ALLOGRAFT_REJECTION,0.13567791252017955,0.014090936867130052,-0.00599686745392722,0.12955773871526496,-0.07973319819805215,0.059045796426934014,0.08961416885045059,0.09869885849230965,0.035785405614436404,0.11434609979822107,0.045769841372995654
HALLMARK_ANDROGEN_RESPONSE,0.16090828382523495,0.005148155885342842,0.04935652150693559,0.09444906156144946,-0.06201967247660236,0.0673727565834949,0.07634165246141394,0.13007850261495538,0.08076007009937233,0.11080713578785918,0.04770699727674664
HALLMARK_ANGIOGENESIS,-0.05014655520826554,0.02859978036518328,-0.009303233896129718,0.09949053225453901,0.0032335279899784065,0.06085410279790725,0.035464056641918144,0.0073915851385779425,0.04491030420296341,0.05871566101288651,-0.004999119687753498
HALLMARK_APICAL_JUNCTION,0.21544678690139452,0.015798186623191438,0.018639530327062507,0.11501806989785725,-0.008208092199959091,0.19464340292197332,0.14143491472544534,0.1227112136072823,0.061133816744532464,0.1483188938422931,0.08500728705587644
HALLMARK_APICAL_SURFACE,0.1535909068475287,0.07639122074954025,0.10471182234788054,-0.059772626582964526,-0.031049767801646696,0.1433343561475218,0.04447479364546606,0.09193408886308575,0.04029910790379219,0.1613359215025972,0.0722174977238368
HALLMARK_APOPTOSIS,0.10351324311196478,-0.009141077677283097,0.029495110596209274,0.011235587187060624,-0.01243738486804627,-0.12770441961983622,0.036084526041475336,-0.025592509344080822,0.06909813591851217,0.009561221848799787,0.046764135643654066
HALLMARK_BILE_ACID_METABOLISM,0.05716843768943891,-0.029854071581667054,-0.019370180575677222,0.08240198411324401,-0.041731121087302564,0.023528866980553967,0.031946441813637406,0.10940682684060996,0.07855080198252211,0.005792259355497412,0.05961869940960329
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008871230311246921,0.04624357532523151,0.06624956914729305,0.04591388371688628,-0.0036112582740697196,0.03813914477574285,0.03532531112288016,0.09503489223451854,-0.05946925438071268,0.027552991342124824,0.07629210612924801
HALLMARK_COAGULATION,0.2063180344312422,0.027510164876307336,-0.03992344920806354,0.10874260071827099,-0.029126067958839017,0.17945755727181448,0.08335576668558148,0.11121184454099402,0.09330953543759114,0.13099740267400364,0.0640674453099031
HALLMARK_COMPLEMENT,0.08271456255656018,0.002830442354812528,-0.004767558213607462,0.10693315607178502,-0.03985798806422429,0.08170913751876958,0.09945391120772018,0.08945577489798946,0.01994628284184707,0.0180127927813351,0.045525622436999716
HALLMARK_DNA_REPAIR,0.11544142005446481,0.012710339836559423,0.0451584437454467,0.14005213165554578,-0.1111185081799227,0.09829056832345423,0.12232075219075364,0.13527097311361413,0.051376934614526394,0.05144175156879792,0.11968755087591708
HALLMARK_E2F_TARGETS,0.09429793444798319,0.03280227796398104,-0.002043628952942837,0.11503520134539592,-0.05695947144300032,0.11371099743398354,0.05823094328922775,0.10736795473825295,0.044338872060711396,0.03083013937390254,0.12379053686941417
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.184769935247181,0.06186090729225632,-0.03100376048398114,0.13845698459835537,0.0059909544936363425,0.1861181909077132,0.11353575656849706,0.06354371565339405,0.10884345850158153,0.15421710209245237,0.044974266182857596
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12165864935140326,-0.009791922986129695,0.0869119829751811,0.053026463461923995,0.0316402870005744,0.08006545528464877,0.06066010250405275,0.07825362199527547,0.07569443365002546,0.04170326121144522,0.10679788924716263
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10809181463174,0.02727702094288371,0.029977435297818145,-0.0025972842251024927,-0.041201182543061717,-0.030091958224388798,0.013736620676700546,0.10102012019070739,-0.0020037633183905544,-0.006872986283079178,0.028825785337731526
HALLMARK_FATTY_ACID_METABOLISM,-0.023562372299240224,0.017720777468094685,0.07600244786864975,0.06844527159017964,-0.055328271301431656,-0.0020348939838075817,-0.0028010800389924755,0.009481039510132796,-0.005801145642435232,0.00015056486053959223,0.09798219286263671
HALLMARK_G2M_CHECKPOINT,0.06587111862082994,0.014813501137705925,0.012222224346002135,0.126157999526449,-0.048704565072416064,0.029644266031027596,0.0768079890321567,0.11550545024091749,0.011383378891265861,0.013776706901225908,0.08426261275586976
HALLMARK_GLYCOLYSIS,0.03497445089810094,-0.02072932721314803,0.12045405796913423,0.09110896507724077,0.031729747565434584,0.07306830126461417,0.06268036782874656,0.10024748555534135,-0.00044155033356749765,0.02391950148731977,0.07131081010907162
HALLMARK_HEDGEHOG_SIGNALING,0.03679577307410779,-0.0015484340437456976,0.06915508041897926,-0.035299293618205996,0.01313982847686107,0.06397695313733642,0.07814262054276108,0.07987281055986681,0.0010563392558806447,0.027150191349170908,0.028061821266507
