,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.126734964871426,0.08169669648086669,-0.0328106565593468
HALLMARK_ALLOGRAFT_REJECTION,0.04712400246068813,-0.0036028610954221916,0.006700745318118265
HALLMARK_ANDROGEN_RESPONSE,0.04658463629489515,0.09813106052103801,0.028553341864650847
HALLMARK_ANGIOGENESIS,-0.03350623457271467,0.06845130922319295,-0.039228866767031884
HALLMARK_APICAL_JUNCTION,0.086991970531688,0.11152351848216993,0.008701041926229584
HALLMARK_APICAL_SURFACE,0.07905440300095129,0.038559015973570906,0.012491805541275115
HALLMARK_APOPTOSIS,0.047486904654887044,0.04026881350704143,0.006087050761434883
HALLMARK_BILE_ACID_METABOLISM,0.10200834915744032,0.07229607066908879,-0.06417826179379639
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08325419996550533,0.07571692846285548,0.03373656901578634
HALLMARK_COAGULATION,0.0660881370262684,0.09352607780252783,-0.003805893752793819
HALLMARK_COMPLEMENT,0.10406977572238059,0.006788982522665346,0.05960910456535711
HALLMARK_DNA_REPAIR,0.12489864776873542,0.1000471915993927,0.05314622580214417
HALLMARK_E2F_TARGETS,0.09240485662284663,0.11948753657161745,-0.02433777942030608
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.022077812069740993,0.10635316973532515,0.10582338845978274
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0985544922022072,0.07764369602393084,-0.0020089011520979384
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0742520614785982,0.015074552291879989,0.05428254534593441
HALLMARK_FATTY_ACID_METABOLISM,0.06701602169268984,0.077245334150228,0.027016044796222313
HALLMARK_G2M_CHECKPOINT,0.05237288290247769,0.09294605674866926,-0.015109088377259326
HALLMARK_GLYCOLYSIS,0.09817304354181394,0.06861317146318327,0.041615386128046036
HALLMARK_HEDGEHOG_SIGNALING,0.06853468140919236,-0.010236098777651265,0.07492244980221831
HALLMARK_HEME_METABOLISM,0.1268336199224106,0.025499900830537613,-0.026211375561929835
HALLMARK_HYPOXIA,-0.0004809715091819742,0.05500992344154599,-0.03468332872309279
HALLMARK_IL2_STAT5_SIGNALING,0.08248348704074572,0.0626234182337196,0.006538731572115139
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04733739936445074,0.03365153908083136,-0.02559736338785097
HALLMARK_INFLAMMATORY_RESPONSE,0.05445814136461286,0.04087579264103613,-0.020787047933316864
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08609516658599373,0.0878951892617337,0.010198088208358276
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.025047532765675343,0.10126822853195208,0.03158182373054604
HALLMARK_KRAS_SIGNALING_DN,0.1255969755091612,-0.0006328365941273905,0.054580932451832875
HALLMARK_KRAS_SIGNALING_UP,0.06422698463517197,0.026115025121353694,0.04696669063000744
HALLMARK_MITOTIC_SPINDLE,0.11275212529474338,0.06412298312663482,-0.028913606614050423
HALLMARK_MTORC1_SIGNALING,0.017440061960274724,0.06310889688247577,0.053833463223035345
HALLMARK_MYC_TARGETS_V1,0.08417800327037941,0.11734160343088902,0.0172838724327235
HALLMARK_MYC_TARGETS_V2,0.09319398584412997,0.08192139075635102,0.14494686400013285
HALLMARK_MYOGENESIS,0.08748572307540338,0.06334392902285037,0.030614909755780993
HALLMARK_NOTCH_SIGNALING,0.10174246946960708,0.0802114936836037,-0.004412571852467976
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11248549984317224,0.08562171217967546,0.06918942693950814
HALLMARK_P53_PATHWAY,0.10702297029388326,0.05862214691694584,0.02805575090316949
HALLMARK_PANCREAS_BETA_CELLS,0.08829352079694727,-0.04247627614072747,0.036498454389639674
HALLMARK_PEROXISOME,0.05113717408373582,0.027090714800482904,0.07736281974892055
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08781623471656455,0.08246270240745265,0.02782377470723487
HALLMARK_PROTEIN_SECRETION,0.10806323206406654,0.06080132048816598,0.05980285117659949
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11348681376316061,0.021428138641915083,-0.06075137221673542
HALLMARK_SPERMATOGENESIS,0.0927679567834196,0.014373593860691628,-0.07579916043666723
HALLMARK_TGF_BETA_SIGNALING,0.05917636073733175,0.06821356677051013,-0.0015524849547941739
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.022942198343716125,0.08431852690396464,0.005211090859011634
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09805862711321249,0.07950616974413294,-0.002564587222643326
HALLMARK_UV_RESPONSE_DN,0.11016303969876096,0.0654683702117285,-0.02305295930697492
HALLMARK_UV_RESPONSE_UP,0.07813286952970855,0.07627067114763947,0.07470615235589691
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08081717152787687,0.057828733561488474,-0.1267047110109396
HALLMARK_XENOBIOTIC_METABOLISM,0.10898023129178293,0.11907617202438549,-0.021984609885817248
