,ZH916inf
HALLMARK_ADIPOGENESIS,-0.007973416179229672
HALLMARK_ALLOGRAFT_REJECTION,-0.049671578663907784
HALLMARK_ANDROGEN_RESPONSE,-0.002493699730187189
HALLMARK_ANGIOGENESIS,-0.009155437872552635
HALLMARK_APICAL_JUNCTION,-0.024107370296650228
HALLMARK_APICAL_SURFACE,-0.11257435971893204
HALLMARK_APOPTOSIS,-0.02573492853890099
HALLMARK_BILE_ACID_METABOLISM,0.007625600766419651
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014868996660488904
HALLMARK_COAGULATION,0.051395630916217884
HALLMARK_COMPLEMENT,0.007818498996826722
HALLMARK_DNA_REPAIR,0.013670752959271351
HALLMARK_E2F_TARGETS,0.04730400354860584
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07758669119001473
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04767600232373843
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0871586635346504
HALLMARK_FATTY_ACID_METABOLISM,-0.05394616753384386
HALLMARK_G2M_CHECKPOINT,-0.07414011311049162
HALLMARK_GLYCOLYSIS,-0.0935558811866609
HALLMARK_HEDGEHOG_SIGNALING,0.022487414249981064
HALLMARK_HEME_METABOLISM,0.005072550036869045
HALLMARK_HYPOXIA,-0.0004013300809198495
HALLMARK_IL2_STAT5_SIGNALING,-0.09496339477569944
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.007525305658569519
HALLMARK_INFLAMMATORY_RESPONSE,-0.04834263107251371
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.006524359883627128
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01786973889204556
HALLMARK_KRAS_SIGNALING_DN,-0.0776726798038176
HALLMARK_KRAS_SIGNALING_UP,-0.04107391447977504
HALLMARK_MITOTIC_SPINDLE,-0.07728185511915421
HALLMARK_MTORC1_SIGNALING,0.019163878005245157
HALLMARK_MYC_TARGETS_V1,-0.023057189829850642
HALLMARK_MYC_TARGETS_V2,-0.03855483419111071
HALLMARK_MYOGENESIS,0.06884533353742825
HALLMARK_NOTCH_SIGNALING,0.09674643886852657
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.08042970282820518
HALLMARK_P53_PATHWAY,-0.017691147155685743
HALLMARK_PANCREAS_BETA_CELLS,-0.03080274965095944
HALLMARK_PEROXISOME,-0.034988476636321646
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0495937908437638
HALLMARK_PROTEIN_SECRETION,-0.11416184181990816
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04436072673246913
HALLMARK_SPERMATOGENESIS,-0.03802133365472497
HALLMARK_TGF_BETA_SIGNALING,0.037093895723673935
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.05143591656681958
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0844392623994206
HALLMARK_UV_RESPONSE_DN,-0.032282454168119284
HALLMARK_UV_RESPONSE_UP,-0.01884709990274268
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03098744708770762
HALLMARK_XENOBIOTIC_METABOLISM,-0.04632418828579183
