,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004439524787909155,0.06653822727989497,0.0008646755115338258,0.04641954246771785,-0.013378633893502702,-0.04558515152692048,0.12553683286408637,0.029985401126426628,0.03442779366814471,0.08863843648708775,0.010984945005375026,0.02133991119278736,0.08933750304070917,0.07777985069056224,0.006949584044880045,0.1271027995501038,-0.02704180260833986
HALLMARK_ALLOGRAFT_REJECTION,0.017827956325200445,0.019445843566599664,-0.01743149174784272,0.02869005343481512,0.08516945171800822,0.03887251527843923,0.1836970145500068,0.04227678459383109,0.0874021487875872,0.13412831049577636,0.0025707554547280457,0.0020960838588758956,0.018681241374832944,0.08928773228497626,0.04082548582973235,0.130388249781193,0.10022127430477104
HALLMARK_ANDROGEN_RESPONSE,0.03095313823165354,0.06070880163103148,0.03175063118642446,0.04489373957840901,0.061996660913247514,-0.026289251986363175,0.10204935799213566,0.03654862322757463,0.026227359197435567,0.13440719689547542,-0.029574348492077074,0.010621458459212446,0.09947979557791777,0.09748823043110241,0.028192866299460266,0.09246348637192504,0.028102147845489516
HALLMARK_ANGIOGENESIS,0.06241508162225945,-0.02038524344516025,-0.007486249603701053,0.026301895381876286,0.06003326539220181,0.018133965646937946,0.1828823601920664,-0.0412473166839185,-0.013528738582855398,0.042847528113205045,0.019939781860168503,0.047547622393104186,0.0015852435070553735,0.014395865587189636,0.03303693558820749,-0.05755776605757784,0.028886354385020522
HALLMARK_APICAL_JUNCTION,0.01771300058992454,0.10251526766714779,0.06432022815277519,-0.012002418537826201,0.07529173604229561,-0.005849711149735909,0.18292140091643216,-0.043274974580022725,0.0722209670461371,0.11136956830346444,0.007072971620120487,0.02600028888296991,0.09448400507615463,0.06610838291417201,0.028472824534803664,0.12430146419352008,-0.031381413136441494
HALLMARK_APICAL_SURFACE,-0.03568436523449533,0.04318525578362724,0.02034392417979793,-0.022894214198299533,-0.0573649443197319,-0.04835477921995551,-0.06730687172503695,0.014948742250322389,0.048345868369220696,0.036348144373492264,0.0016044362946580502,-0.0051251521919680005,0.08577570175781843,0.045141749545049285,0.07196365206299514,0.11126489896560691,-0.033489660716690156
HALLMARK_APOPTOSIS,-0.04041835967671313,0.05273818575683542,-0.035435095141574356,0.04144955281920187,0.07997296698033284,0.0006938156725306479,0.01552182810011618,-0.00953469219758478,0.006191500971466714,0.06780429386024685,0.056382764082014265,0.0047273308535210595,0.01097105185698609,0.015812966019430757,-0.0354748131916001,0.03720593033876604,0.030415915951765533
HALLMARK_BILE_ACID_METABOLISM,0.01442194612015135,-0.018954126079765505,0.054428097950568056,-0.02780343410135013,-0.06208888728882428,-0.006545127424552129,0.17025208453159335,-0.026088749830367117,0.0742072796070087,-0.021340886637182897,0.06194955053651263,0.0007282889654083824,0.060991951575223316,0.056465191429736744,0.0026624422004206554,0.09307407404365108,-0.00970795613740966
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04553161004199622,-0.014989506596728664,-0.01750124930288387,-0.005858107395558435,0.005366063473912072,0.03265277682967909,0.08623414851949739,-0.016045107574513388,0.05238979316677254,0.11518884247777623,-0.00928906280566981,0.05166388623700212,0.08249670237244965,0.08151358871756807,-0.027214777100090907,0.11377081551557788,-0.07643390043628488
HALLMARK_COAGULATION,0.01206602352023613,0.0958189485568172,-0.01660246474679861,-0.042858128694064725,0.1259956704935451,0.10849059266218236,0.16727803024664736,-0.03135448936480331,0.09666551370568711,0.07442586174309332,-0.03252512078921324,0.048446067292491825,0.06011785717812894,0.08439588992995671,0.013282611705285276,0.12463295391651454,-0.0018949775016377532
