,UKF251,UKF266,UKF269,UKF334,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03465450570679667,0.03628340435340065,0.11254970326616955,0.031185757045343838,-0.01529202882496853,0.059059499575678784
HALLMARK_ALLOGRAFT_REJECTION,0.038122074292509654,0.12183421764996522,0.16248522497790685,-0.003130839536654396,-0.05564187929911925,0.04961892367950526
HALLMARK_ANDROGEN_RESPONSE,0.043508182899463614,0.09282485632508036,0.13836413723703336,-0.008867488491951164,0.042489126245897874,0.06853350211150679
HALLMARK_ANGIOGENESIS,0.006908100704997192,0.15562592473313702,0.14342043370993826,0.052972585616401155,-0.040124960127488965,-0.015292207897458762
HALLMARK_APICAL_JUNCTION,0.06496325252991937,0.14009080326815262,0.12965763938733293,0.001288710207198435,0.010795438878799817,-0.029295542316859702
HALLMARK_APICAL_SURFACE,0.015379388482810234,-0.04726766078020956,-0.07691296800742337,0.02650110688820796,-0.031899375225958426,-0.020586916545473594
HALLMARK_APOPTOSIS,0.0479005085278764,-0.04885826547482219,-0.008368462838015196,-0.05673609853746092,0.02241881417155093,0.05673181275768795
HALLMARK_BILE_ACID_METABOLISM,0.029626282468485133,0.06445691975392841,0.11559980496338698,0.01753133543106449,0.00772574070104366,-0.06435527543301947
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12312665638798481,0.08147828310821432,0.11291560895647763,0.02451906997812316,0.05566738489360354,0.031206312317831254
HALLMARK_COAGULATION,0.04566497822751834,0.09135639535083775,0.11085920990288223,-0.03905722192708646,-0.0403218086377129,0.07342447803107302
HALLMARK_COMPLEMENT,0.03188847991350772,0.10324737735830797,0.13021054680813662,-0.004989070633976075,0.025112425847584944,0.042777176843341085
HALLMARK_DNA_REPAIR,0.09733087258776303,0.13756974767728122,0.15182262261077517,0.057966192866777025,0.027451918149784645,-0.008722915937468288
HALLMARK_E2F_TARGETS,0.09623131464834755,0.14146691804974434,0.1527405686974518,0.0074797292802613454,0.027126406494329403,-0.023830979697577366
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03803488718533444,0.1364039468557129,0.12883467642137672,0.03167822439945119,-0.02370318550502639,0.04852908529597742
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01259625967032673,-0.020472055333054587,0.04393827568741668,-0.0017728182491433921,-0.019680460323957663,-0.004093347445195932
HALLMARK_ESTROGEN_RESPONSE_LATE,0.035511349810579504,0.04229724957274989,-0.01072367651850578,0.07457270897298982,0.04865163853781731,0.046187495883241246
HALLMARK_FATTY_ACID_METABOLISM,0.003762489625181571,-0.07614527160136772,0.10220435345378359,0.05276345494821934,0.04627335264229613,-0.02298048715917145
HALLMARK_G2M_CHECKPOINT,0.061178981474420586,0.13163093831453454,0.156826080476735,0.007822667907261901,0.015276398893037165,-0.010277249128803352
HALLMARK_GLYCOLYSIS,0.020311829077572206,0.07201506701709649,0.1026782856378896,0.07348876517452518,0.024254562460367463,-0.008874767275664736
HALLMARK_HEDGEHOG_SIGNALING,0.07317309521689824,-0.09403242016239477,-0.10498818600845014,0.0327824119754759,0.0328523783667795,0.01007634947188202
HALLMARK_HEME_METABOLISM,0.07080240120143345,0.03315003135396661,0.14097383802939473,0.07827521569738831,-0.011050102796996699,-0.021432487261057297
HALLMARK_HYPOXIA,0.0173162481717825,0.042928563268334545,-0.04249350179986303,0.09772505545181967,-0.03260516977271215,0.01048123158810611
HALLMARK_IL2_STAT5_SIGNALING,0.04403947339019768,0.049360857801200086,0.1543224227113131,-0.018132071979442794,0.031191743267359334,0.05433821993359829
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02466885831301395,0.11534292296648466,0.06405437327723147,0.0017314816092501492,-0.006290272071401156,0.0006915860692551559
HALLMARK_INFLAMMATORY_RESPONSE,0.011018655966462603,-0.06256984679688189,0.07570589896424965,-0.04433712223868221,-0.005356897534301085,-0.02660186044712252
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.026289141826155216,0.0944107226957297,0.1379479322524409,0.0238658307808004,-0.0016126783093633615,0.08331550288328134
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009806824713876732,0.008486757672629928,0.1414275364761353,-0.02844989251372274,-0.013018639033146389,0.05217394163117545
HALLMARK_KRAS_SIGNALING_DN,0.08267828468201181,-0.036436038107885614,0.0029389657925000903,0.034351155057976396,-0.0006739176670393946,0.0013745000910331763
HALLMARK_KRAS_SIGNALING_UP,0.04974169727552207,-0.10186787905553404,0.037824197526610384,0.028835247279419933,-0.018186903572153655,0.03030725120516327
HALLMARK_MITOTIC_SPINDLE,0.1239672598942406,0.11552622917707138,0.13103704438329686,0.05015623492399776,0.007682866621675984,-0.027796529658892996
HALLMARK_MTORC1_SIGNALING,0.05212468457347225,0.09923811041783152,0.09835288601297754,0.05932842510676311,0.026011827014646192,-0.03352517494716115
HALLMARK_MYC_TARGETS_V1,0.10530808935743563,0.151106737214876,0.15816910132674594,0.03885100590567381,-0.014481805197563667,-0.020137130569633937
HALLMARK_MYC_TARGETS_V2,-0.05302444145107835,0.11129865656685613,0.09964007286477576,0.006989633194954044,-0.022041786805878278,-0.014065335838621833
HALLMARK_MYOGENESIS,-0.0028347629134727404,-0.07486243255121325,-0.06228123466970601,0.002655212363879952,-0.015678863674646968,0.03431308748563987
HALLMARK_NOTCH_SIGNALING,0.057704006830058996,0.05372402339610002,0.14670979139388118,0.04396292259633402,-0.010095640635266873,-0.06346013112294488
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08932645280465351,0.013863107763465452,0.04330392022871813,0.011799826341498834,-0.023844086699468955,0.03188189468927709
HALLMARK_P53_PATHWAY,0.050588531954432525,0.10571618705977052,0.137931444535717,0.0786413091201507,-0.0034202143153742293,0.020155988302789172
HALLMARK_PANCREAS_BETA_CELLS,0.11816535938562062,-0.09084355718318758,-0.009396221726367103,0.03406258053499977,-0.03222215633060079,-0.004155814172124973
HALLMARK_PEROXISOME,0.02879315043208962,0.06966327346767391,0.05003334344670429,0.021019994349652925,-0.004297167695790323,0.008737412660194186
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11550886466624433,0.01711254994730089,0.06225862789833862,0.02268564921044246,-0.0286435393877337,-0.012627728250856275
HALLMARK_PROTEIN_SECRETION,0.1036953769404616,-0.007091231797332805,0.15308538787841577,0.07043411013199286,0.010344587782286242,0.014565805928542229
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.028739521792308136,-0.03140016529332251,-0.047623112908838465,0.01546461682913379,0.009652739157349577,0.09326484111915267
HALLMARK_SPERMATOGENESIS,0.05560531678447865,-0.03357640963333026,0.08323088955145143,0.015021539720278088,0.05084161187721621,-0.020027195793356364
HALLMARK_TGF_BETA_SIGNALING,0.0638296093112748,0.13624572541119864,0.1538642086112817,0.018113630692741828,-0.0008963126788759033,0.016085952884823364
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03174535615710601,0.05880965674574203,-0.1160000852032861,0.005057411072507444,0.009990604765546206,0.0021530209653405296
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11475867454938776,0.14183954691071224,0.1418491075105879,0.05695491203776659,0.019536300194961907,0.032810382350036915
HALLMARK_UV_RESPONSE_DN,0.044956198942432836,-0.061306988182939476,0.02049411549271113,0.023545111686312684,0.01716754566033061,0.050796647472854214
HALLMARK_UV_RESPONSE_UP,0.07312774059222768,0.013953905112113646,-0.0313838616339801,0.07577789681562867,-0.035114726642892655,0.025640107172048756
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.1311117848952884,0.1099697646794567,0.13119156476550228,0.061858505416492925,0.0468167254362032,-0.016281896292815196
HALLMARK_XENOBIOTIC_METABOLISM,0.06115189267902249,0.06744000724623643,0.10182509083635571,-0.007383378115636588,0.016696288724658653,0.08459418068098476
