,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07048277867956881,-0.07113379359998598,0.06939463904174537,0.03849821850126702,0.023186444910206057,-0.04185481694228334,0.03043261975737381,0.12795443955515018,0.00964903345549077,0.00014151271134308263,-0.010988832320055467,0.15316833204884905,0.006215431685079546,-0.0065629516454884206,0.01204219125310901,0.08943802248460703,0.08902482542793515,0.08287235715359395,-0.017743658827599557,0.20601477448159747,0.1473010566312215,0.05532666846080505
HALLMARK_ALLOGRAFT_REJECTION,-0.05632573209093667,-0.030482171145436485,0.04391580381544946,-0.11912320763654254,-0.012024257844460469,-0.01928524921699327,0.12071491630285826,0.15023516529584588,-0.03751643760034231,-0.005795610929537884,-0.02464574841207346,0.09800382097379445,0.02861567952298477,-0.1010677708493357,-0.00869064575303317,-0.03425259298842925,0.08849412312596278,0.07560925311826606,-0.015969141845178683,0.08272915190329704,0.03450211828616721,0.010761012733613663
HALLMARK_ANDROGEN_RESPONSE,0.07273292413749438,-0.02815298105987168,0.07046440192147815,0.04695282102595944,0.07304058214900709,-0.06834591167862268,0.13323672623810368,0.20186961968342695,-0.023007534582084176,0.031242800411898666,-0.06625028141261223,0.10571496588966074,0.042219511683494554,-0.04597779150019388,-0.02344291116750008,0.08488157859631278,0.0969422655061924,0.07370735835585011,-0.005889945995868077,0.08755489168215302,0.10295518975925942,0.014164541544402172
HALLMARK_ANGIOGENESIS,0.02383350791096057,0.05899732714787894,0.009715500305860618,-0.010967943729947792,0.056489597394302364,0.036228096146232694,0.13347854715284135,0.16811940204894033,0.03816718491536029,0.010818804555495581,-0.007419532104685169,-0.07662535368293029,0.044998652368727965,-0.001300933333754498,-0.005994398030374764,0.003286714014541001,0.03476772223013441,-0.02519868749845313,0.026275587737555305,-0.17331003047410734,-0.016256672835753824,-0.08536688527511449
HALLMARK_APICAL_JUNCTION,0.10040803575527862,-0.037382153340764966,0.07495821058642012,-0.023229251558327665,-0.011826814182630523,0.04962222467761564,0.1522159980117064,0.16489048369351597,0.022589050075647793,0.013380068162746167,-0.018484796066149316,0.15052527182315567,0.05958378796801348,-0.02164203432919485,0.0816900690157473,0.08663733845214792,0.0623288758212159,0.07342165973050493,0.048508641896380426,0.1301306804840197,0.12248416693728623,0.04811960378607508
HALLMARK_APICAL_SURFACE,0.1313093165043713,-0.055678001257185236,-0.027260244797207192,-0.06297477588310751,-0.04756098682682994,0.02987940708582368,-0.019692887661105305,-0.06467187011400628,-0.028489453765852848,0.012400243612495584,-0.11215887146091034,0.1231317314100447,0.007898932842583075,-0.04345670923392684,0.056374437953509854,0.048924017109943596,0.06265857238960555,0.072016588329123,0.0009694218704756655,0.07801568877110934,0.06266409920257154,-0.060384843009062
HALLMARK_APOPTOSIS,0.03851005339809112,0.00621324981323055,0.016761023409935488,0.06208965929549025,0.07058569026450534,0.10123851240662776,-0.05191233407721131,0.027985022629181677,0.016611954951003285,-0.001640757379174844,-0.0032244846880225505,0.02408041918924887,-0.04997978827139446,0.03213601899723249,0.020651780556723905,0.07078668748648666,0.0007133064764916164,-0.03421942194885048,-0.03980126960998403,0.0882687795955792,-0.0023084652469544916,0.0026873114549475644
HALLMARK_BILE_ACID_METABOLISM,0.07250517128788209,-0.04207244826564204,0.002477431434824351,0.007619031726669263,-0.0461277439522061,-0.013688819913899555,0.1008360454977641,0.198111399682693,0.05131227490370952,-0.016083352344496933,-0.05573149192969222,0.06725284667764302,0.02510169899188658,-0.020538059929647984,0.08196756145061616,0.017444076385706775,0.07041411890555013,0.063817258071815,0.007489656485850463,0.23805342405111804,0.15289505632765682,0.03883632498152128
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07020185436936102,0.03117361333193023,0.029969463329806715,-0.01825089895166484,0.07264536671897397,0.09055592271267074,0.16561568909074853,0.14780200779504077,0.04385464921845571,0.0001778249270755543,-0.03621681737022057,0.1653576463244083,0.03970608090590685,0.016586109164437476,0.023867961032101835,0.02804827153764248,0.10302982919686791,0.11674103017254324,0.005676802506010983,0.1923097838363717,0.11300245868181297,0.056665035878742595
HALLMARK_COAGULATION,-0.05169454803482416,-0.05358679028210363,0.020038095922895932,0.028172591093932584,-0.02290804237552915,0.09362777884265344,0.09446087554126677,0.15728541904270762,0.06153692686853687,-0.004450768956102577,-0.041087433067187255,0.05071630979842784,0.03584526333883558,-0.08125147189661844,0.003884307511976524,0.051633916929935665,0.03844013050628413,0.06670860243846889,-0.04890375254931102,0.041726822400421006,0.14051618957827933,-0.013020464238236681
HALLMARK_COMPLEMENT,-0.00326997090403634,-0.015354233416118144,0.06614744642021644,0.014326057254995618,0.00648526075642224,0.01645744103129428,-0.029486935220637042,0.16922625845304143,0.009725332263985966,0.025200120203752247,-0.03654777443431799,0.11868742678230132,-0.012709577104924243,0.07060030759327156,0.008082114857059286,0.07641596835769199,0.031179528448881447,0.08336779003102886,-0.03969742545971238,0.16680996164946446,0.09277101469691387,0.04594320084664501
HALLMARK_DNA_REPAIR,0.10229477513676381,-0.02236240432615201,0.09067778724838838,0.017680866226186868,0.09789881548715135,-0.0057263991745181275,0.13315855785774777,0.20743788399004487,-0.011640467119799018,0.010220255196776247,-0.007263507781571485,0.16466420742815124,0.05999073049834201,0.006515540731592625,0.06464987994222728,0.1213077259126751,0.07016427659956627,0.08706397889083028,0.03040597283908008,0.23435297255295837,0.12715961648686994,0.08600250267210723
HALLMARK_E2F_TARGETS,0.08762669378581346,-0.03951215445137739,0.07105898126175848,-0.022846103457001034,0.012154868009960218,-0.003956996412637919,0.15226548272897056,0.19360441301019513,0.042339549949710224,0.023742249359877884,-0.0008527792832574649,0.11517112015955965,0.050722223848672345,0.016076847146035522,0.02120587718252089,0.050629520936791406,0.07025396156222483,0.05671849558321718,0.0756385977682628,0.2208166796585532,0.11803417014798484,0.1370279560293993
