,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.017475965000947596,-0.017232455987783026,0.07109678905425308,-0.035080243464465075,-0.02348573732994898,-0.08881205161264241,0.02448559961181578,0.04772863203826252,0.01413963164837102,0.05804591460012923,0.001184705062940529,-0.005730777814104642,0.060407711888240415,-0.013868115639539994,0.052182610936665964,0.038771597765620974,0.062267869669868595
HALLMARK_ALLOGRAFT_REJECTION,0.07447606017920944,-0.0447769698412917,0.018969077613324347,-0.02871491583908974,0.0584848377160478,-0.0007787043683483349,0.052849786157377066,0.05202771332551531,0.017997299809896374,-0.10683951920755975,0.0848594189951615,0.030978566892785064,0.036268243840297004,-0.026027899192715778,0.08342666282318671,0.05915033168305761,-0.00025049512316732784
HALLMARK_ANDROGEN_RESPONSE,0.011552548900064099,0.0075253378084524595,0.015133358513438172,0.0256639693287638,-0.012220778358635236,-0.00697212373256469,0.06357469772615983,0.02762931727750387,-0.0010265332580759621,-0.047119683003380944,0.018439706302729012,-0.021749629828743358,0.0876111387347582,-0.0037529624081080325,0.00822207883541486,0.027642026332923373,0.017946168692185734
HALLMARK_ANGIOGENESIS,0.08404387475875633,-0.007421702628757728,0.05560201083263454,0.005761400070078858,0.003042651752356391,-0.0382127066043407,0.05193500774084477,-0.07643697723376142,-0.005625789698893426,-0.11580522953363029,0.037412201628707446,-0.05217816935373592,-0.03977735086797197,-0.021926753359544655,0.022758857501689257,-0.062072661279621674,-0.03813521703765089
HALLMARK_APICAL_JUNCTION,-0.015023290403066207,-0.03313343283149379,0.024370919725804602,-0.002637005174924848,-0.06589952399457993,-0.08528141138757456,0.034587967609857516,-0.033107835742456806,0.02862507277824234,-0.04608774237978176,-0.005040601726311048,0.016315663024030376,0.06420199176429599,0.022568016784263234,-0.028584185190739016,0.049823285718088035,0.029076060101307186
HALLMARK_APICAL_SURFACE,0.037882803744407716,0.02109346122483738,-0.05126191322584499,-0.01640872468608755,-0.01409548294090531,-0.07093428213164317,-0.05340644398475369,0.034874840405345275,0.06407716270210712,0.07138498356156535,-0.025080930350139155,0.005442133236966201,0.07677141191768647,0.01025408947263993,-0.013214761671669567,0.03091418262095235,0.01697989070898558
HALLMARK_APOPTOSIS,-0.01324125078200939,-0.03430747737466461,0.021173638099824095,-0.01274079126849135,0.046349762553878474,0.03132058322003237,0.013813323351179272,-0.06849940537324425,0.001176304214313872,-0.002157711387064166,0.021707659565977346,0.073578735822341,-0.03057598531707702,-0.027646294123543712,0.014739417571195705,0.045566947461685804,-0.03219225165010639
HALLMARK_BILE_ACID_METABOLISM,-0.05818184231062673,0.02191077775011054,0.015922128775289205,-0.01860307584079224,-0.03900456593845731,-0.056198825428258284,0.02080922468593798,-0.03595652284908211,0.006122402147827528,0.021789802187874532,-0.06164609384962313,-0.001698247678088092,0.05242127523138719,-0.05078498886070663,0.015726174903512507,0.09264869152987987,0.0533040855719433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01456610654803142,-0.016751068215195154,-0.02946921891452291,0.010444643556101732,-0.013310508719920601,-0.026161742671880286,0.03489409367348422,-0.084740325287798,0.0007692286796375185,0.016156498234568183,-0.014250603045199059,0.04307431326774528,0.0934568793525624,0.024732271881147,0.03884660522290722,0.03864510218549195,0.014091859446622895
HALLMARK_COAGULATION,0.06252358472704421,-0.018218320498674567,0.04818115555032298,0.01099362390606487,-0.02264780871064963,0.0403539533090505,0.03079519428422059,0.005771264591468064,0.01730358176617332,-0.11635401448450028,0.01396799852259069,0.07227171507178749,0.05320229963101392,0.03820292698359357,0.07496381508131833,0.055658270985666065,0.05873943225895084
