,UKF259,UKF260,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.008882604898561222,0.03054549950367202,0.021062894843033243,-0.06840121998024219,0.017466341535998534,0.0644187569645956,0.06813825530739269,0.07972763103643601,0.11565695140889097,0.060355207042550554
HALLMARK_ALLOGRAFT_REJECTION,-0.03149480575854985,0.051316100964925934,0.05119757950594922,-0.04642647045344408,-0.03802188630735554,-0.06134186442821827,0.022603263107322944,-0.0005593359343386055,0.056045015154953734,0.07119144225122437
HALLMARK_ANDROGEN_RESPONSE,-0.04214969888467722,0.06722698483329834,0.07250705688770022,-0.03555727545608586,-0.025867701164351168,0.0015498999688545855,-0.017267444771767754,0.04151713213030089,0.027341026833695454,0.0460409202041132
HALLMARK_ANGIOGENESIS,-0.08148189910792017,0.04316981512664495,0.05196403883398171,-0.0015092815485890072,-0.012476371893442266,-0.06612622653146398,-0.009767017148305508,-0.045525446567638184,-0.09363724876784851,0.04619104934524958
HALLMARK_APICAL_JUNCTION,0.009656834505760666,0.05674826734621076,0.06972224177936465,-0.06586845414969583,0.023436809820798803,0.018024717827802145,0.020765955383699422,0.06613306659289331,0.027831410222199093,0.07077996389549412
HALLMARK_APICAL_SURFACE,-0.003934930660869606,0.009085141206055043,0.06942705489023483,-0.07864326994918716,-0.006464914169910907,0.027956444772801552,0.054198943571609266,0.05193866803611018,0.07475672944668985,-0.0028660718552787883
HALLMARK_APOPTOSIS,-0.030276102900400788,0.04985057479705773,-0.01736455391203001,0.04930436355011712,-0.024092637170567043,0.019487416185894543,0.00011841929529049702,0.05648907758171756,0.018498299315144164,-0.0577919973840738
HALLMARK_BILE_ACID_METABOLISM,0.031338752478764484,0.023436800529381907,0.03959428057134255,-0.08161366666774172,0.06227680040529399,0.045507987463576406,0.07684480727441008,0.08524819040596784,0.08367269856134041,-0.11690627453813644
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015214196144907665,0.028645280743103872,0.05626670899846082,-0.04510920687672787,0.013674405586343023,0.08584187233294034,0.06078082677133686,0.13613932822316935,0.05953584751340232,0.005467562050341153
HALLMARK_COAGULATION,-0.016472728689473647,0.10383783023305009,0.08453288345539345,-0.0694756011122081,0.025835838839428325,0.024786340234266045,0.001627024647243647,0.06228263307397737,0.026908401409804425,0.014418563139816768
