,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05085936822821425,0.05760364271223901,0.059944614862595696,0.03542377520795058,0.12391058425533465,0.06869005570568996,0.07959086122910622,0.017884653059940456,-0.10196343806761114,-0.050156810274588313,0.056920762593329406,0.007211335880099771,0.09727678532314658,0.08787196962715017,0.1600091737461589,-0.001463887518755495,0.05481903571678898,0.049418062575022396,0.039472588348129424
HALLMARK_ALLOGRAFT_REJECTION,-0.059943669118873444,-0.040902270563970985,0.0655114131136223,0.050767723159093094,0.0729294017322291,0.09330430982498693,0.09245869298422422,0.0633606862033738,0.11949020295433331,-0.03265075988096387,0.0717266754732427,0.08122866473031524,0.05667692254591529,0.11359577441944829,0.1217536077508308,0.04868952873912253,0.03650543499060765,0.10564120804870968,0.1009739561455347
HALLMARK_ANDROGEN_RESPONSE,0.13102714789903366,0.04367148586930729,0.01634221297572037,0.024723772727688425,0.0383268558571119,0.12797652186810865,0.11075627357271696,0.04794103383921605,-0.014201959597962572,0.09125758375515838,0.0542024047142002,0.04533911177902933,-0.025053966249353916,0.05255639983725984,0.13281575716306526,0.013691280777684476,0.0463410379919119,0.06505014612356032,0.10235338972648741
HALLMARK_ANGIOGENESIS,-0.07276484423238407,-0.03527959890825496,-0.021833578725483232,-0.021398557622118727,-0.06070236529206997,0.07035482402189035,0.11942154864466209,-0.03815066537716508,0.07767593328672687,0.09939189255537716,0.003163009965635083,0.0677362253404133,-0.053474514242115544,-0.03179313968977502,-0.041441675647935904,0.06746381667960055,0.02185053308849009,0.004963344800797742,0.0192780490564436
HALLMARK_APICAL_JUNCTION,0.09413402872269641,0.07164114327751143,0.10111934311602841,0.018123648828355463,0.0830993834638751,0.13630838872771214,0.10570701504509149,-0.012261578827973957,-0.08429969030086215,-0.06733282282067585,0.06889115228123957,-0.0120810991271583,0.13091441088190658,0.04433925274305807,0.13583071904573352,0.04990823365849235,0.08939820926725556,0.04369251997322362,0.04041060518343658
HALLMARK_APICAL_SURFACE,0.05491755837825019,0.14766214969846098,-0.02881556710911403,0.06756178756689712,0.0719800946538461,0.024324159170551245,0.025930746172637343,0.054774399183364145,-0.003948607658792333,-0.008383448660801937,-0.003050573821786521,-0.046314881191253654,-0.017065261671011633,0.04421013467119125,0.1680546410005618,-0.0034012367122573787,0.0764333783760197,0.03137820886176361,0.02607955932279926
HALLMARK_APOPTOSIS,0.020722507843311908,-0.02393408663092864,0.030201846282766807,0.0018660201876371278,-0.036909996567056756,-0.009767194069142787,0.05822275491440692,0.009202399029580479,-0.05096097467423701,-0.0601416629581768,0.01004821189154363,0.018544147631336952,0.07536501000374571,-0.04442245538213462,-0.007995301571592076,0.013971764963374492,-0.004361382278220217,0.036580853213440054,-0.01728585032709395
HALLMARK_BILE_ACID_METABOLISM,0.13012138514504074,0.048742550488242185,0.030450680686293714,-0.0034101893982344572,0.02223379815007895,0.060617622420821755,0.12104391622949154,-0.003982789916790588,-0.04137327097246453,-0.010394835251218832,0.017017671968030047,-0.016526983821164017,0.05270482886290453,0.032311541080481884,0.08475758843640747,0.026249060134869575,0.042214469734167925,0.03641733212944446,-0.005388541385766384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06999274903024989,0.07965625464624818,0.06756762342565747,0.03654542447063273,0.08415369078554456,0.10712352264299077,0.08708019233590618,-0.015227433371248893,-0.09124821410353706,-0.03964304525533464,0.021020817041175203,0.024084933402953018,0.11339349065373043,0.04906378617887063,0.1300325798350192,0.02292622317367848,0.05278798517062546,0.0736950217490287,0.004474580049779573
HALLMARK_COAGULATION,-0.08349478614407695,0.020311846611620485,0.039298994938537,0.008537400442017094,0.031238925438934206,0.0836473307499042,0.09868906005401284,0.06960963326688888,0.0209779047472333,-0.01102169251437519,0.11420477091636431,-0.011796466399202668,0.03804168010959972,0.10192642352227244,0.14576787527712504,0.03635048331142105,-0.001351837703537002,0.043463547671648915,-0.0020012713340230317
HALLMARK_COMPLEMENT,-0.03573769502496201,0.002018129844142509,0.04565296267623446,0.03133221374504784,0.07998537477414307,0.09403481084951613,0.09296914527019422,-0.007862902880188241,0.010009168373006909,-0.04242200297014308,0.0631191377044276,0.047192032890485555,0.08263325292492642,0.09729289796051444,0.13961745593501096,0.02069947548770272,0.08352478304595616,0.08268428714666362,0.004022154734211412
HALLMARK_DNA_REPAIR,0.10910246255765511,0.10051669162884894,0.0783891504226353,0.028046571452977554,0.12336242168250627,0.12815817283089215,0.11090880119504475,0.03927334010762016,-0.1145606810738504,-0.02498889856695918,0.09170160282339819,0.08509998179988369,0.05184791381090283,0.04903478578945021,0.1309551518517808,0.019027821748665012,0.11240021991467761,0.04588769511876912,0.050745902113858064
HALLMARK_E2F_TARGETS,0.08768935607549332,0.07204637863195136,0.09064225475962165,0.044009007268628844,0.039064560316731875,0.11373525807173823,0.1136387952635403,0.020082889385756288,-0.06736160490150457,0.002315525733713613,0.05047107298862349,0.015479055106750106,0.09201381044047091,0.06178998171349105,0.14215076833028636,0.03245965618934576,0.07139608301195646,0.010973107769628399,0.02552661145245888
