,UKF248,UKF266,UKF269,UKF275,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.08088143810814456,-0.045875935432488135,-0.0770351741925558,-0.011420896955189393,0.11671149218047777
HALLMARK_ALLOGRAFT_REJECTION,-0.06569600317519367,-0.0490186748413025,-0.06794686296411358,-0.06466579580467,0.049819701685223865
HALLMARK_ANDROGEN_RESPONSE,0.04547503165557228,-0.07480120907346623,-0.08228145478095218,-0.021004151615613535,0.0673587651972908
HALLMARK_ANGIOGENESIS,-0.0839439528366945,-0.09449895004856729,-0.12577807324371476,-0.04785810183321899,-0.13478053638038826
HALLMARK_APICAL_JUNCTION,0.08705437721339565,-0.13371889092100084,-0.08422208479286859,-0.025679279947743428,0.09095424349605483
HALLMARK_APICAL_SURFACE,0.15841546948003782,0.035278038329252324,0.07839020593515689,-0.021951542848276002,0.07075382717200593
HALLMARK_APOPTOSIS,-0.06496879143666431,0.0031422018328566663,0.02672043877844531,0.0033118338556107924,-0.02830090618834396
HALLMARK_BILE_ACID_METABOLISM,0.08339019237985032,-0.09345860170177654,-0.12126646869590042,-0.09222034938239307,0.11167297707602711
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.060357628371222716,-0.1760335133928961,-0.04436132684432525,0.00788207082314123,0.11337112138940092
HALLMARK_COAGULATION,-0.004259031067227069,-0.11690922709451491,-0.09028232351745036,-0.07815878766263712,0.02152957849418493
HALLMARK_COMPLEMENT,-0.025377004210733387,0.07014695851851942,-0.04554810166620395,-0.02218487962529547,0.05354654232188282
HALLMARK_DNA_REPAIR,0.12369900085382925,-0.05248192308459722,-0.058756357815509176,-0.028183217050846816,0.11103877377725603
HALLMARK_E2F_TARGETS,0.11969625169090042,-0.15851847029188731,-0.07171196687621334,-0.025398950819789587,0.04452361571333301
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01219850370849192,-0.10390709404076913,-0.04533788749063656,-0.0012097643250445229,-0.08658430586804347
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05316167788482109,0.03251386966151355,-0.08834162091512766,0.0864171269705922,0.04940457955627972
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06798027451894308,0.05794438977522833,0.10740453975835548,-0.01761783864222347,0.09902220567557422
HALLMARK_FATTY_ACID_METABOLISM,0.017147499000037467,-0.05745780576707031,-0.03891763664597913,0.012830978303275857,-0.013556451966261249
HALLMARK_G2M_CHECKPOINT,0.1119567813942501,-0.09458849625453572,-0.07720600616242823,-0.05982986556232722,0.01471192653730705
HALLMARK_GLYCOLYSIS,0.04866507930337932,-0.002133181018167885,-0.080336385292608,-0.012024913308290208,0.060369944093826344
HALLMARK_HEDGEHOG_SIGNALING,0.1350253733315772,0.1242571707880597,0.10741110345930463,0.050971270953989053,0.004646764512561929
