,MGH258,UKF243,UKF259,UKF260,UKF296,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.024282757505861438,0.004281349470041171,0.0640412991980044,-0.009047558845187632,0.024345441463195745,0.15725648842543932,0.0821935000541109,0.09791214025753522,0.0778528457983306
HALLMARK_ALLOGRAFT_REJECTION,-0.0784653464365076,-0.044875666259009905,0.07283168908819511,-0.0035709572767825657,0.043969238555361945,0.04485335524348837,0.06486981182539685,0.043225808278971496,-0.016973804684184184
HALLMARK_ANDROGEN_RESPONSE,0.003346951211937334,-0.03925025113516403,0.048315325392552365,-0.05076317481484586,0.013581881937296602,0.020844348452308713,0.08149164707305187,0.009425748568027071,-0.05361126745719915
HALLMARK_ANGIOGENESIS,-0.014805914111357156,0.058513465450096086,-0.006557018009608684,-0.002622714251535925,0.07085785123825263,-0.04276710859641761,0.09124540285027306,-0.08924391710692431,-0.12727939535662436
HALLMARK_APICAL_JUNCTION,0.02041128319505133,0.05571739928054376,0.00804956554712471,0.014065668171695255,0.040168228714985314,0.1279672340226273,0.09237247832575424,0.06573528377753875,-0.0072358907385188425
HALLMARK_APICAL_SURFACE,-0.004712861103362643,0.0034399843708547533,0.05335770125348977,0.015286759514715925,-0.008230931051937932,0.12161923072536662,0.1002571526153872,0.01991171355709547,-0.02818359476882721
HALLMARK_APOPTOSIS,0.020134108122710208,0.025370809479253374,0.021390005779481063,0.04832620959349068,0.03345118813400603,0.06230963425519639,0.03639950109364846,0.042710017442763336,-0.07336846293045457
HALLMARK_BILE_ACID_METABOLISM,0.019554104812750276,0.07101666755985594,0.09397800570219189,0.008552676083412236,0.05569882643858968,0.06637705567820455,0.022803493975415784,0.034120338013928705,0.1495962198232024
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016854627839317356,0.06326824792132239,0.05448650645431498,-0.00788592109385265,0.07100054736300343,0.11651416841678107,0.008337364676744041,0.010669694909032185,0.14328193289193206
HALLMARK_COAGULATION,-0.04831895928736655,0.08886824183964673,0.0601648170226037,0.03779541648980156,0.04226660394650805,0.08526720631881728,0.07193518528508681,0.04478821167076988,-0.07238210635536989
HALLMARK_COMPLEMENT,-0.05164852885982896,0.024967316763395902,0.05404885835023458,-0.03514519247952553,0.040963133324465446,0.11896194709933496,0.052346217864238466,0.08170971773291477,0.09234667917762135
HALLMARK_DNA_REPAIR,-0.005877912863938365,-0.034938805444809574,0.07750278808012105,-0.0015282070383144638,0.07844625640033172,0.1559169063056917,0.0826946313860387,0.08947344041429554,0.11671448546882701
HALLMARK_E2F_TARGETS,-0.005040495750326056,-0.02770311443111043,0.026066011471702826,0.014900608268547678,-0.004481242639069921,0.10265318236490527,0.07369620692060215,0.024098742360182952,0.1550185805013654
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-2.910825620713721e-05,0.08832070920584668,-0.023468832988545293,-0.006098935935306218,0.0498951054765971,0.08589277284714779,0.1121767916635236,0.013695830913102836,-0.10717367747937254
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007467271027617303,0.043900165212226096,0.013535392078870868,-0.029219575031352446,0.04297316707007071,0.11772168766162008,0.07582167612381518,0.12254387207141541,0.06918548739117938
HALLMARK_ESTROGEN_RESPONSE_LATE,0.014812660931942818,-0.007643403125168512,0.04959277629934001,0.10125392874321751,0.002295461381060132,0.05950347541250273,0.027604700756330734,-0.028142590757027575,0.11697335555003179
HALLMARK_FATTY_ACID_METABOLISM,0.013975369061973343,0.015884943608928264,0.01485692745457699,0.013459454271161264,0.010909259827346396,0.03635658725504191,0.035251676311743044,-0.015528449272505856,0.05374935772583481
HALLMARK_G2M_CHECKPOINT,0.03867047764842321,0.029990867529300747,0.003035597135195329,-0.0044108261470170015,0.083526173567213,0.09858076988762295,0.06267672169844683,0.00908578075202663,0.0893306790263675
HALLMARK_GLYCOLYSIS,-0.0025768198840931465,-0.02981389310689989,0.04026008388249214,-0.03600390476371919,-0.0050171978331024335,0.16389569271349538,0.07197022324074556,0.022852755994619993,0.14150359292612597
HALLMARK_HEDGEHOG_SIGNALING,0.05348142328699679,-0.005082161933982369,0.03178205639684412,-0.039355467860660666,-0.05113013422109025,0.13313093946399265,0.06061644329202398,0.04674087831255076,0.037221981783789784
HALLMARK_HEME_METABOLISM,0.0026573243195559316,0.017487825548406614,0.061263851695006685,0.01808848199462211,0.028053044182349496,0.12054624531338914,0.046787252752171285,0.0788752818481828,0.08538691327656546
HALLMARK_HYPOXIA,0.004187232593207477,-0.011561432208541325,-0.0441304305938818,0.003347674172820046,-0.0005038247484950571,0.08673105235243468,0.02554760451102492,-0.02067426074427242,-0.012972633319392296
HALLMARK_IL2_STAT5_SIGNALING,-0.02826568232266564,0.036269084003275234,0.014412742224706263,-0.016593156335284673,-0.01232617101046968,0.07311243077295004,0.043519906673671976,0.04145161657827157,0.05662654351094432
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08397911613159671,0.09478008346883914,0.008479360360096411,0.08155426898861982,0.05740115482284827,0.01538831885744207,0.0284469479512036,-0.019601559861565688,0.04547489358251387
HALLMARK_INFLAMMATORY_RESPONSE,-0.01179354040049681,0.07630852224672871,-0.02928901628120931,0.047352288457729784,-0.032661514294279756,0.12430282443778311,0.04057495640092143,0.03462441175753487,0.02828442708752783
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.023964445342225426,-0.0071679965357132926,0.06315186513787138,0.02764989314281316,0.07870890863821912,0.06829860455399449,0.038606705845396876,0.08713550675034153,0.08298279988879977
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01356962322220041,0.10295650354612959,0.0012451720808861054,0.028326504277722674,0.09582957553144017,0.09140292484490316,0.08917558417565755,0.04147264759899914,-0.026193308329120618
HALLMARK_KRAS_SIGNALING_DN,0.013148202868258132,-0.0225688665803289,0.0846063103199277,-0.00221221763966044,0.006162734140865858,0.0599666326135656,0.058739229269627866,0.08348489335400569,0.13726615341798987
HALLMARK_KRAS_SIGNALING_UP,-0.004310072102635726,-0.11580769370366449,0.02666009173633429,0.006115545495193517,-0.08199466270620756,0.061004308597977557,0.05885655592292243,0.05805481675271867,0.01641141242227992
HALLMARK_MITOTIC_SPINDLE,0.00028219570880599974,-0.03196255426909858,0.06719798804110277,-0.02285438443160242,0.025876183813883485,0.12537195599772613,0.03764224688270213,0.08938913531668576,0.08362649994595583
HALLMARK_MTORC1_SIGNALING,0.02054676142165417,-0.03159932595652802,-0.0032699375424342656,-0.03348388053161473,0.042248215499809616,0.03792559641676254,0.06904213780039944,-0.026552046797838916,0.011058631248471172
HALLMARK_MYC_TARGETS_V1,0.006624827832164345,-0.04386702654346401,0.049900760911817874,-0.042362252258429586,0.042984067304665315,0.11267456650912319,0.07333449402261441,0.032614582228388304,0.13780197339006894
HALLMARK_MYC_TARGETS_V2,0.031060741977083296,-0.00037206742595866245,0.011702869014138837,0.026388480313370166,0.059951914968513924,-0.015532820759318111,0.03498150648229592,0.026464131400916354,0.05017157626994965
HALLMARK_MYOGENESIS,-0.02195264309395844,0.040188662333423955,0.08709516993976366,0.06417651415370444,0.004669531749899869,0.09706288568831975,0.0330062452280604,0.13693582999270498,-0.03508515437014809
HALLMARK_NOTCH_SIGNALING,-0.0012073432715349836,0.053774535736576694,0.0924965838746328,-0.02160256848590126,0.05311338488309116,0.09103339027514076,0.11375331321341449,0.06282554466730692,0.15118118049810061
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0024621103206974968,-0.025844138396675796,0.05396396311656357,-0.015571309640206707,0.05972448218841496,0.09628845096309417,0.08597152394788911,0.10544338898089141,0.1634880322675606
HALLMARK_P53_PATHWAY,-0.05892042525000245,-0.04857513545355271,0.04605531144681464,-0.019283282809167777,0.07195384131382807,0.10330891985142199,0.018739675343893144,0.04995899539742615,0.11285882115027757
