,MGH258,UKF243,UKF248,UKF251,UKF260,UKF269,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.020819136886709024,0.039256974059384185,0.06276977715473127,0.028469202574554656,0.04819200841448975,0.14886500087899932,-0.02343713578263866,0.05005565774954415,-0.012948562551553595,0.10221975403672565,0.026430554327822327,0.06020321212366022
HALLMARK_ALLOGRAFT_REJECTION,0.030421584622027306,0.03280811404242113,0.020480929185111883,0.028799655592440295,0.03483599134084711,0.2525414022874993,0.10113604644747148,0.027971002950715158,0.05404328380976826,0.13257061238784806,0.08117712197582409,0.000953345631321038
HALLMARK_ANDROGEN_RESPONSE,-0.002947580328786915,0.044728696672310886,0.038685226089201635,-0.031962704916989264,0.02906619532657754,0.2164798388739849,0.016573302927431213,0.049373499324984416,-0.018762719641873864,0.09557556562786561,0.03703324751546387,-0.011020631609003155
HALLMARK_ANGIOGENESIS,0.027792718714218168,0.11099614054230052,0.0015683306564405698,0.010349747241324522,-0.016071645553935407,0.3020535274582935,0.09514027444667579,-0.034357008706943665,-0.020248163936690742,-0.02909208821957693,-0.05042053548813004,-0.08999843206640175
HALLMARK_APICAL_JUNCTION,0.02318755894051349,0.03938270472169265,0.05381521622588017,0.02069073952305288,-0.039000592481102214,0.25241084891223287,-0.04741364962725633,0.06764564830764878,-0.03645358907893439,0.09878449584641155,-0.023989915586903523,0.07650618181562469
HALLMARK_APICAL_SURFACE,-0.0021070038888349124,0.07203283238879611,0.06172069381372431,-0.0450129431675365,-0.007605482749441578,-0.15744888267940207,-0.040334987803217245,0.033064100716113445,0.0841239904876301,0.12021588862382826,-0.04625089421586325,0.035551300091095944
HALLMARK_APOPTOSIS,-0.03765580403718857,0.010570681556876363,0.007160309180959129,-0.008633344337489593,-0.031830334769505066,0.023709868746369357,-0.0157785929558613,-0.02047167655166818,-0.054114387451810395,0.029821470091050767,-0.05069052473231844,0.08884845186048894
HALLMARK_BILE_ACID_METABOLISM,-0.04813880693747543,0.04949647682224455,-0.005681596942364465,-0.03159057404802574,0.05754202801112508,0.24838364550089306,-0.019111458270737715,0.02477722996013548,0.033688526137566094,0.11641511327213622,0.0050099913487697025,-0.010347569651039277
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011116543902928867,0.08183511428096242,-0.0011829566786600908,0.02187451201993004,0.059163416313078206,0.10337899671879755,0.07628009436384171,0.06682339275073419,-0.01102390398391565,0.06502144130558113,0.02658569091390113,0.0426115496712545
HALLMARK_COAGULATION,0.008559526845597637,0.009283115191496277,0.04746480926840496,0.053378059235317035,-0.04375877916507533,0.20693508637228766,0.0711408390224386,0.025661428469596098,0.04468880471323307,0.0969378435721032,-0.054273164659932496,-0.02224549175634516
