,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12408082322306783,0.09669381471701417
HALLMARK_ALLOGRAFT_REJECTION,0.11145502071333564,0.027237363703692282
HALLMARK_ANDROGEN_RESPONSE,0.12723331549827807,0.15353161607859786
HALLMARK_ANGIOGENESIS,-0.1257787616535998,0.1223674101491087
HALLMARK_APICAL_JUNCTION,0.14479851430223595,0.16105872768391946
HALLMARK_APICAL_SURFACE,0.13914334842655932,0.11231638761035578
HALLMARK_APOPTOSIS,-0.07549849552921019,0.06628372272195555
HALLMARK_BILE_ACID_METABOLISM,0.1095485225443748,0.07731806418694999
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06432134178133203,0.06787566451701026
HALLMARK_COAGULATION,0.1560431763413023,0.12754323267491743
HALLMARK_COMPLEMENT,0.07545350442197807,0.08787109484338955
HALLMARK_DNA_REPAIR,0.1613245699415121,0.09287317408313109
HALLMARK_E2F_TARGETS,0.10469181904002811,0.08584572935995748
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12790640841887851,0.14861297532557483
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06226455600994392,0.1213874751935617
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10563728120210299,0.06128077781529216
HALLMARK_FATTY_ACID_METABOLISM,0.029569345341646347,0.03648642453633359
HALLMARK_G2M_CHECKPOINT,0.06823786092656761,0.10089780807754425
HALLMARK_GLYCOLYSIS,0.04748242490407255,0.07942096588263334
HALLMARK_HEDGEHOG_SIGNALING,0.008652784916376284,-0.05793477841981597
HALLMARK_HEME_METABOLISM,0.1571856909009178,0.09931279161786444
HALLMARK_HYPOXIA,-0.10942057908318346,0.056413526198630534
HALLMARK_IL2_STAT5_SIGNALING,0.01338924536057713,0.12829905826894347
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.017999622552827978,0.08494783601950506
HALLMARK_INFLAMMATORY_RESPONSE,-0.08394676558074048,0.10890721420383194
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1722499032709305,0.11002158329749434
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.022280937382423944,0.12422475755270679
HALLMARK_KRAS_SIGNALING_DN,0.16796292129225052,0.017826659247641603
HALLMARK_KRAS_SIGNALING_UP,-0.0046790102611198375,0.10825922316432231
HALLMARK_MITOTIC_SPINDLE,0.18077230049769372,0.13383735914403339
HALLMARK_MTORC1_SIGNALING,-0.06535520714304999,0.0798329249661982
HALLMARK_MYC_TARGETS_V1,0.14253442335213984,0.05500528285924442
HALLMARK_MYC_TARGETS_V2,-0.03401734357140129,0.10522128314753941
HALLMARK_MYOGENESIS,0.20333676837704007,0.1030620540791904
HALLMARK_NOTCH_SIGNALING,0.17603240082943042,0.08443923702866331
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.19221401493430076,-0.001937283874132701
HALLMARK_P53_PATHWAY,0.1048649482815117,0.07764894569358324
HALLMARK_PANCREAS_BETA_CELLS,0.1911063684827901,-0.061400121805019664
HALLMARK_PEROXISOME,0.046221397711512444,0.047930364175106
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.022152885769532542,0.10429919048177132
HALLMARK_PROTEIN_SECRETION,0.14750410212238715,0.06418036851856304
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.048875094345966624,-0.0864425673540844
HALLMARK_SPERMATOGENESIS,0.11778602656279467,0.03402017882444718
HALLMARK_TGF_BETA_SIGNALING,0.06884889640166376,0.17117054364968493
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.1751178051625576,0.09371371699001019
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11973928952686888,0.10508409461467261
HALLMARK_UV_RESPONSE_DN,0.14351756556652162,0.144374768447383
HALLMARK_UV_RESPONSE_UP,0.034707610981973995,0.05229175152142904
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10295568142902889,0.12066741738280709
HALLMARK_XENOBIOTIC_METABOLISM,0.14269801361367662,0.10733223161074644
