,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0013093639958758527,-0.05118687985659596,0.0470330351105176,0.006658045930244096,0.10175257536318401,0.0033198870573223327,-0.10167516874616495,0.04000564506933868,0.032073894002047916,-0.009276763160783744,0.052311036538373316,0.0032960150516655766,0.05784564829417173,0.046436020327670434,0.10615596997025856,0.036142291708832104,0.1181375127049412,0.03873117896818006
HALLMARK_ALLOGRAFT_REJECTION,0.0342831820631813,0.09955298328486654,0.07623090979235893,0.008254343232770208,0.16847557526821585,0.04344814623603272,-0.05765645093214474,0.06467079977753316,0.04036144946608603,0.05143636652271278,0.09510414253366817,0.016238933025268514,0.02291035569382325,0.05942885449661482,0.07216574405524825,0.07602673088657363,0.14835883206441836,0.055763216166919725
HALLMARK_ANDROGEN_RESPONSE,0.033634889767517814,-0.04574190755811557,0.06592517999773843,-0.012548489260510672,0.051980975254027784,-0.007314204147964772,-0.04673774832733145,0.06154441502102122,0.0028281464870577202,-0.035551488615687625,0.04845911114375986,0.12173811386894093,0.04517410662011414,0.06596021550385411,0.05471401715784821,0.07085029542758844,0.14461155269837367,0.07671026139927112
HALLMARK_ANGIOGENESIS,0.0032399436769178012,0.07518351632285532,-0.03029195798997426,0.061295544331808914,0.0031571339377751387,-0.028089704131568853,0.011487491236206385,0.04924924882095802,0.02731669696685154,0.03581940205101349,-0.04304313107479768,0.016300189463183318,-0.03490983416165032,0.03841168348343624,0.03220669684159356,0.012283304368367597,0.07409845528679437,0.025644851231550924
HALLMARK_APICAL_JUNCTION,0.010166020711679692,-0.000978197549403839,0.10772684651323275,-0.0163778965028365,0.09176777819840612,0.024980266344149835,-0.0011416425997636593,0.06190065183815845,0.06968775370783391,-0.02797956192348209,0.030091446423523106,0.04989669091041121,0.07896508692330645,0.05768879475506699,0.0998574719492191,0.02418188860012486,0.18742791940376885,0.07771879592360637
HALLMARK_APICAL_SURFACE,-0.005485059692298668,-0.0774880360098696,0.038600049919042624,-0.07459280677410227,0.03532297616249557,-0.04757606935250854,-0.06541624350592398,-0.03408876590017474,-0.04106242832162675,-0.03396813455176628,-0.06005242619968776,0.04119057036928728,0.02823771841625059,0.08952455324830345,0.04234903721170072,-0.05079132008302621,0.1617024466719298,0.11217063878684375
HALLMARK_APOPTOSIS,0.028318396088262976,0.011625937469869707,0.05067417954765305,0.006727918280242318,-0.026163600167730963,-0.003867984584021921,0.0647759512922859,-0.00990142097247065,-0.011990366218552102,-0.00474469753524801,0.0768299794454819,0.02372602314589767,-0.03414395816232516,0.025624882094930645,0.06071293771902652,0.14754516614646337,0.10603341020366061,0.04442975838145275
HALLMARK_BILE_ACID_METABOLISM,-0.01136305202827856,-0.07860810043086576,-0.020553886417683548,0.02410397424938097,0.07758846074661187,0.008135105021263918,-0.06282973598206887,0.06111024891877988,0.003772653127421114,0.040096043573551184,-0.042226212011325384,0.0126374246237445,0.049924237822397736,0.06014013141883015,0.020356521700950685,0.014518794478709083,0.06340284577261524,0.02794027496404381
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07278610901130776,-0.09753414542851441,-0.021669346295709126,0.03216000613645181,0.06914139376857482,-0.0417140155860398,-0.07354349378902858,0.08259371186168296,-0.02135852853000186,0.020229249214257002,-0.058845813955271574,-0.01583095119236094,0.030929222325626303,0.06402420440554289,-0.0005945939948387319,-0.13083370605578368,0.05697950677429747,0.009229133565550907
HALLMARK_COAGULATION,0.08358392389084646,0.0038221792703266298,0.09468206678228992,-0.020592267622597346,0.04720918673711045,-0.0006463126295662137,0.005410884811888294,0.09036675751204126,0.06618823102373557,0.05016668210457309,0.06137873139321386,-0.03359064582933906,-0.012936328877066092,0.044878221417656086,0.06898046231729935,0.16512981817182878,0.17200564386738101,0.048750703713964505
