,UKF266,UKF275,UKF296,ZH1007nec,ZH881T1
HALLMARK_ADIPOGENESIS,-0.0439505221065549,-0.06437181305248409,0.04264317320656791,0.07465383955149042,0.049707636731787366
HALLMARK_ALLOGRAFT_REJECTION,-0.04768273388752688,-0.017903291953368292,0.014153812280241021,-0.019589601348248376,0.006166461531792386
HALLMARK_ANDROGEN_RESPONSE,-0.05980179022797148,0.019896839782761695,0.012657492206902337,0.02389860636566592,0.03176985022528326
HALLMARK_ANGIOGENESIS,-0.10431207487593612,0.04250651555420383,0.09231760300215185,-0.04002440946667997,0.012238921622896935
HALLMARK_APICAL_JUNCTION,-0.0950116176970749,0.0062804855401940125,0.029589344927315887,0.07630451538248403,0.0455680042022058
HALLMARK_APICAL_SURFACE,0.029254992994267617,-0.06460128978226372,0.009777132605061696,0.13932894518938033,0.09484650373183036
HALLMARK_APOPTOSIS,0.025664010240195118,0.05912125609165502,0.003722890328321804,0.09366194358467747,-0.04903587976982499
HALLMARK_BILE_ACID_METABOLISM,-0.0033839082872148918,0.0019562447035955705,-0.00042134365457105087,0.1166777354380246,0.0213647599710215
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12796165285573222,0.028361524032720437,0.04530785667535199,0.07953852105747358,0.032429714920102846
HALLMARK_COAGULATION,-0.12872217344185094,0.005900739527430332,0.0006018232385320524,0.09062225270703435,-0.00025086555140986733
HALLMARK_COMPLEMENT,0.02257472566261144,0.0022436395708914088,0.07295794087843088,0.01304855325911101,0.01249441859221002
HALLMARK_DNA_REPAIR,-0.013267783259929916,0.000849485831525698,0.06956109653917619,0.14339300397451404,0.04229609860536102
HALLMARK_E2F_TARGETS,-0.09334082557111957,0.03774736780187566,-0.009484706561536497,0.10589163012646287,0.008764685516323707
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09738549862422996,0.058206144835442813,0.0357499248980627,-0.007385360598266779,0.003373089091382537
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.024033801275738148,-0.046593963862730146,0.04406839936336866,0.030184887610219462,0.10217721092103278
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03287014763620356,-0.00426549889119833,-0.011146992527618199,0.12120385078001472,-0.0007444836474426168
HALLMARK_FATTY_ACID_METABOLISM,-0.001147046575571829,0.06150909206438058,0.032476514290062576,0.054724516558546515,-0.029672321330115062
HALLMARK_G2M_CHECKPOINT,-0.06991996959377267,0.04258704998017096,0.025822590850949772,0.05842948888234678,-0.004821421311986483
HALLMARK_GLYCOLYSIS,0.030844022876173202,-0.03342026465319084,0.009863625824061865,0.059731451680231105,0.06169967342962604
HALLMARK_HEDGEHOG_SIGNALING,0.11094902752813413,-0.11468286893961264,-0.012595868054692708,0.0614570503282419,0.009510445940913556
