,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028540826452244716,0.04530352995195856,-0.05568738104745506,0.10199762816254307,0.11189864389357321,0.1781836285120004,0.04775712222033548,0.06596027904736913,0.08533857500806542
HALLMARK_ALLOGRAFT_REJECTION,-0.004532502884027126,-0.008677291680108164,-0.04902059861288902,0.1175143798983408,0.03534026333106842,0.09834469597289913,0.028912118994506544,-0.047452464171032355,0.022720096500372034
HALLMARK_ANDROGEN_RESPONSE,0.030093399934215923,0.048274955538462394,-0.050594325262455726,0.03210896254639276,0.12469937791498507,0.16235285934161575,0.04468372371774066,0.034582397118462685,0.09459446991461451
HALLMARK_ANGIOGENESIS,0.04766784010176082,-0.029748832376623405,0.01614831901890665,-0.0940464308176303,0.05098806312681451,-0.08814872893759572,-0.03179502224577544,-0.059527813193051754,0.05277926800071304
HALLMARK_APICAL_JUNCTION,-0.047552922694158554,0.06576083428357916,-0.06254685940955464,0.05131932922173452,0.14716317389239195,0.17740516136755596,0.028220199471403962,0.05707292697394628,0.09045777634347058
HALLMARK_APICAL_SURFACE,-0.10371126697218934,0.0512190095248861,-0.04478403094587783,0.06035235272961619,0.07089341270933464,0.17850223930748674,0.013550337407765973,0.034332257746016066,0.13162500649673103
HALLMARK_APOPTOSIS,-0.06616805906851127,0.10178237210282086,-0.06454571056168133,0.038105332271226124,0.07962315083079242,-0.02918229651431927,0.026884556860924155,0.024213380536701662,0.02366768915614666
HALLMARK_BILE_ACID_METABOLISM,0.032239762551778114,0.01139760490974796,-0.09534186048672465,0.058094121518534866,0.13638485731935923,0.17950264040695812,0.04891557596912249,0.07976055341609538,0.04917394354272682
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06123200918959799,0.06043040058849307,-0.0982674978800469,0.08937454698389127,0.10057929202645785,0.20470054103803154,0.009817108265814414,0.12338525976033914,0.07468581771085958
HALLMARK_COAGULATION,-0.051615323740232304,0.014382557364420416,-0.05921217095098218,0.08648367189417605,0.10283537251561257,0.12993352433594185,0.03091620995834969,-0.030494621280878254,0.03725130850138461
HALLMARK_COMPLEMENT,0.036216165854201426,0.02801493863658055,-0.0691551177299496,0.09993279067710265,0.08081610150646089,0.14199030621981876,0.03422901462388158,0.07032553676688322,0.0979215786936591
HALLMARK_DNA_REPAIR,0.03871030238387404,0.07311756104395105,-0.08332915905315474,0.14649288592985185,0.10918020832276344,0.19690612097058863,0.06749628449033959,0.12321648496565016,0.06599918634428255
HALLMARK_E2F_TARGETS,0.010578965323217903,0.04806569524107569,-0.07560154211082021,0.09169575185422318,0.12200183654321468,0.14225467375532072,-0.002640160937558783,0.11293197104042745,0.07100635175636033
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04739009325667315,0.06394102903747838,0.000683917962458994,0.0724604496093996,0.07592741333167878,-0.03665624626013227,0.03963200633446994,-0.02422009922226263,0.02375972741524789
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023312799047513242,0.032908698185356224,0.02146618054202228,0.12245509561292701,0.09972555814197885,0.14326887478284536,0.08709286887069376,0.04364094358833676,0.046679002945100564
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06812155401584519,0.004877301270533956,0.08678875331587953,0.09922030824864803,0.11714560870008957,0.14840869110260754,-0.025660749991283913,0.0923138192167908,0.083321078643838
HALLMARK_FATTY_ACID_METABOLISM,0.07638136114680084,0.048976198273418155,-0.0593994802384949,0.09476153111911416,0.06931550348557335,0.04736648175414514,0.017844559814228254,0.09227361142561501,0.006635577920852337
HALLMARK_G2M_CHECKPOINT,0.02030739113410573,0.031650116695478805,-0.01997794827076755,0.028399673256525523,0.11781447050310268,0.08794892846363798,0.006969625417129966,0.1462061022739215,0.039639056197077166
HALLMARK_GLYCOLYSIS,0.0333731213079497,0.09937292961370389,-0.010322235422634714,0.07101252903170648,0.11872882007568619,0.15306304800196907,0.02008242335075826,0.1262351383953605,0.09764786718100824
HALLMARK_HEDGEHOG_SIGNALING,0.002571675096840781,0.18609896151271285,-0.06145295142624548,0.09186000036531015,0.07988904909432248,0.06138447002192869,0.02814957405118605,0.09492108482059122,0.06791310252328864
HALLMARK_HEME_METABOLISM,0.005919869969831965,0.06404530600423522,-0.07950193896368847,0.09341316864737645,0.13067752062201468,0.19231415787286713,0.06644834174914523,0.11799916061554211,0.11265972689943086
HALLMARK_HYPOXIA,0.040017590819214376,0.031932150130884955,0.07694497754481822,-0.03989996316360047,-0.0006016379593580815,-0.08567703306170024,0.007005104876878392,0.057951062373735374,-0.03153469519326784
HALLMARK_IL2_STAT5_SIGNALING,0.07400730763755027,-0.006237404908063375,-0.08349388398755267,0.0934509173240465,0.08593065576821445,0.16028763605447566,0.03211996981577789,0.08623770618529586,0.06924636702428776
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005432026387998404,-0.04763260589142094,0.0084249273767719,0.04429418801698172,0.06768863772653273,0.08973371298551852,-0.036796859485155584,0.08417381280394988,0.06413731048934769
HALLMARK_INFLAMMATORY_RESPONSE,0.06664654240455864,0.04506723357733144,-0.07767835128710132,0.03508748376202339,0.11076829767804854,0.008114537438592147,0.045645492792819986,-0.0015043865543725662,0.020252423312217823
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01861448387589127,0.00023694976120968247,-0.10184407859771909,0.0038432480891462902,0.09206277482494538,0.16656688328249675,0.04577973667444717,0.0356856648521792,0.0893049912834278
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.014693139015071651,0.02789148389067081,-0.08568572757950763,0.13627806376610915,0.1050809900918123,0.09199730533633362,0.002088907473170263,0.02454861484650739,0.0445569723882083
HALLMARK_KRAS_SIGNALING_DN,-0.012978582790047166,0.014764029174053117,-0.12122921230858148,0.09173365181501301,0.08677334815404693,0.16705979061165177,0.02979473873203357,0.11721753333722432,0.03631198651669829
