,UKF251,UKF260,UKF313,ZH1007inf,ZH8811Abulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07202499383745804,-0.023349859395474473,0.05551239063082429,0.08957126646671626,0.015545782756380739,0.03949458482087538
HALLMARK_ALLOGRAFT_REJECTION,0.06339489770788288,0.08053312156670125,0.03149078846554742,0.07146653275233115,0.10580335635715869,0.07153374798927828
HALLMARK_ANDROGEN_RESPONSE,0.024999026863149677,0.006706182387831533,0.008720915125211854,0.11174683769479957,0.0422919748667302,0.1011356859766396
HALLMARK_ANGIOGENESIS,-0.011175009237393353,0.08067614017423788,-0.10530396620094519,-0.004819068706981586,0.10439500247250844,0.07612429523503195
HALLMARK_APICAL_JUNCTION,0.02555001162516913,0.019128041376557606,0.03290709528293886,0.08561846639185947,-0.000939093160947832,0.06924865865766398
HALLMARK_APICAL_SURFACE,-0.00769694871102648,-0.04036977447868241,0.05408217227482599,0.0805831018190725,0.034513317067459734,0.013007518430722545
HALLMARK_APOPTOSIS,-0.004562860901061661,0.06732612433521049,0.011537443188842497,0.030019635066520542,0.06534129854169889,0.02948615957426483
HALLMARK_BILE_ACID_METABOLISM,-0.02188032769116316,-0.0238232715271372,0.015150602597917366,0.005072057750637145,-0.002672370909193879,0.05449016734460257
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04585601248767365,0.026463877821960705,0.09217065504880528,0.0891773429203597,-0.044458528242570856,0.039383598513553074
HALLMARK_COAGULATION,0.009140876435428219,0.0326092169332931,0.013388712150747082,0.12271019060792969,0.08065584397943945,0.03255909669097449
HALLMARK_COMPLEMENT,0.027958643430609352,0.07671103777622852,0.03683146720770281,0.03433167668958449,-0.0199542220768619,-0.013185130650194488
HALLMARK_DNA_REPAIR,0.05901079844952793,0.014802885848466526,0.05051350514701517,0.11709516497929769,-0.006902220937876305,0.0957358473389434
HALLMARK_E2F_TARGETS,0.022191593536620213,-0.041023365466412186,0.014945530209555087,0.029994119128374328,0.06465996056970297,0.07057374842571182
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04115092769781011,0.06301193376100557,-0.07081927390682399,0.05815815877701129,0.11267772980740298,0.08826408986714332
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08663870552485851,-0.045562276926500625,-0.06013092579735613,0.04591263539787835,-0.03493830613439111,0.020421338348319686
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05323471578643178,-0.04899744617377508,0.08741618853790437,0.04595128187975447,0.026121149303314006,-0.02526974354442054
HALLMARK_FATTY_ACID_METABOLISM,-0.010265639713078131,0.05991104950692499,-0.017960937668018324,0.1072184423302554,-0.04392666598114839,0.017634462928522627
HALLMARK_G2M_CHECKPOINT,0.0347711884626985,0.006971475831743023,0.08986456259062521,0.0075603572803589906,0.03245913935515224,0.09655527751847348
HALLMARK_GLYCOLYSIS,0.05225026095610383,0.02969556892429843,-0.032388420726410315,0.1048863854192304,-0.020999916813606086,0.02316613993261319
HALLMARK_HEDGEHOG_SIGNALING,0.003249787080322398,-0.0974169528556874,0.0012439211137269333,0.030237045039066632,-0.020574544413839383,-0.10514658750229347
HALLMARK_HEME_METABOLISM,0.01581002755534844,-0.05590879057480047,0.04396175409608008,0.07583440269824011,-0.03726057368889111,-0.005195313838437173
HALLMARK_HYPOXIA,-0.007884970522542995,0.045800413042212135,-0.07660495165813712,0.10466560418862472,-0.08179547716557392,0.08204223871636039
HALLMARK_IL2_STAT5_SIGNALING,-0.06471148159872328,0.03555194262318393,-0.0340786442961007,0.09514865120332254,-0.01447755681081229,0.06320866294404742
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06427716137633921,0.058999288085639076,0.01640198286432233,0.07135932529914467,0.058543348515980115,0.05305873548806285
HALLMARK_INFLAMMATORY_RESPONSE,-0.008181579938193378,0.05456691967510552,0.0008078841119598117,0.0466226397079282,-0.06516291515439457,0.052452086180825926
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02151441137522567,-0.02492200175560937,0.061640464727811733,0.15107350343950895,0.05477130303540698,0.032281583997003864
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03542800466896865,0.09606776331976606,-0.00773266088730123,0.09348732272250738,0.10005870858211047,0.10255995384834538
HALLMARK_KRAS_SIGNALING_DN,0.03526445899143688,-0.05712470317630809,0.051043633499168635,0.05300017011815165,-0.07004078824597239,-0.0286859091937503
HALLMARK_KRAS_SIGNALING_UP,-0.023586120798617504,0.0044850796776739746,-0.030252778256116095,0.05210865322287679,0.02697098286593599,0.040397093335049886
HALLMARK_MITOTIC_SPINDLE,0.03244424315962248,-0.05244549948949346,0.018570109369002497,0.08488280145447627,-0.0007920291615269656,0.027950421918689804
HALLMARK_MTORC1_SIGNALING,0.013054237550532668,0.04955272525619514,-0.03834410425612575,0.01878020794993202,0.01792585690244911,0.08070071927765525
HALLMARK_MYC_TARGETS_V1,0.05145730686967489,0.041626161825282455,0.05411721132434355,0.10863675085240664,0.00756972607070004,0.08559680094924493
HALLMARK_MYC_TARGETS_V2,-0.06701191643686347,0.020980662948378814,0.03924145929136206,0.05161703553738598,0.02462023039606065,0.018873792489080287
HALLMARK_MYOGENESIS,-0.0034852816463894353,-0.05587276322292835,-0.03729134561335673,0.11403699261723853,0.04813509975193904,0.014987619380600921
HALLMARK_NOTCH_SIGNALING,-0.0405829313621742,-0.060716035108632216,0.08945218217566049,0.10117949185232032,-0.011436765808815613,0.03569453879326594
