,UKF259,UKF269,UKF275
HALLMARK_ADIPOGENESIS,0.03249017065654421,0.1106402511438392,0.0005736339196473376
HALLMARK_ALLOGRAFT_REJECTION,-0.024350150233206577,0.1150432483158705,0.01200764641500783
HALLMARK_ANDROGEN_RESPONSE,0.039565930898136425,0.09193998691439512,-0.010941501728305032
HALLMARK_ANGIOGENESIS,0.039843895072913346,0.0928696130570184,-0.008242120234122985
HALLMARK_APICAL_JUNCTION,-0.010317819978645386,0.11240643308148625,0.010307696256726395
HALLMARK_APICAL_SURFACE,0.0220508211872778,-0.04734780475412124,-0.007200302139112991
HALLMARK_APOPTOSIS,0.02168183925308913,0.011001061089052688,-0.02348676086298112
HALLMARK_BILE_ACID_METABOLISM,0.023265812117773607,0.11922046696442275,-0.004741517631287476
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06557055001720863,0.0704661729422053,-0.01996080507196389
HALLMARK_COAGULATION,0.008444086654960123,0.09472483096998166,0.02314239832336088
HALLMARK_COMPLEMENT,-0.006821611550786918,0.10670037386096957,-0.00621832294352394
HALLMARK_DNA_REPAIR,0.05971287652988808,0.13247427554878238,-0.00012312328577035057
HALLMARK_E2F_TARGETS,0.021047307512300033,0.13495598050499524,-0.013183532283678585
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.017738810843105468,0.11156484437085999,0.0027544288756558
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03027926003991818,0.07453037449617766,0.04139673236664164
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015925542342025832,-0.05053512930168087,0.0028936450527384384
HALLMARK_FATTY_ACID_METABOLISM,0.0011177274834053253,0.07506140658676753,0.01993108003671725
HALLMARK_G2M_CHECKPOINT,0.00852582775106967,0.11586116624356256,-0.0025746753552415547
HALLMARK_GLYCOLYSIS,0.020583413552047236,0.10561093576438527,-0.0008435230523876915
HALLMARK_HEDGEHOG_SIGNALING,-0.037593489904966436,-0.04541519571401841,0.010590494950464694
HALLMARK_HEME_METABOLISM,0.07192888298968904,0.12150502152156116,0.02990561268783929
HALLMARK_HYPOXIA,0.03933537072276932,-0.027527195824004966,-0.004533290377784756
HALLMARK_IL2_STAT5_SIGNALING,0.026444428070219933,0.11253474509402481,0.042412462574051346
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02741988951526879,0.07577007004687963,-0.003846313376471229
HALLMARK_INFLAMMATORY_RESPONSE,0.037181710216693635,0.042838633966361214,-0.02758267707655284
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05662216900304588,0.10679884373911,0.005637792542527785
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.003766590772816424,0.09639183713493572,0.04435243143204052
HALLMARK_KRAS_SIGNALING_DN,0.03604596237743651,0.02173967251301936,0.03059237159247384
HALLMARK_KRAS_SIGNALING_UP,0.002894453375101795,0.04207996776615648,0.01619792909617811
HALLMARK_MITOTIC_SPINDLE,0.048152441658824506,0.12762468510310454,0.018925085973476558
HALLMARK_MTORC1_SIGNALING,0.008308674931212802,0.08034003459601284,0.00653639602134059
HALLMARK_MYC_TARGETS_V1,0.034431600722831704,0.13951889736432477,0.02822718140188344
HALLMARK_MYC_TARGETS_V2,0.005208003755953838,0.07500851916597494,-0.07742899909993567
HALLMARK_MYOGENESIS,0.031183159522280686,-0.03284246603157267,0.044923476830497994
HALLMARK_NOTCH_SIGNALING,-0.021734956644926678,0.144598508132638,-0.0032198703200555837
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.045538794293678575,0.035846745207426825,0.03023888754477989
HALLMARK_P53_PATHWAY,0.0769312242077907,0.13129067047570372,0.041351222859628736
HALLMARK_PANCREAS_BETA_CELLS,0.05107293697113057,0.012641735296848271,0.009305913221787336
HALLMARK_PEROXISOME,-0.0073394747103791985,0.025381641391229285,0.021105290526354056
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.027583190673062415,0.09085110517205951,0.007282465106174327
HALLMARK_PROTEIN_SECRETION,0.08455741421601388,0.1290086388082076,-0.020949328269420583
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04666958597778764,-0.03724598900660779,0.02704505224040242
HALLMARK_SPERMATOGENESIS,0.052829738267999866,0.07786186715236403,0.06404660229897301
HALLMARK_TGF_BETA_SIGNALING,-0.03675876246067342,0.1315061516217009,0.042425024061561636
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.011354694650528827,-0.07848485045021494,0.01928861568638393
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03358751825705232,0.1367722697001516,0.021993295387767352
HALLMARK_UV_RESPONSE_DN,0.010946592392898797,0.05162322796737163,0.033225681909408465
HALLMARK_UV_RESPONSE_UP,0.026178333133838334,-0.004568189361010178,0.003411713886674049
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03243411415729911,0.11062517651643566,-0.009812048422288496
HALLMARK_XENOBIOTIC_METABOLISM,0.07417589241115519,0.06086607777776815,0.04904064425228929
