,ZH1019inf,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.10100239270466582,0.01608760145606987,0.12554868521009827
HALLMARK_ALLOGRAFT_REJECTION,0.021111037523134167,0.04732020298018436,0.11348440191738104
HALLMARK_ANDROGEN_RESPONSE,0.08484180573715466,0.03677129138089357,0.11668134387397697
HALLMARK_ANGIOGENESIS,0.013364642668881455,-0.03830879028979072,-0.04921720698698321
HALLMARK_APICAL_JUNCTION,0.11922515496084554,0.03132909499894206,0.11961115538357037
HALLMARK_APICAL_SURFACE,0.003886794711825287,-0.0011821120428638359,0.0949092508281781
HALLMARK_APOPTOSIS,0.06415399686233403,-0.017499126340818738,0.09927794138696892
HALLMARK_BILE_ACID_METABOLISM,0.05054349394601045,0.011892983166908466,0.0963000508053692
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03308420834504007,0.03117127148552701,0.06459386306494398
HALLMARK_COAGULATION,0.10356735865753729,0.05224123257400741,0.1323040320758533
HALLMARK_COMPLEMENT,0.07701907093912247,0.023911944027895416,0.06754034088685706
HALLMARK_DNA_REPAIR,0.08307598386517932,0.010233453573866153,0.10614519736590616
HALLMARK_E2F_TARGETS,0.03963265223232764,-0.009871965448870344,0.08329563101452614
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12759324827770857,0.06894046826763998,0.10028243795033734
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08157914534637571,0.013549151103884827,0.12091257647695441
HALLMARK_ESTROGEN_RESPONSE_LATE,0.003718530946087862,0.00787395819320505,0.04577260749933383
HALLMARK_FATTY_ACID_METABOLISM,-0.0029352023956133715,0.024723099525839697,0.05316092593170716
HALLMARK_G2M_CHECKPOINT,0.07573974685691211,-0.06681669617384797,0.09071610255766342
HALLMARK_GLYCOLYSIS,0.08747805038328013,0.03111838228640643,0.09123005932337351
HALLMARK_HEDGEHOG_SIGNALING,0.11036825435155055,0.010897705435714418,0.06614314528592773
HALLMARK_HEME_METABOLISM,0.09127453581908489,0.02583714720819354,0.1173605924307748
HALLMARK_HYPOXIA,0.10764574381401303,0.0237936291480808,0.03891231082052321
HALLMARK_IL2_STAT5_SIGNALING,0.053484171758281115,0.025939050160140326,0.11657484437150732
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.011023136893511837,0.023409759953741976,0.10495844824131552
HALLMARK_INFLAMMATORY_RESPONSE,-0.007865787016441368,0.0445804551213995,0.05969836391878756
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.021189328961568436,0.009191255785026711,0.13514852317163611
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08335940687484343,0.02623431072469274,0.10796566682127282
HALLMARK_KRAS_SIGNALING_DN,0.018808238731672606,0.04065135995235558,0.0755695206726702
HALLMARK_KRAS_SIGNALING_UP,0.10129210542372084,-0.018147977340570096,0.14279617817330734
HALLMARK_MITOTIC_SPINDLE,0.10426914561840786,0.02254208753067145,0.14067864957863827
HALLMARK_MTORC1_SIGNALING,0.13332254175400607,0.028308894743973894,0.0392890552923683
HALLMARK_MYC_TARGETS_V1,0.08451003760631269,-0.007119442563048822,0.0814008336762307
HALLMARK_MYC_TARGETS_V2,-0.02478570195807922,0.03792119978622605,0.0640647997720248
HALLMARK_MYOGENESIS,0.10392489634549323,0.031562974145884146,0.14135504105332414
HALLMARK_NOTCH_SIGNALING,0.1577046493463236,-0.012887543426747826,0.09949241941144672
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08759652295626096,0.012163319400487184,0.0862219090303415
HALLMARK_P53_PATHWAY,0.10604867709132128,0.04195615776190581,0.08899686938165322
HALLMARK_PANCREAS_BETA_CELLS,-0.01905824766019736,-0.0004647874853848409,0.06568238274512164
HALLMARK_PEROXISOME,0.009102648540497986,0.002786113756969609,0.08965020060289729
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1324096072833476,0.01696595704596134,0.1149465279904057
HALLMARK_PROTEIN_SECRETION,0.11288985219659033,0.019482650216937875,0.10409447536026692
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06501704186352668,0.020534863245301314,0.07618636436411595
HALLMARK_SPERMATOGENESIS,0.08876390284688958,-0.0196733159357396,0.07357417524499696
HALLMARK_TGF_BETA_SIGNALING,0.05181515946466557,0.034800880165389764,0.1141257781513428
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0076615539751245295,-0.003439212700930947,0.005274558897734171
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09589542245005873,0.004669549461627346,0.13832451487536054
HALLMARK_UV_RESPONSE_DN,0.012819529841823716,0.04370051779159054,0.09587756778049171
HALLMARK_UV_RESPONSE_UP,0.07292622506685952,0.029822838205863067,0.07753634744032263
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05669365040983495,0.02059271052012615,0.08863886588776033
HALLMARK_XENOBIOTIC_METABOLISM,0.09448103809030192,0.043029852726712524,0.12192804706242773
