,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0467241445898479,0.08098064790550352,-0.027028508408782518,0.005483023655109528,0.06789466297642333,0.032707782738384955,-0.17485230301993349,0.07295053705182176,0.03852178201526268,0.1399026425398656,0.10548924489470707,-0.02377664590990356,0.2085015030118819,0.016764502425304063,0.16221683635023026
HALLMARK_ALLOGRAFT_REJECTION,0.048898518332324975,-0.006595541513878711,-0.051783607991469825,0.07083685191474455,0.06979695188075806,-0.14253810870447342,-0.350575024629448,0.06386442340633054,0.007220430093288177,-0.25235457991229304,-0.0978149008783536,-0.01587023221645626,0.12533676456604423,-0.03307435369150145,0.03930482886735003
HALLMARK_ANDROGEN_RESPONSE,-0.005924559670825917,0.0540075526519187,0.0018006692082014938,0.020312620220551667,0.1463408562160817,-0.08909038568740225,-0.3458064136324241,0.05517994389724624,0.015358541800196574,-0.03609563815030933,-0.08382414405033238,-0.022347907576543213,0.1849067803347194,-0.005533075582829607,0.056640784707757956
HALLMARK_ANGIOGENESIS,-0.17047920067246972,-0.008203458678208077,0.09547778527839888,-0.030337652209003026,-0.15775403012064157,-0.16363904594831957,-0.41775985093482276,-0.15723405757096284,0.03196282755844854,-0.26459912364325316,-0.27972417716210773,-0.0037633609623436716,0.023983860560148635,-0.0948458706756114,-0.07607694225605455
HALLMARK_APICAL_JUNCTION,0.046229475374428536,0.06269075494980737,-0.0454400915428843,0.04628371338731419,-0.03876934365280567,-0.1487835577340193,-0.3372129817872531,0.01251876554690604,0.006433861972371545,0.04400344142411735,-0.16733888438639252,-0.013610578306515629,0.23562463447105272,0.027930088292266782,0.18163153798518014
HALLMARK_APICAL_SURFACE,0.11366178963173783,0.04118922096175105,0.025811996969346426,0.019860418838432356,0.012720429291172067,0.12455682483817586,0.29141383751376587,0.014916372299176802,0.03761000113846098,0.1811343189885263,-0.10659657284220535,0.038843001856926074,0.1767628603282639,0.008549124764552494,0.15698948574576685
HALLMARK_APOPTOSIS,0.020050099752037993,0.021687420802320286,0.02281089386590457,0.01746051170383722,0.03797110597919119,0.04765432675725984,-0.020341525572666084,-0.12388362928381201,0.018781004395768474,-0.054143788326169943,0.1438668182924755,0.06535287617833269,0.018815336904340122,0.02672671486951153,0.07075973010176614
HALLMARK_BILE_ACID_METABOLISM,0.021739498983128352,0.06320531867482364,0.01066896002998859,-0.011783375249595671,-0.0295899981933817,-0.09485285822799272,-0.42201322371970706,-0.027773430765308905,0.06121659971777443,-0.025857834278456688,-0.12727179204557407,0.06693405581662269,0.1253861941010787,0.01609449666242539,-0.021303647942821077
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.013210398310090073,0.04180685353576448,-0.08430147833183764,-0.0038346733503662003,-0.012548318277688543,-0.1801969719758828,-0.2766174658956217,-0.0904094938982801,-0.021436769523257376,-0.21561568843471035,-0.2297192109189967,-0.012501868522650906,0.1529971266015374,-0.03312206715461774,-0.009575449259505745
HALLMARK_COAGULATION,-0.024646240342641675,0.045456327027053635,-0.023829021143268354,0.03529933684998373,0.04171264067811935,-0.1873379264923361,-0.417406941139323,0.05110695205497109,-0.0034484423587312425,-0.2575956994827134,-0.17510110980174412,0.029224679673433094,0.1744917840476202,0.0009111625491697216,-0.06013793339659615
HALLMARK_COMPLEMENT,0.08232202888085621,0.029487260540341644,0.00955769073962314,-0.0047496491829492,0.16727530227646992,0.06047530990320013,-0.2521324950732834,-0.07713729174041496,0.05110939829684128,-0.16586790551836086,0.08715743983973781,0.013975664185350761,0.17206280819544803,0.016781746084509493,0.18238249495231434
HALLMARK_DNA_REPAIR,0.07596303160068543,0.07432333630285688,-0.009174383335858243,0.03572338864242436,0.09586395097277395,-0.07267549705706937,-0.2578111079144999,0.0285987309548168,0.05353421089368876,0.17674194808290616,-0.11247784289104734,-0.0023506277386152333,0.2030487797849096,0.03137402589938321,0.21161809488798924
HALLMARK_E2F_TARGETS,0.09768478443605899,0.04263766253782715,-0.03733594757661871,0.04024061046632018,0.0524132141596742,-0.20870928682178366,-0.33395204899983827,-0.030166517719115913,0.03557074920327233,0.2148067382130139,-0.17016234829509863,0.018021532516097463,0.16626290341673874,0.02196772545854046,0.09027695759809724
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.15704035195325466,0.0171185572865704,0.0085817005507297,-0.020714156624940756,-0.16261822060010375,-0.1938125255386724,-0.2853503575916705,-0.08177890309030494,0.004416778779836599,-0.22015074231637263,-0.24567627145082988,0.005873924330337412,0.17073181154138836,-0.02950387411706428,0.16809019532258374
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06972876788227328,0.01940768863706185,0.031741967917555236,0.02254625396053838,0.14432522913292337,0.12527577170778723,-0.2042792814824598,0.14639455884378424,0.03355921029791795,0.23947301086525108,0.27377187359592653,-0.005606832926426459,0.1647010914878171,0.04513888034155345,0.12998687924857372
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10231358283108646,0.055074335466667436,0.00023490670345080377,0.023836559567866126,0.04491457972455928,0.0278130365163443,0.332052695405291,-0.02092859384317497,0.02330872404362753,-0.042274461186888615,-0.2204301426897533,0.05587890682795386,0.14701203805114701,0.0036739512690988486,0.1217965752999731
HALLMARK_FATTY_ACID_METABOLISM,-0.005185177619001364,0.06943106426502603,0.025369881994764622,0.01699979954481156,0.02377897185389635,0.0522288470283893,-0.30610315350426004,-0.14734554379704795,0.0105920708915899,-0.008932610418798389,0.15925073727740677,0.010870451987333779,0.10345455313380528,0.028394872109913906,0.059007157207223784
HALLMARK_G2M_CHECKPOINT,0.005914402301268939,0.05517630790555213,-0.039558012156644964,0.020979805923274298,-0.06405535051941663,-0.16499021410356768,-0.3560787289090356,-0.03939585954151788,0.022880466858237226,0.007045986154003622,-0.23222701440204677,-0.010814348186622554,0.1776333939339109,-0.06681149379406794,0.20286742268413813
