,MGH258,UKF243,UKF248,UKF259,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.010774812574113704,0.07660520529080392,0.06487423162936792,-0.020140801532849775,-0.01772070497221742,0.06265150128553258,-0.025824013984927837,0.045986069376577426,0.24162162404836737,0.1641044990401553,-0.0035036984893554134,0.11084835894207604,0.010791230712139076,0.20287475565292235
HALLMARK_ALLOGRAFT_REJECTION,0.02352025352047475,0.03192267118184274,0.05804240164012433,0.013220561566952706,-0.013461364924885982,-0.06081494284094617,0.13366441368242643,0.010548511132107181,0.1108982697035896,0.16494494107506077,-0.04830020567674331,0.001186856782577647,0.07031948219779106,0.09563503283121659
HALLMARK_ANDROGEN_RESPONSE,0.06221282905292185,0.002255354351064479,0.10281072777218427,-0.015760480409307,0.0034173839175316483,0.11788875275116781,0.02075161854850867,0.009809997905274799,0.23886005585435252,0.13275911236357818,0.028194343438252483,0.04162734352759525,0.04323639206116961,0.04139158387053126
HALLMARK_ANGIOGENESIS,0.03086937260421468,-0.05904237207861499,-0.03761661653270555,-0.06305694245380795,-0.047387961454771366,0.06255501420749211,-0.02710320789901259,-0.033269238722136434,0.030918653097714875,-0.0933609488362225,0.0020579117476785605,-0.06956554043084853,0.052799274315016076,-0.21698679837656867
HALLMARK_APICAL_JUNCTION,-0.0024918942647215833,0.04979920319344065,0.05612145118045956,-0.04451679984985038,-0.04660343474927896,0.08608187690995432,0.03687275868231353,0.09399766753125538,0.2697852135388929,0.13738233498916355,0.005965067925017802,0.15470449306459616,0.09999670049998532,0.14879044699593738
HALLMARK_APICAL_SURFACE,-0.040771273063999816,0.03499185251625879,0.032833961029338034,-0.002232887280245227,-0.017684073040699366,0.02432683160926229,0.0441653209080641,0.08209878546120387,0.2767425464364601,0.15606412487921928,0.06542124600549179,0.09431232374713612,0.06424019911136829,0.0464382731450767
HALLMARK_APOPTOSIS,0.0011224961987561185,0.03823094844657386,0.03184555434543243,0.033623893636339976,0.045138958367419484,-0.009534265402474928,-0.014034562856014812,0.05297672243423631,-0.050028152992568464,-0.09723616680774018,-0.018675050939409174,-0.023008577099313716,-0.005376712474715282,0.02246234630570374
HALLMARK_BILE_ACID_METABOLISM,-0.03660430422847638,0.0018687145142682474,-0.009444380506713508,-0.013523092487449154,0.003537064240038693,0.0486019049477089,0.03272826331299773,0.017298783444188212,0.225702008672946,0.16257864306403066,0.055587651128443015,0.05794031946128858,0.019503039485815114,0.2401340785562237
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03179874916326073,-0.008174993394413419,-0.0007536590624676511,0.013688072310653169,0.014700991572418677,0.09956093600676832,0.07492486419986302,0.10876957975001764,0.29946069661716146,0.19297984023362802,-0.012229605053516657,0.09827724323325825,0.020611537663287036,0.19186793538975208
HALLMARK_COAGULATION,0.07907380062060831,0.030366331861608382,0.08149067534876393,-0.06044081517674999,-0.020338982244432566,0.050986898268043604,0.14615792249488746,0.0007557636548252418,0.2009182519265422,0.0977171999320112,-0.07725441813867713,-0.05247344338262495,0.057748240498000855,0.04419919149589859
