,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12737728938969214,-0.06376433056611638,-0.010816506968585346,-0.004260332410545585,0.046774799837247104,0.08663900545918896,-0.035769474651927195,-0.01861828726282017,0.012832350121043692,0.00458931835621454,0.050812343395875974,0.08195173463497443,0.06963857082191605,0.04533787521128729,0.10860250879422217,0.03160282561709679
HALLMARK_ALLOGRAFT_REJECTION,-0.0067147149265281555,-0.025441128197354883,0.04468144822544692,0.00220970048481579,-0.00900463942412994,0.15461118972981822,-0.01997179582823445,-0.0549202450282465,0.036238647888416076,0.02909070935313358,0.030929689255056955,0.042245948736208225,0.06598038587808272,0.0708688152858995,-0.026426990361809274,-0.004928533683430675
HALLMARK_ANDROGEN_RESPONSE,0.08113314767021891,-0.03993641463036464,-0.00471835934175537,0.060421488169322995,0.035497357882335406,0.0905197403109421,-0.023277136659721198,-0.026955497542686082,0.06480109200634317,-0.048325652160536005,-0.06926986411509321,0.0816636764221846,0.09598056406440521,0.047782557669978944,0.06679626587668136,0.01075983840020961
HALLMARK_ANGIOGENESIS,0.013990109649047936,0.018537354169628917,0.014420084740692828,-0.012424627137461102,-0.026860217639172193,0.16659258040660382,0.02052705744910984,0.04555831323775452,0.08636471449110279,0.09217998349187825,-0.003998602100171,-0.015825789629881,0.06713494275232094,0.01760127570575861,0.01134008304877788,-0.0018665608521927746
HALLMARK_APICAL_JUNCTION,0.10151738478148749,-0.07532270894735531,-0.008243109001744133,0.004898810745657992,-0.04499054543804505,0.14830761241781457,0.01576235982791263,-0.014775336752164176,0.08803210439755359,-0.00025909637444910427,0.07858563939236846,0.07509407193481843,0.0973686887340518,0.029976793198602043,0.10088518151766326,0.0066263512683373835
HALLMARK_APICAL_SURFACE,0.09277004420267544,-0.08537166224519067,0.08741399145668381,-0.05786909700698677,-0.0001357688204077607,0.006919909691726967,-0.08143665311612648,-0.014332358431293497,0.020336288314545117,-0.0725602932151144,0.0609718064412878,0.034704152983050844,0.011226255510517633,-0.0004014873054507318,0.08484181069068751,-0.06427556290456778
HALLMARK_APOPTOSIS,0.001442493780714204,-0.017979314569773107,-0.023682395142032377,0.005620721221300833,-0.02866180872573177,0.05364782510095357,-0.021241441308104902,0.007986286518100107,-0.06430701039901328,-0.021390235737111924,0.08772830063112326,0.012952344064526092,0.04208383122741587,0.07040265676283301,0.0010423839533965375,-0.01575407002133783
HALLMARK_BILE_ACID_METABOLISM,0.09148193675038734,-0.030315225961477735,-0.05335252713620988,0.01096888739907449,0.01246279852185658,0.1571885315803279,-0.01791727922233558,-0.07173921419260268,0.04924589188834656,-0.07669669511866056,0.05310323471998574,0.046917740157821526,0.07161990875783694,-0.00398022542532911,0.07099705077862235,0.03645381906404886
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07324386790767687,-0.009000129822647274,-0.07526891981462383,0.053090313128148624,-0.040810775591019595,0.04448853360079522,0.07241973633764674,-0.033397481829427124,0.07491357428563959,-0.08339942270628051,0.09099968042739855,0.0633177295490018,0.07413283486773445,-0.025125152824728856,0.16306867302885597,-0.004159720093102344
HALLMARK_COAGULATION,0.07772521665336912,-0.054208751499105326,0.07731030029856541,-0.03008595828220656,-0.023676785360914596,0.13693793686124442,-0.021049619383874146,0.02592260504968956,0.042170010039597604,-0.06891322749806171,0.09032609765111169,0.04126380176852637,0.09908376796513922,0.09437900287630543,0.05682069981977712,-0.06281379575688321
HALLMARK_COMPLEMENT,0.06192459664335805,-0.013485745658635197,0.011230207944436561,0.026298304756485577,-0.0476178779678048,0.1613591977310282,0.041214193766071015,-0.0274212987774061,0.02394139398443157,0.008318725214441576,0.043615812954362156,0.07272291945838343,0.1062872740793673,0.0010737857514579608,0.1290001430133571,-0.050967189184912526
HALLMARK_DNA_REPAIR,0.1737074923288566,-0.015250738070707905,-0.03493028851021916,0.07006337942172543,0.06840941817054935,0.12152365631259653,-0.01700193105452495,-0.002786455777517896,0.06836837376929293,-0.046749740346647625,0.1119860688139463,0.09252979822695992,0.10185833217671258,-0.01844567595998424,0.12255557305912179,0.09757857786731669
HALLMARK_E2F_TARGETS,0.0828943385460478,-0.09318432021716874,-0.05030775774988431,-0.0015835692662444303,0.019495762389985856,0.08392579016542827,-0.029927536119589596,-0.025624502292175038,0.05702185067030667,-0.08803945348281576,0.14171227591700214,0.026680356687137485,0.09215189136753299,-0.056327436855275234,0.10207061413400859,-0.0027425790185107747
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05547463842433894,-0.029980031346321448,-0.0025191708583827436,0.011775692265088983,-0.04519283063892836,0.15954467191284127,0.04842057031730344,0.050819670445442444,0.06535438381214509,0.0007716744980830449,0.05775094905055036,0.015812451836963035,0.1006272710723333,0.06595954311957042,0.042218633939536704,0.018750371322791844
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02188867754911105,0.024312413975610195,0.013700324440755174,-0.013858023092682957,0.01848066590327126,0.10620056055748478,-0.04468244849955729,0.02589610646279142,-0.05239844477724577,-0.01921484465864785,0.08178804433055413,0.1002572037490291,0.07121692737174737,-0.03247836056113847,0.0945175171345215,0.051366863055160285
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08653985684651731,-0.04610923377898758,-0.0392937003957979,0.008050748314202154,0.06380494663801335,0.015818624035114744,0.01270138254870588,-0.025105179853910517,0.0645046547868635,-0.0411165536736351,0.05614972098465219,0.03689667015808117,0.020511371764245754,-0.016479076901273485,0.11578807526581211,-0.04493739103561707
HALLMARK_FATTY_ACID_METABOLISM,0.009236390208819889,0.012930025915192468,0.011523378766878192,0.06601113500443817,-0.06523204988460578,0.0813037596652038,0.04656622718746806,-0.00697397152373545,-0.037788488479360074,-0.044326672981257656,0.09982139754459722,0.02796191071062246,0.08131478385062568,-0.04622198993367982,0.07513392016885737,0.09151309602469071
HALLMARK_G2M_CHECKPOINT,0.11728502526229594,-0.05886022651011395,0.002932930685839643,0.035486686601274325,0.0009031305163660229,0.09419283836493905,0.016694544396392202,-0.00341755629911464,0.08654505771090815,-0.03307463249793762,0.0016083667304951038,0.05085811934720182,0.06948183689377437,-0.014345376186849878,0.08855109874437299,0.03158614241764328
HALLMARK_GLYCOLYSIS,0.13277336678370005,0.08880557363996387,-0.002377571830138265,0.0026533387597653833,0.06867540022312581,0.14667399170291512,0.037888383130788725,0.036225010491285244,0.02113313735114237,0.010738759276021512,0.1668843107925185,0.022678026527268448,0.09612889792924188,-0.03870197129462383,0.12893356272177128,0.016811801041537233
