,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.13720639172319157,-0.001134008513742516,0.024695726259505633,0.04135909849534701,0.03194397517130711,0.10580813630472485,-0.005624385222071657,0.058230785586555096,0.028913932194154276,0.1508689457844947,0.05263480603310229,0.14854461815445946,0.2749614167359645,0.04416338227769113,0.055400975392146216,0.10261411909333565
HALLMARK_ALLOGRAFT_REJECTION,-0.032897946811902376,-0.00455770054060647,-0.04253419521886662,0.05875801391789315,0.02195747843223293,0.18759811365037665,-0.07277356493987434,-0.15231941099491172,-0.011884173348831389,0.021490407914676483,-0.10361217053157937,0.040357142738581334,0.10621080089304587,0.00978060212202194,-0.0015075255995158658,-0.013794327249757146
HALLMARK_ANDROGEN_RESPONSE,0.16413287891254202,-0.005432202511674201,0.019885225408636766,0.045903606600659876,0.05805862001392492,0.17428651673966108,6.255345172994651e-05,-0.06763092406241919,-0.02050700622747451,0.19000560388223514,-0.0571671913153063,0.12667789635806273,0.23902052021902065,0.027351215937307,0.021247244924253988,0.027456108819525118
HALLMARK_ANGIOGENESIS,-0.06590203258897083,0.0371106376130348,0.04295130739742933,-0.07401529669902938,0.0012603332117861433,0.17105061797350424,-0.055593252102889956,-0.14018214345725363,-0.08916898726485512,0.1510465291436885,0.037926642492719306,-0.05770385844742218,-0.2635413502790509,0.014787099783818945,0.015734120660525146,-0.15450651568528506
HALLMARK_APICAL_JUNCTION,0.1825917317522328,-0.016114574993252754,0.027889870537901106,0.020975076536470925,0.08791896166913445,0.1528492915000565,0.025650654457977852,0.06272986077597172,-0.05769179798625744,0.12476234779356313,0.006027079047530424,0.17486425584515392,0.24425756001127877,0.10893154059801749,0.0360181629915778,0.13744850671047495
HALLMARK_APICAL_SURFACE,0.16013993504111138,0.003440475139977193,-0.035823274585011,0.023079123907732965,0.02965002126597422,-0.10602043731638013,0.1503984539816606,0.08372636070461198,-0.04065555499660103,0.08180571133694338,-0.10512803831804675,0.17250109233405167,0.18879842075437997,0.019987151559885726,0.17146019966819487,0.1493263591221619
HALLMARK_APOPTOSIS,0.0322731902062015,-0.022028997440657387,0.00457308549680894,0.03903276568780555,-0.015040093181852853,-0.016690646874519145,-0.0212317341358185,-0.07279786559233321,0.05848012841436726,0.06506080743196609,0.07680293783228452,-0.04141841074599538,-0.09202439699359015,-0.030811124828101163,0.08899533006913865,0.15844285943214936
HALLMARK_BILE_ACID_METABOLISM,0.18640705430031715,-0.009823899501207253,0.021762180712096634,0.009992448856213745,0.05935899950892977,0.1664234874050369,-0.05264357042712961,-0.0516578473193314,-0.03972091007106203,0.0008468875213766321,0.032385853459641636,0.13588818881683412,0.2398427238349592,0.02557633667752125,0.007052006061503972,0.09039638099233044
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0922554206130086,0.00850384874159597,-0.031020362059093982,0.006621236935403063,-0.016224813046803784,0.08690467901913404,-0.05230170190057758,-0.14518877534154256,-0.07890205714429877,0.15441300503014396,0.07679276309471547,0.14648239700344481,0.30278676341076827,-0.0006948805765607693,0.03938795513163404,0.07969095566330059
HALLMARK_COAGULATION,-0.08725352316913794,-0.00026070527798228245,-0.002996195295847369,0.08202127790855233,-0.001074935455462,0.13331187333646172,-0.09706123469826204,-0.15236931208428325,-0.035222473652366804,0.050195379514957755,-0.1636812034058193,0.09310066628592291,0.12193222619174149,-0.06634479301101583,0.11357535782561716,-0.006335767906805409
HALLMARK_COMPLEMENT,-0.026046869392571507,-0.023405115277758844,-0.021048103508556196,0.08803362012388509,0.05449180996502454,0.1509415302161665,0.0793782735370342,-0.08379366967080719,0.03819514070195997,0.10498148247869606,0.08142010725736326,0.028272858830352184,0.162273494145141,0.03961383901467996,0.06026159324201405,0.0727609234366613
