,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.054494777789174616,0.010276894905390233,-0.0036007960063341622,-0.0019742764770308806,0.10447657812495245,-0.04134745726637061,0.03543494551628056,0.03680974004228915,0.07896567833757465,0.14461275369748536,0.1397618875401892,0.165093895346889,0.08355432108594842,0.08171360335211812
HALLMARK_ALLOGRAFT_REJECTION,-0.046209759810644194,-0.03900184885704934,-0.04002513877037092,-0.0614614754914532,0.13582178141300347,-0.028529434245365366,-0.11708642381623258,-0.03946315924466908,0.029882634261837186,0.09459602523374439,0.04011577816962705,0.08804765340063343,0.07310411642739745,-0.037989578139744094
HALLMARK_ANDROGEN_RESPONSE,-0.012313895995591842,0.06848449683140352,0.0169823709937281,-0.02715417701273849,0.09457601434611436,-0.043002868035604325,-0.055228695226907445,0.00619468916015455,0.07176216751285128,0.07711593631385477,0.15446180862414696,0.14594511747137615,0.02618526650548923,-0.01084923704561787
HALLMARK_ANGIOGENESIS,-0.042296066927399976,0.07270286624998336,-0.018132268724821536,-0.00953471443524221,0.07302605168097381,-0.06446872356065399,-0.10429258249863281,0.03567366988606773,-0.023965921813746762,-0.05601842981769546,-0.018173460538684804,-0.160099460993824,0.02859005039346703,-0.09244948538479526
HALLMARK_APICAL_JUNCTION,0.08921166166807298,0.038080301589328625,0.029168560447170443,-0.013645139908982534,0.11122295179929816,0.014008037576387097,-0.03963596123510416,0.015180954447106326,0.05383375951349909,0.11335121209922484,0.13074729488321296,0.18537559986688373,0.13003509357189189,0.09035559844753688
HALLMARK_APICAL_SURFACE,0.06583455326038216,-0.027610512690822684,-0.017624502875894007,0.037023348499473425,-0.04818897390271306,0.022259223855435196,0.042905854278119576,0.06909232645196513,0.08023788953743524,0.18583181597148934,0.11549937609591535,0.12007232088430035,0.06233445531188184,0.01590308136560139
HALLMARK_APOPTOSIS,0.02533312648117298,0.019582815514945284,0.07006903720775592,-0.040246679839512224,0.06530604178793138,-0.06402055396065266,-0.05799288924239408,-0.04034818233851907,-0.019881875252033172,0.09609715254859642,-0.07893430292225209,-0.08970540633028988,0.04385672463478064,-0.014984705177722454
HALLMARK_BILE_ACID_METABOLISM,0.0946173186169707,-0.033347213523533516,-0.027633810404953083,0.011261218075976954,0.11940067721461149,-0.00024689774014153404,-0.013048731073727268,-0.002229326897999083,0.10963701123559748,0.027497797049033608,0.16347692918303386,0.19404592406885168,-0.011962711504388403,0.07088548957029277
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.054038109157332946,0.023354985590539362,0.018321621789519058,-0.039048083690862434,0.10463507109626925,0.007886555697658192,-0.06842149358084915,0.07070889250592215,0.1055643691939059,0.11365916211009847,0.14316207802526554,0.1475858942656609,0.058181724581687494,0.07149057945319365
HALLMARK_COAGULATION,0.05684584509484945,-0.013365828466065018,0.06637662215583208,-0.07737344333453376,0.13018024443788215,-0.017385428571799148,-0.11506620264382673,0.03584356298078142,0.03558381942823868,0.16768169061270471,0.06764702517424218,0.0991402450841769,0.0925849521312912,-0.01317735075655754
HALLMARK_COMPLEMENT,0.08438381714046002,-0.021033632438488537,0.03560092972907951,0.03856815003074678,0.13162881795210743,0.0020419466671500993,-0.06723176251239733,-0.0235050353999222,0.006639008022165045,0.13866261250742493,0.08717505629422345,0.10560371997593673,0.06651216867303009,0.035212656636094
HALLMARK_DNA_REPAIR,0.06483277798424862,0.0868398262831282,0.042592411545387086,0.030962573213582503,0.1413608556544876,-0.017811880497485923,0.049041481759788536,0.017479149582836258,0.1566408033219118,0.14571127650861876,0.1433170950127738,0.20955342321245768,0.07121195634418927,0.08497943071147387
HALLMARK_E2F_TARGETS,0.08068091519684432,-6.794255753755659e-05,0.008087879495392405,-0.01742606287467615,0.1095765314696732,0.0003817754326465395,0.09322880855076629,0.03775898691741851,0.14848795344923618,0.12530949878625605,0.04590304678273343,0.09265160062867753,0.0909345119786445,0.060526727993986826
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.026748243471689182,0.07540952458756457,0.011357432471348664,-0.024023412932571823,0.1344187273539586,-0.019726025171714717,-0.11228169020518641,-0.010333378861200653,-0.08881655934067567,0.17118347864239003,-0.03531872860820272,-0.044965021719270144,0.12722200133945938,-0.04424299422159297
