,UKF260,UKF266,UKF269,UKF296,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.016528488942094178,-0.024002471004600786,0.08018828053627938,0.0495557615123418,0.09594292774457892,0.015986553429221253,0.023189457188172512
HALLMARK_ALLOGRAFT_REJECTION,0.11774688094735354,-0.039957406157366884,0.045989810933803846,-0.006023868651878808,0.03422574580938857,-0.07290088999976771,-0.06954120936607444
HALLMARK_ANDROGEN_RESPONSE,0.03929654282656352,0.002691563043157779,0.04271271023850293,0.022316773760292667,0.05535910269068797,-0.026959880948049665,0.030202462867339203
HALLMARK_ANGIOGENESIS,0.01693812803925596,-0.046535092688838,0.04771966929191171,-0.00270337167872953,-0.10515277057918598,-0.012322708538844752,0.036655635400432846
HALLMARK_APICAL_JUNCTION,0.09887948038912736,-0.011180385225838424,0.07515312895481234,-0.0595248678617989,0.09315441213140745,-0.0338550173107777,0.01274516926427802
HALLMARK_APICAL_SURFACE,-0.06327507862074767,0.03885685874413241,-0.02240922883040407,-0.0009234865131823313,0.05418728496072197,-0.030969814847798725,0.048323271352540366
HALLMARK_APOPTOSIS,0.06689906366927763,-0.03453350533241171,0.010670446206061395,0.012766979261400805,-0.06594281838178265,-0.04014750067516687,0.007047218215774212
HALLMARK_BILE_ACID_METABOLISM,-0.022633419518996573,-0.052303260738402566,0.03695656097038005,0.013840224669006345,0.12288672785856322,0.0428891759285842,0.039371300863426086
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005345728143593676,-0.06442961810779259,0.017810854770888222,-0.04637590155069752,0.13315541170339876,0.07008013731726173,0.021486226252027528
HALLMARK_COAGULATION,0.1272668669486569,-0.017800954632559037,0.035934902618521704,0.008298443757081154,0.05691763045331484,-0.06795004680854665,0.016071081768843795
HALLMARK_COMPLEMENT,0.10405067257568576,0.01602276605431745,0.06444864967891169,0.008933212411810349,0.01983227718040575,0.032865728577146654,0.026598424963448986
HALLMARK_DNA_REPAIR,0.04937102104812846,0.02852865524675998,0.08895034860809506,-0.02048239591544687,0.084724340405334,0.05982026749022853,0.02883904281742771
HALLMARK_E2F_TARGETS,0.01394179243957212,-0.02490797618849339,0.07401916625349303,0.04022985230408484,-0.0006795132276784655,0.05123046580592681,0.019491587139120675
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09268382718353625,-0.01694982024907074,0.07196021565169503,-0.011924841556210224,-0.11735948680070632,-0.0932674119247895,0.035944456155236906
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.016347272936642347,-0.040292076952886766,0.09458868148653378,0.07644473705490988,0.06310632931119631,0.07191210995035813,0.045170246265925
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10701036548810325,0.046779629065221526,-0.027592770580342322,-0.022354781079421463,0.05542090251064028,0.045669951815652796,0.04251450619131456
HALLMARK_FATTY_ACID_METABOLISM,0.09271477031523705,0.03234032162100258,0.04978631269075318,-0.0001225560675064298,-0.026628915317084428,0.052966128693950836,0.03969350082033771
HALLMARK_G2M_CHECKPOINT,0.03462010098410759,-0.011402565792091717,0.07479436669718428,0.012651007301961085,-0.009618820607579655,0.060272788890551925,0.02972316914493087
HALLMARK_GLYCOLYSIS,-0.010732167902220287,0.03346549434083108,0.023146087127483932,-0.006384855544501482,0.0213266895610183,0.08483643370367859,0.05724503924702852
HALLMARK_HEDGEHOG_SIGNALING,-0.052559264022553155,0.09893615990980129,-0.006870155114241207,0.040063900356799804,0.05488104708517267,0.07149834042025656,0.01965721787967263
HALLMARK_HEME_METABOLISM,0.055956529497527975,-0.02282076107892195,0.05622681861262117,-0.009329524625056576,0.12045247834980444,0.05853092822119424,0.039031977236106644
HALLMARK_HYPOXIA,-0.0104129575210221,-0.040578447365469374,-0.012688844601471882,0.01825871316183623,-0.08124850864152272,0.0980670193840161,0.06763585050510669
HALLMARK_IL2_STAT5_SIGNALING,0.08548495814633512,0.0004214764206329671,0.053007143999500184,-0.04314567103934266,0.08299925411467624,0.02793645597871435,0.04025231221430018
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06907988668447218,-0.04000096435348645,0.05563427428862641,-0.04392472791510808,0.03425158926892949,-0.002783967497769101,0.04114746153172615
HALLMARK_INFLAMMATORY_RESPONSE,0.03317517312311963,0.046262757595400175,0.05480434826147677,0.03261119217625219,0.02473006135702429,0.011209884395940794,0.03067429854514482
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0025022095262095256,-0.06712370165163137,0.06845358952993116,-0.044825149872781765,0.10125158458338156,-0.032919586157075215,-0.013549253371089975
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.11320261518433745,0.0063348055876628895,0.047288394556618714,-0.008477490931399902,-0.03431483538447841,0.007282700999642003,0.016921097486349006
HALLMARK_KRAS_SIGNALING_DN,-0.03278646649024101,0.05832631610016451,0.026283283173426146,-0.006865641762479967,0.09576953793618827,0.09175697535563405,0.07915156857467177
HALLMARK_KRAS_SIGNALING_UP,0.06290823321636359,0.044612603579018584,0.053935657508247005,0.010785421353351872,0.054690986719042996,-0.04333650670830672,0.00622947345726495
HALLMARK_MITOTIC_SPINDLE,-0.0015054715310611894,0.016547884805560905,0.08199518407664536,0.007930434119975236,0.09109977333561137,0.02992980740510396,0.03903722769950696
HALLMARK_MTORC1_SIGNALING,0.012706916949323117,-0.0060101899015579975,0.06378991768893506,-0.007406336942228386,-0.07280658175887939,0.07414532555194209,0.0620377651598481
HALLMARK_MYC_TARGETS_V1,0.06958969476530807,0.003414098105297395,0.09977992528708049,-0.030858324557599435,0.10091462749152083,0.05202076884086232,0.020525764352000715
HALLMARK_MYC_TARGETS_V2,-0.0037918679971193797,-0.0389183368484724,0.03360588517969907,-0.019097337564784957,0.08900595240042201,0.05072892357899123,0.01809054622621822
HALLMARK_MYOGENESIS,0.04056598950719222,0.02805839585770073,0.013450658221117972,-0.058088063046714995,0.10093989206054625,-0.05918025257153046,0.006735576364005173
HALLMARK_NOTCH_SIGNALING,-0.009548054666552473,0.026105934155017402,0.08676468894064002,-0.02087675251209363,0.10889993633156535,0.03196304716010983,0.05032292972946486
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02693154630688328,0.05348056165548057,0.07124313993434182,0.005643795109681728,0.11584464758884905,0.04574354430183183,0.02729794728493088
HALLMARK_P53_PATHWAY,0.008116510415415654,0.026362627801134932,0.08255402845914116,-0.03454327540560766,0.09579790915560071,0.03828681885733111,0.012296896035387245
HALLMARK_PANCREAS_BETA_CELLS,0.0685065123350979,0.08156401161864638,0.004532238830402372,0.021558089265165795,0.12155943800542271,0.05481609241615056,0.024152989316560774
HALLMARK_PEROXISOME,0.09935969968809981,-0.008765222647993383,0.03329805762839773,-0.01916106652337918,0.10810230151796014,0.053924818115183515,0.03048320355430432
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04830022174885311,0.0353200315292087,0.1074902100261537,0.03274406216500239,0.09741744378847057,0.0005687599981386989,0.027974650475943337
HALLMARK_PROTEIN_SECRETION,0.02403501171214171,0.03971415020130559,0.07427687803897089,-0.01712711507446661,0.1054100269183369,0.061430874020170334,0.0537345600266645
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.12654077319600768,0.005244201228389313,-0.03089360204310673,0.032967262481009244,0.09726100002269447,0.07542996587174673,0.010655954687764138
HALLMARK_SPERMATOGENESIS,-0.015057876635883302,0.03201753916212683,0.06420856285025274,0.04959219465309894,0.11094775129253884,0.07441910654532691,0.02808577036849405
HALLMARK_TGF_BETA_SIGNALING,0.026694321116881393,-0.01124811751859017,0.08118128368182904,0.0019125123251772021,0.07546057140633916,-0.05104083377228,0.020484160893191907
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06020975465057241,-0.039389719780218144,-0.019310758954021096,0.006115542961115721,0.05783781136331416,0.12055473239580505,0.05859177316514888
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05696865323601097,0.003158837274919684,0.06891643434451039,-0.015815412523559832,0.1050890888997122,0.04676695400785594,0.008757268290700943
HALLMARK_UV_RESPONSE_DN,0.05947438618796925,0.05604440538612256,0.04884793179718598,-0.00938054856757324,0.06455964046520823,-0.02088157745888387,0.03461397828833561
HALLMARK_UV_RESPONSE_UP,-0.020313576960470453,0.06232384063873054,0.0362867061952636,-0.010349615369888508,0.07794796529808218,0.09129753482912784,0.05839803554050416
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.08170984552584946,-0.047689069636662286,0.05152860321344954,0.043189774702842985,0.08849759531998114,-0.005336985553856992,0.024552288052560385
HALLMARK_XENOBIOTIC_METABOLISM,0.05384079521878795,-0.033988824687027026,0.04026599824860207,-0.001489959477857501,0.11783601420971608,0.05776993662589573,0.03612766053488772
