,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.027144442293006128,0.0743986545615142,-0.004941371361912247,-0.04571522732116634,0.03628686974649081,0.044156679323483716,0.0675591694299146,0.024787615137144642,-0.06712608246923915,0.0117909504765298,0.1296534572861376,0.12519260470909113,0.030580088903590864,0.09724803671430551,0.22225391872244968,0.07183686966219174,0.061181183780141,0.10476214827004052,0.007340347012465706
HALLMARK_ALLOGRAFT_REJECTION,-0.02782551147384797,0.030086606949796254,-0.09673436618307088,-0.04315754970202148,-0.036346316900796566,0.013302980690291396,0.10065753728204635,0.0056344098946860734,-0.040391495991177015,-0.006996553675016592,0.03291923630211509,0.07923130248122835,-0.007989301629880666,0.043660797865611015,0.12871559314735995,0.04616690705939611,0.0791362593431077,0.07254909809905202,-0.07895624472124775
HALLMARK_ANDROGEN_RESPONSE,-0.021844567550705844,0.04223676392892529,-0.008665760843754197,0.05356915829045575,0.05719905655136078,-0.009870286880851835,0.046550664868806844,0.078275466986981,-0.02295878971152992,0.02467969356813466,0.05990903075726186,0.12796279421678117,0.05306370024432205,0.10633257793309252,0.17749247272255736,0.05608877425527666,0.08851188992889225,0.08429017917916624,0.037311750925042096
HALLMARK_ANGIOGENESIS,-0.011113480366888948,-0.08847600999432652,0.029716151606617336,-0.023403685804662195,-0.09023313699077211,0.012832193388820612,0.08579104719888155,-0.03358257256447348,0.006016537536520365,-0.011079247075337549,0.02713373289484741,-0.08171692061760964,0.0024843636775161845,-0.1186524579330704,-0.1091782886335099,-0.020550644049386137,0.0181491311122986,0.0036425353323160394,0.1643347768907784
HALLMARK_APICAL_JUNCTION,0.008958560243379408,0.03633222843040625,0.01843512971367305,-0.0008832509324498088,0.024381824521778717,0.012913869956515237,0.07942772349341627,0.029695541524928343,-0.07188077646653869,0.026124087292159096,0.09690886480529119,0.11192287300122944,0.027445797008054787,0.12456499959034334,0.2233839210370126,0.07427473796692187,0.056160030574063595,0.09470041800603632,0.07189360931843537
HALLMARK_APICAL_SURFACE,0.028098087097143353,0.07105728522650023,-0.020343104034347782,-0.049776866822388084,0.08996969720000313,0.024191580239781782,-0.017328132236081945,0.0608754205220895,-0.0720055714029947,0.06430310245674843,0.07041709394344063,0.07555976558449039,0.0034560967541878464,0.12547077705738083,0.17376402138354535,0.042455988700559166,-0.006145501990135272,0.05040944949552234,-0.04639457662932247
HALLMARK_APOPTOSIS,0.0191098574025923,-0.011417240509628274,0.07527648393785086,-0.02580791920495852,0.01302108722420387,-0.02173533928753895,-0.01538296055166022,0.040765772903377996,0.053022232788443216,0.05328790964573931,0.023609679201572205,-0.029748957543780943,0.060442354566848114,-0.03445661311260218,-0.08465310656846972,0.028763416633029178,-0.03059940778940966,0.0808684649570306,-0.01816178867119447
HALLMARK_BILE_ACID_METABOLISM,-0.01484701320115531,-0.007085659960139239,-0.024251078556014258,-0.00047421598307257685,-0.002755052326880523,0.009737978250953062,0.09354590748882105,0.0728088936245458,0.0029245177709994316,0.03636263248194325,0.0638625665538784,0.11564622231892523,0.015736068263933336,0.09564993598930024,0.19235235859032823,0.04760684443345404,0.05844587337493862,0.1125200818612629,0.018626966821436258
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004359571944255391,-0.0010771797364352576,-0.005669839027094931,-0.02511241444958332,0.028784447165018538,-0.05214587750417852,0.04077795490782182,0.03324339985786887,-0.03584001498671585,0.0162295065374925,0.014997380036756084,0.07683421033729015,0.020714054031099393,0.13786685897781364,0.22083949367968492,0.01216847492525804,-0.007490728041047698,0.08991930509875941,-0.03309613862865623
HALLMARK_COAGULATION,-0.03349012856163751,-0.02993189990274195,0.006032833183711541,-0.04620238559097544,0.015338016912475745,-0.004394156655272423,0.09586748628500673,-0.035730530647165464,-0.06615510555544722,-0.010247826782702798,0.08234748152487081,0.08349232362612316,-0.0396552260359903,0.04346445929894864,0.12018301491928848,0.06760744347152735,-0.016847811489930482,0.11214743494853549,0.059385489517016714
HALLMARK_COMPLEMENT,0.027243098682249764,0.031376350011688994,0.021770526233383432,-0.020668868253588046,0.045578364389082235,-0.008783208357270306,0.10322000657009112,0.065335662291254,-0.06340153106302565,0.04198765920022998,0.0752129665074574,-0.032298685874351196,0.0009949060433670392,0.0460003563387373,0.1689399473132102,0.06391082170216518,0.11396628252066941,0.08498380707456299,0.06553493325837144
HALLMARK_DNA_REPAIR,0.03631678446622745,0.08555840731353749,0.03193112996293637,0.005355430310807484,0.03567428996287668,0.024215372033586133,0.05861675224711224,0.06093103583424232,-0.06267736814110547,0.03221740356647251,0.11998026588772065,0.1668476042226588,0.07994220209427333,0.13236196332787037,0.2553953152778482,0.06862035584121981,0.1358331771292875,0.11167555937784764,0.030081259309629446
HALLMARK_E2F_TARGETS,0.03436464602271232,0.06352045675742939,-0.021537788123041676,0.004419192306990726,0.07366394641291439,0.005824711415779923,0.06304547861878924,0.08988125343220525,-0.037553740243820154,0.013227190552901884,0.09793300233668632,0.12300685152071641,0.007303155550263819,0.060568384028255436,0.14456988496640333,0.019579595594649404,0.06703610530540748,0.06543394662541357,0.041679066362688276
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.003912618342864398,-0.09399832109559357,0.08650376252017598,0.007223742010394781,-0.008047367677927434,0.0031599392299601152,0.08137289400810896,0.005445706605317319,-0.021805228075738436,0.03680171696098058,0.0945716773347565,0.013562107147201356,0.060172806248834546,-0.00033977684364916514,-0.04769664555347211,0.08083470431922904,0.04156560776064407,0.06628145192443514,0.13830837811393587
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.024842661628628658,0.04574795171526342,0.06937839550826984,-0.03386674802034744,0.04202715042311696,0.007821858268754053,0.059825084697674356,-0.012572189908965942,0.1044456785853923,0.04271403653678552,0.08832213925816525,-0.0016066793572648672,0.10338946560333008,0.06626796697639581,0.16801675713809494,0.04716756033805415,0.06595096511107058,0.07241295404680181,0.08131062582816923
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.009924958612296152,0.03955258181540773,-0.029657372624106105,-0.026731345545352777,0.1032068173316148,-0.06648943909078961,0.016842425641664018,0.018436694109412424,-0.07453854458474268,0.005246628951275308,0.028741213690243742,0.09043043968597805,-0.025341389944869643,0.10060612575462535,0.18275731034847317,0.07761274296058604,0.05015135241854059,0.09057661440708062,-0.028020094114552425
HALLMARK_FATTY_ACID_METABOLISM,0.03892429041512195,-0.043844455212627864,0.09415246502725098,0.06675256738571635,-0.004869069594311228,0.03326447422455987,0.06223476280716876,-0.025882120608219695,0.08513939407944456,0.07069333262976873,0.022154971606677728,0.018187792469089078,0.06843564277817954,0.06732896009723947,0.03294243419772413,0.021119273774506356,0.06644994078311228,0.05746830337575331,0.07024907129289151
HALLMARK_G2M_CHECKPOINT,0.025600326653987218,0.04077343124584737,-0.007286697471051165,0.004959360645229103,0.016816914763876055,-0.021742808117415243,0.06648625300255885,0.028413879430921204,-0.02956797435211594,-0.0018902227019916473,0.006844632621094358,0.08340757234604815,0.1041454461232637,0.05041636281836321,0.11114051820602762,0.07792204772730857,0.05255910634830749,0.07446202021954827,0.08449277874802777
HALLMARK_GLYCOLYSIS,0.04705767099925347,0.07710483120665423,0.07141696977476326,0.04428062595889216,-0.03900486129647098,0.024320904827837456,0.06452818622506376,0.017215629824712232,-0.0066406156050166755,0.012145346369923538,0.08338067665228026,0.038471359169428336,0.06276228330367568,0.1147746718430071,0.14156918589538903,0.04359564086165982,0.09687251138128425,0.08226554792919147,0.025260763682776365
HALLMARK_HEDGEHOG_SIGNALING,0.06114611609777017,0.12590008712109987,0.022202380541996667,0.05215336714534151,0.04654937327683651,0.026584605950226586,-0.02977330891486838,-0.01935167037152083,-0.012250566246486076,0.02909015809274291,0.08252914465535174,0.0011416707431524085,-0.0015492101792912592,0.06317920901637145,0.1061957277464867,0.08363173784763343,0.1081012672762119,0.06629211756501761,-0.10412189329812509
HALLMARK_HEME_METABOLISM,-0.0291950810086819,0.08243635674605487,0.020601100747376776,-0.016063159652415976,0.06283858459738896,0.020341397096203966,0.06686192552447792,0.020711282196662916,0.043701675442519274,0.037920611734746645,0.06590589336414276,0.057344172059229655,0.11200679234156107,0.1067308333211314,0.24533762353592814,0.09289392727093372,0.09885431959149128,0.10034155451825702,0.0022922486562686863
HALLMARK_HYPOXIA,-0.024580548251694784,-0.0170130240958332,0.059054115247247456,0.03389389881207223,-0.06695573959629803,-0.03789152709023972,-0.01789214985109832,0.0075791686512463605,0.1028718076720229,0.02087520182406288,0.057961195389782234,-0.029793100707863843,0.07280545168711396,0.032400369563780756,-0.08434417818731438,0.03549124216646821,0.0021921360117382977,0.009256442057714986,0.13140911089240812
HALLMARK_IL2_STAT5_SIGNALING,0.0037426740899256595,0.03283531170103823,0.06190440707040495,0.005730000022816127,0.04517198782936078,0.020330305266357127,0.10075229586285027,-0.03864325602936428,0.006830032368030759,0.05736000186364908,0.05763141238236686,-0.07086528163598824,0.051678209268123027,0.10615880073224312,0.2251477826161188,0.07954724684937246,0.0873411877249259,0.10020829930583504,0.08880972280995239
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.020102625147726445,-0.04117931305277081,0.07845217678463168,-0.020239248173780457,-0.016491846953555805,-0.02052503715213966,0.07769997285714676,-0.011167400491140553,-0.03794921273195047,0.005607644085934711,0.08870475387301285,-0.08569585690807315,0.08946807690201257,0.04629245534265086,0.05715346524744355,0.07129850971864282,0.05066616574942346,0.08195563534043931,0.08119981008204721
