,UKF243,UKF248,UKF266,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05627849715098195,0.033477803598846854,-0.0013914320806005986,0.0011069937944777944,0.04800237207751346,0.04834575753896773,-0.06472381312646805,-0.055714454769538325
HALLMARK_ALLOGRAFT_REJECTION,0.14543309084416056,0.06621794400392221,0.06197242168727217,0.014637817571389378,-0.023913771688280898,-0.017523025293067616,-0.011037774898759296,-0.012399936650642603
HALLMARK_ANDROGEN_RESPONSE,-0.028228099881086804,0.0746785365710101,0.00950441051026867,0.024162113366831404,0.003842043946921543,0.010378360926095283,0.06428799837234676,-0.043068719219064244
HALLMARK_ANGIOGENESIS,-0.1323177855844809,-0.0075035846094241,-0.03267630610915157,0.005464885574582481,-0.014348918925080277,0.03321586546224606,-0.080227692785531,-0.06536203669421234
HALLMARK_APICAL_JUNCTION,0.0572703054845687,0.0926894162924823,-0.02783383224929349,-0.034132776468093755,-0.05949997107709048,0.02837342759942517,-0.033923026746802885,-0.04454379849422215
HALLMARK_APICAL_SURFACE,0.06764906282446505,0.07627731681020711,-0.036293973049142704,0.009389868319074113,0.07060357106731821,0.0453327204693123,-0.001224024625982983,-0.04047380838413677
HALLMARK_APOPTOSIS,0.12481848693842412,0.0928882882766579,0.040779470811959366,0.011333706063807496,-0.08218899851448415,-0.019911275633461175,-0.0430251960293999,0.013045258739057099
HALLMARK_BILE_ACID_METABOLISM,0.0006701894999764458,-0.028868479946914827,-0.0605312640620476,-0.006371016634937568,0.10319100538528994,0.0001709284714798705,0.05327179710058297,-0.05530315605246345
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.035097547449277,-0.03252431138555326,-0.04775485073208695,0.006639555760481582,-0.025529445758149822,0.04762160556347945,-0.008681939157793044,-0.03504044270288496
HALLMARK_COAGULATION,0.09307512353561741,0.14242879338766964,0.05522470254791214,0.003606354098300476,-0.04738727178285425,0.012795670441671441,-0.0711899656779087,-0.009250846831762272
HALLMARK_COMPLEMENT,0.11068270144784802,0.004635178363820056,0.0059439556109806245,0.03654623580758262,-0.07122425613694641,0.01830139176571605,-0.04756851253601339,-0.06876090519464848
HALLMARK_DNA_REPAIR,0.03675416488767774,0.012204905452855764,-0.03798895568943187,0.03913548590597431,-0.0492176762428762,0.03533416029279152,-0.0059152513038992815,-0.03634099618287744
HALLMARK_E2F_TARGETS,0.11054960418218845,0.034179335636659786,-0.03281290067627976,0.019461131116571325,0.022571259989971112,0.028356265775674523,-0.028723688466252593,0.010371837956667018
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08397565382079467,0.10534604299567588,0.03450126287736958,0.03300668655204863,-0.03907202016944119,0.011928670147138538,-0.09164801268388245,-0.008323968837741254
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005212751189628769,0.004390310604613811,0.023284297613348093,-0.022059425296185296,0.020195631355093977,0.006898335568584909,-0.0474254039984207,-0.05974866217711436
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10448352231979494,0.04349277715714983,-0.04179653530862697,0.0006200453824018203,-0.09950109894617692,0.048438394228857824,-0.005450368403588511,-0.002267316017735097
HALLMARK_FATTY_ACID_METABOLISM,-0.02878842545111677,0.012248204620362416,0.0009727853185245356,-0.03321851789734537,-0.004387773010235443,0.009106742767868499,0.053657228425448004,-0.055396692165306544
HALLMARK_G2M_CHECKPOINT,-0.0079645677983866,0.003756485981406539,-0.012649392921818192,0.04658794793149108,0.06872269547680745,0.05048751331462232,-0.002041452814396702,-0.04347331108848746
HALLMARK_GLYCOLYSIS,-0.07285119863985438,-0.01902261527242112,-0.05012591387829344,-0.025307521155450867,-0.015310330628392196,0.048987859620547455,0.0009472797373081933,-0.060502745693443265
HALLMARK_HEDGEHOG_SIGNALING,0.09273144715921372,-0.0267924881824084,-0.04071770508030785,-0.026085002361129792,0.009817345709874605,0.0932365627154898,0.035209023372560114,-0.06679156850782783
HALLMARK_HEME_METABOLISM,0.040880508348002505,0.024574079435429608,-0.07657502955280256,-0.015004355186658744,0.004168303754724119,0.07371511613960832,-0.04425883537647485,-0.05751690722755529
HALLMARK_HYPOXIA,-0.196865725743904,-0.06424745841915175,-0.04510033125700131,-0.0033844794483044176,-0.09885204268824484,0.006965854762376325,-0.05663643024965353,0.0005226523030615434
HALLMARK_IL2_STAT5_SIGNALING,0.025682549757452558,0.012904085010883115,-0.03020909829063213,-0.025434907029387076,0.036176766090335884,0.015851737786124444,0.043213280590567865,-0.03225815128145971
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.10674160977092352,0.013059110608033591,-0.049845035756064,0.028438627231172537,-0.00323434868299041,0.007890461645383762,-0.02361949201877119,-0.016029266312626366
HALLMARK_INFLAMMATORY_RESPONSE,0.010053586199055244,0.012979240252378272,-0.05635646586850869,-0.030081299557503195,0.07687481054305004,0.014990115441546851,-0.03700271672350911,-0.06519627669753417
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.18779973081195686,0.06415091422835434,-0.006279489432585309,0.02653282650386891,-0.008245368850339807,0.001960322835106036,0.08352217601322083,-0.014175757655651943
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.047672607022957676,0.05500955124481296,0.036637366027964656,0.024922560063335437,-0.09850691378150864,0.001935136362404703,-0.09183673228751565,-0.06925219784559164
HALLMARK_KRAS_SIGNALING_DN,0.06116659654293201,-0.01640422741922292,-0.06885850648483283,-0.005074718037611546,0.049486400910613855,0.04924138979875712,-0.043937198457817385,-0.040806439761251465
HALLMARK_KRAS_SIGNALING_UP,0.11438302147993912,0.04820612780368645,0.0023095265251016407,0.012826576849256949,0.0049013885102662386,0.027630992374130196,-0.03524198067661288,-0.08367274901634567
