,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0063076523140032665,0.035474936328089415,0.05596672142677249,0.05086481548684212,-0.008694610383830499,0.11474397473644632,0.058364057637318584,0.012205049858550815,-0.008758697491017594,0.06297273080605416,-0.05424033164585352,0.051716216117462285,-0.027014882279364452,0.01608834882095943,-0.06658065096595485,0.10800503406159621,0.10177467926226799
HALLMARK_ALLOGRAFT_REJECTION,0.07075938925134606,-0.10751220056815695,-0.010291717778998047,0.017849854110820882,-0.017592195395373607,0.13008656413509687,0.05661255022717768,0.0011532523162214293,0.07146244229988805,0.038663778769271163,-0.017390716077334323,0.007243452021571373,-0.017022156241522497,0.02292485056632798,-0.055909925803548796,0.05110876189880145,-0.00965648309896932
HALLMARK_ANDROGEN_RESPONSE,-0.0047807471108259085,0.012543612207569126,0.06840242247809966,0.042643232028271215,0.08345306485902626,0.1329728870478441,0.021589874674520938,-0.019254655138935622,0.09202467490016654,0.06594801487096191,-0.020630424535215047,0.043808965175401934,-0.03473257048450618,0.06744058187312482,-0.018498784815989548,0.012309624403107398,0.046743946795501194
HALLMARK_ANGIOGENESIS,0.10486548814184693,0.01510719864045278,-0.05882877953813204,0.051388350764145455,-0.031756973611563634,0.10584504101386767,0.04692470633123621,-0.011231563150180325,0.12732591514202324,0.021781889193049842,0.026458246771285956,0.0432188793499508,0.02967186127281886,-0.014585394689657792,-0.006402260858517355,-0.13850175793699915,-0.011056564004914863
HALLMARK_APICAL_JUNCTION,-0.022256656989123564,-0.0015280894427579586,0.03636225323790797,0.06061474336919236,-0.002125807678372572,0.09763659351195701,0.002264049931532276,0.04139309975772655,0.041515151375303684,0.0779020079591924,-0.04555549390817732,0.04451551518739642,-0.050025532384432005,0.024965168356690298,0.0017595276028585956,0.04928768272966777,0.1113127900037718
HALLMARK_APICAL_SURFACE,-0.028670927376053344,-0.03219977980422016,0.03673699164074796,0.06536209487920536,-0.009491545828362516,-0.041283172587362485,0.023873492687916862,0.003077706331278373,-0.007940652329594235,0.05717458792718992,-0.019242572060357812,0.03498255932284252,-0.035295996611406866,0.00895642088385334,-0.024778640232870453,0.007461149335725878,0.061052542581752224
HALLMARK_APOPTOSIS,0.008527428519515424,0.003205142690605753,0.008163953273419032,0.08260346964843564,0.01907574128673683,0.04326762717989983,0.036304819760989024,0.03018314446981568,0.04724881058960794,-0.037029053926202614,0.007569108930458929,0.004879760132786316,0.001464920587354803,0.013804382126249027,0.007822148198236324,0.02735140925518842,0.10391098415897009
HALLMARK_BILE_ACID_METABOLISM,-0.05339401223471483,0.035617365378761125,0.05025406100252924,-0.017779933225793628,-0.013030592634431605,0.09470743114465856,0.021665274273446465,0.03449664785677941,0.07214034675614066,0.011781197997920921,-0.12890046410816874,0.0010857171982451472,0.028428821412998365,0.014228797833356305,-0.06584940819683638,0.1617492349895435,-0.06402654345278058
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.015592936441228666,0.03990005365331183,0.02771393786116239,0.043775862800994166,0.0016613492096723551,0.07785331247663034,0.03734448028157114,0.00448346588771607,0.08249557849671875,0.06564315675060613,-0.03711347756160962,0.04495175010118749,-0.03825958096012984,0.04051393669076479,0.03130745275491101,0.0527115032965793,0.02032845317577946
HALLMARK_COAGULATION,0.06671933614883917,0.025571465640095433,0.014383608689825134,0.029306158864550857,0.0423988076737366,0.12360634132452332,0.0165732224942709,-0.017217593293080133,0.09909616738376203,0.06847895836431568,-0.03770433423868292,0.06664513548292761,-0.056510919055596305,0.00274750654137711,-0.09154161904783484,0.019106770588318514,-0.09817954896878858
