,UKF251,UKF260,UKF269,UKF275,UKF296,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02933778107757854,-0.0036371122785530327,0.08878397341600612,0.0781849003042059,0.027777105885742732,0.048946001348749435,-0.01098126845106963,0.07809376644840949,0.0180410836071398
HALLMARK_ALLOGRAFT_REJECTION,0.0017227974647582968,-0.031223979493682347,0.05814061700282211,0.08066320794394427,-0.018116186373032056,-0.016478965344398844,0.03583242156988309,0.034549642916779345,0.05678954754590118
HALLMARK_ANDROGEN_RESPONSE,0.035902325875961476,-0.002085638428389599,0.10942385824511433,0.038152584442788705,-0.02787906705455789,0.042048480321368285,0.0490665185432239,0.06415638065905323,-0.022658776393594957
HALLMARK_ANGIOGENESIS,0.04755722375913101,0.0015948464567230559,0.04120407699904116,-0.08247202805099713,0.07540412480055038,-0.045594168049969484,0.008108946540783386,-0.005872698049922701,-0.06627760120075674
HALLMARK_APICAL_JUNCTION,0.026246534833185498,0.0034706357094335446,0.07694521480664092,0.0016094457230669832,-0.07074136010930425,0.06292621506820487,0.014323661492919783,0.07888348235828385,0.003885236398497075
HALLMARK_APICAL_SURFACE,-0.0692301846563587,0.04583293111707429,0.028010186460747252,0.14110790691591002,-0.04993473179441428,0.10262867204345498,0.07028089557589827,0.06503068055246441,-0.06322711490614563
HALLMARK_APOPTOSIS,0.004301590670435219,0.035546476723006516,0.04808048054229721,0.017188998669936735,-0.03669032375427858,-0.032193301435165904,-0.05862213464483974,0.04795841260957441,0.02105089092404383
HALLMARK_BILE_ACID_METABOLISM,0.037107439735456924,0.03516988246285334,0.09859316632946799,0.017654994737677513,0.018424118508066255,0.07729210993568603,0.02585332968756541,0.0883036413907703,-0.013214342393445131
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03600397397634146,-0.06014957869590474,0.10823154035108526,-0.07032726527518618,0.026286846789802667,0.11446544510527143,0.05202256545335458,0.09858707570590192,0.03866445821172552
HALLMARK_COAGULATION,0.030924641631254766,-0.020761984907812215,0.08226736996354324,0.012627200391916211,0.049875621053812706,0.00995367887743113,0.0005424378574926491,0.07953958847336617,0.0025020581706225575
HALLMARK_COMPLEMENT,0.0330851010215212,-0.04509881603909745,0.07297407977690194,0.034351087639315735,0.0012296531487484635,-0.029752255103315643,0.00014639016281391322,0.10640811034614715,0.03914183121070152
HALLMARK_DNA_REPAIR,0.052560697402022495,-0.015000267016555928,0.08007309442899647,0.05658917279131609,0.010837356746075114,0.07417636855966712,0.032399790352352915,0.06385060779342806,-0.009728268608989102
HALLMARK_E2F_TARGETS,0.027818034082265956,0.006336911222232706,0.0665231066406665,0.04804530992336062,0.0118061656312736,0.042164027388144204,-0.014196174316867751,0.07666655162292145,-0.009419016322439718
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03130549832378468,0.0191051330427819,0.06815364052114549,-0.046907416178245,0.023080977541533113,-0.001804149911921924,-0.016024506888225504,0.0327356334439047,-0.05420414617230965
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.008884390888008027,0.03988969881326948,0.04747830923441294,0.016919720577622043,0.06590914611515582,0.04547464354886843,-0.008032661110894236,0.05761199632107499,-0.035870040955936364
HALLMARK_ESTROGEN_RESPONSE_LATE,0.024499236510915602,-0.054333570540814814,-0.009322535654093628,0.05216717065607071,-0.02035714518391211,0.0684484991832109,-0.014586106673676436,0.11731026174127983,0.07619147185895497
HALLMARK_FATTY_ACID_METABOLISM,0.0077335093100825035,-0.08135567226302348,0.06542051923018981,-0.038423560663652226,-0.04867829609256686,0.03999732653859394,-0.010359186274578913,0.03984365687544584,-0.01516374390928029
HALLMARK_G2M_CHECKPOINT,0.01739997417776176,-0.0038128609877736055,0.07162931453399697,0.009894565237269419,-0.006531711666697284,0.06849721625461831,0.011715052161480359,0.04315225504702842,-0.046656627834022156
HALLMARK_GLYCOLYSIS,0.026755611647541613,0.048587030160314855,0.04422711043173997,0.010266137254592153,-0.011110392102054232,0.06341308682479695,0.051358934784764436,0.046457514475987616,-0.005433524922424096
