,MGH258,UKF269,UKF334,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.0623180999912071,-0.0864583074137519,-0.009397909118464156,-0.017880457522436485
HALLMARK_ALLOGRAFT_REJECTION,0.08925910020540767,-0.006289174273251191,0.06320541581929943,0.05555522743278932
HALLMARK_ANDROGEN_RESPONSE,0.062122767296056786,0.019629878707942926,0.11700941588567809,0.09313715267679314
HALLMARK_ANGIOGENESIS,0.06729717444227296,-0.006916031209321723,0.014579859141205274,-0.011716883527007003
HALLMARK_APICAL_JUNCTION,0.022861944288708212,-0.0422991152017329,0.062081375650134794,0.04566907447473652
HALLMARK_APICAL_SURFACE,-0.01710421757654622,-0.07054561916246549,0.025340424921662243,-0.023896886706870565
HALLMARK_APOPTOSIS,0.0028239509391604126,-0.03549633414445001,-0.023236681223636528,0.021060127844712163
HALLMARK_BILE_ACID_METABOLISM,0.03687920687452093,-0.026812623059086948,0.031970358949526816,0.028620600938699153
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030743864253448966,0.004748364575982695,0.039735085453991376,0.041828636028004865
HALLMARK_COAGULATION,0.14184721245596466,-0.008407434475599152,0.08139375802238209,-0.02244262057847564
HALLMARK_COMPLEMENT,0.08483543946366658,-0.027235443109810093,0.07061903235750368,0.004142886440222281
HALLMARK_DNA_REPAIR,0.017519136296869964,-0.07863488072795168,0.05050891731569341,0.0551659528926332
HALLMARK_E2F_TARGETS,0.01623584321322535,-0.02525536230953244,0.056352702302202205,0.05153404407766899
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.024684386270054585,-0.034512058005507246,0.03922771689985938,-0.03615658321253629
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03648092928674243,-0.02027490516761987,-0.02110723439795091,-0.01855836051150032
HALLMARK_ESTROGEN_RESPONSE_LATE,0.043891236123989576,-0.09101111939060504,-0.006618219339004045,0.007801296398590069
HALLMARK_FATTY_ACID_METABOLISM,0.07576550478523972,-7.75534386587971e-05,0.003480170110402194,0.059141972508292194
HALLMARK_G2M_CHECKPOINT,-0.028077566877102885,-0.034362665159488846,0.05160840342385626,-0.003421049035789047
HALLMARK_GLYCOLYSIS,0.007414435299129007,-0.06591900729015648,0.0036625684407846208,0.029993247657435905
HALLMARK_HEDGEHOG_SIGNALING,0.03848678897874629,-0.09102797837053839,-0.047307161179874054,0.0574610224440311
HALLMARK_HEME_METABOLISM,0.04492045724383232,-0.06778152425573629,0.015100474727068772,-0.008579895451426359
HALLMARK_HYPOXIA,-0.014238359428806198,-0.0887554104028686,-0.026645349365871353,-0.04288208110761242
HALLMARK_IL2_STAT5_SIGNALING,0.10883710210300061,-0.02759371013245687,0.034385800694212675,-0.005112600414083419
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.1011589128775197,-0.0024527212981115794,-0.016664446648392322,-0.0834886176428714
HALLMARK_INFLAMMATORY_RESPONSE,0.02136309679447586,-0.01766774215779478,0.0468127622965561,0.004798277521089134
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.004206545706152423,0.019088780949139062,0.030705128357718593,0.06051601702991629
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.010206097349750932,-0.03890648446268304,0.04210478931661316,-0.0129488961407405
HALLMARK_KRAS_SIGNALING_DN,0.088067402527402,0.004020974784491537,0.02054120781967608,-0.04112272272531076
HALLMARK_KRAS_SIGNALING_UP,0.1291467465841354,-0.06977138314260586,0.03897453972084442,-0.05163681757065605
HALLMARK_MITOTIC_SPINDLE,0.05027197319112781,-0.029019960656131577,0.02410642257842765,-0.00688662073494503
HALLMARK_MTORC1_SIGNALING,-0.014316116739357237,-0.04883857744052786,-0.009209774598557725,0.05307994268175783
HALLMARK_MYC_TARGETS_V1,0.029106328664055284,-0.042022534168351555,0.07645418715238804,0.053718246014968093
HALLMARK_MYC_TARGETS_V2,-0.03119793141794467,0.007847409178381474,0.02542805344603126,-0.04636359832530356
HALLMARK_MYOGENESIS,0.007490944663092432,-0.009976639285783583,0.005623727291773977,-0.036410680647316784
HALLMARK_NOTCH_SIGNALING,0.02531600773319192,-0.05439460222744609,0.07922144750523874,0.018158517496398175
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.006120090555460163,-0.08879390324717475,0.02546471232993134,0.0733937408741005
HALLMARK_P53_PATHWAY,0.03768884196919025,-0.04443555101615961,0.04764510336037927,0.0020349954027395127
HALLMARK_PANCREAS_BETA_CELLS,0.03937542656348865,-0.08940835492083493,-0.04969190196652171,0.04695212902454752
HALLMARK_PEROXISOME,0.03852918595793789,-0.04891990268780663,0.04364454702025688,0.06996687075315136
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.043804477549027214,-0.08039016751852739,-0.020287171126609178,0.040319627141179
HALLMARK_PROTEIN_SECRETION,0.03014322285681921,-0.07656241953672824,0.007507255565092568,0.034731706639435755
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11940943718789596,0.03608171336264548,0.06723594542604196,0.08478587152844816
HALLMARK_SPERMATOGENESIS,0.02846635619692368,-0.0734383360917957,0.021820692781493005,0.0704921276702137
HALLMARK_TGF_BETA_SIGNALING,0.09154572851016525,-0.049454298560672745,0.05038562962589608,-0.035916271055465056
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.042330597287743944,-0.08143560084009407,-0.005461990063801669,-0.028805352215731234
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03131942496743986,-0.06165580567751077,0.044661704178723866,0.05051632506940696
HALLMARK_UV_RESPONSE_DN,0.006223177584554464,-0.08632220265863438,-0.037034800142904986,-0.06572881521031795
HALLMARK_UV_RESPONSE_UP,0.060427552224138044,-0.0968825087797654,-0.011213495396709978,-0.006852356716874936
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.02165246821419388,0.021456679172607573,0.019167170216300367,0.01815555769518727
HALLMARK_XENOBIOTIC_METABOLISM,0.06026959705117284,-0.03886035667405172,0.030481503070083744,-0.006804330265678014
