,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12250921691167686,0.021234565622985074,0.08307942064363696,-0.0004502208883944029,0.03489850347170105,0.01591723024933493
HALLMARK_ALLOGRAFT_REJECTION,0.11870401313817319,0.04644921221013435,0.058521551037312894,-0.02848505666330608,-0.011524455648657098,0.07308565373048416
HALLMARK_ANDROGEN_RESPONSE,0.08465993522819998,0.010861275597481315,0.09396847771231515,-0.01795230537113823,-0.03724267635009938,0.0663981629240076
HALLMARK_ANGIOGENESIS,-0.053856533831922036,0.05073026395488736,-0.0528616766122104,-0.0030155485575518795,-0.14335997592764912,0.012003213294431872
HALLMARK_APICAL_JUNCTION,0.10141168164269634,0.006880335596969283,0.09212109939414695,0.028770690216920473,-0.02019662990185637,0.0018341473110716842
HALLMARK_APICAL_SURFACE,0.1568983749109444,0.000621813392522445,0.11726242345293532,0.014400437589445387,-0.08951275932377578,-0.030514925142345366
HALLMARK_APOPTOSIS,-0.04250434485451028,0.02296976069084207,0.005191780825040053,0.006049139260045367,-0.07084889711590948,-0.008164756135447003
HALLMARK_BILE_ACID_METABOLISM,0.07197566205471073,0.006695443290332523,0.05666307344761024,-0.04742952344662672,0.08493970048827092,0.02616286330205799
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.029966246012003827,0.07459847895526422,0.10696349232823489,0.0022456046109848023,0.05064892651699504,0.005169174917428162
HALLMARK_COAGULATION,0.18710574309453998,0.02373334765085498,0.04947492050074346,-0.017543151686984042,-0.09942390073018616,-0.03523836370104088
HALLMARK_COMPLEMENT,0.039620533845483426,0.07754749916804234,0.10431920307072544,0.017353394696233357,0.042009772979120244,0.022772778557841874
HALLMARK_DNA_REPAIR,0.10598457916491952,0.020314108854828844,0.10043776537801137,0.061855802818627244,0.06603890766248413,0.03718253956243231
HALLMARK_E2F_TARGETS,0.05010130569210242,0.030407942006887793,0.04321907938143022,0.026615450190946174,0.09578231288190482,-0.008112475548028271
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07618360259305348,-0.020597617991361526,-0.011292476395008053,-0.02407480360381646,-0.11855300328529826,-0.03506653190016929
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.045891488868724996,0.004030423479739407,0.03489428917386461,0.06013269969690068,0.08433263255269982,-0.018712897454346948
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12201141503841413,0.05260003459846722,0.05329439199429204,0.03085362939725429,0.03406809987050549,0.012553082201004245
