,UKF248,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0650963600585333,-0.02452499862367441,0.006930218980535328,0.06053700511060697,0.012527288062013014,0.02461748402555805,0.013545202612961894,0.02759230928437379,0.016390586465453057,0.020310135229297564,-0.0037299558511273505,0.014504425248704007
HALLMARK_ALLOGRAFT_REJECTION,0.006208720163965397,0.021362964611312478,-0.04281052857320993,0.08832636098194864,0.08772982911237857,0.04872016263577164,-0.03404381204183664,-0.00511722109860463,-0.06651918131035783,-0.03144430489676446,0.014182646216781534,-0.12144168806850682
HALLMARK_ANDROGEN_RESPONSE,-0.054370484528140285,0.009194745960330672,-0.02440110818028898,0.08474797987832594,0.011389709456767663,0.08592435990426343,0.052550450272191726,0.0409120063138187,0.07959118578543906,0.05986139762929739,0.055287604994545075,-0.017969824085000894
HALLMARK_ANGIOGENESIS,0.037113293661851385,0.03503288856062025,0.09002069105661943,0.0351646259862236,0.07042209072074247,-0.0315966156038744,0.10390123810192378,0.03912149372017025,-0.05235929021446533,0.032924402893866354,0.00337669048754219,-0.011291237845580676
HALLMARK_APICAL_JUNCTION,-0.044165026413467985,0.019710568602783685,-0.02719873372676101,0.07963144436325408,0.008202866584761838,-0.05509000214858959,0.06987645535216146,0.006109829610220585,0.01661585498163915,0.055101756532010895,0.024572612302651817,0.025236234769868884
HALLMARK_APICAL_SURFACE,-0.05375797672717033,0.02920497438691114,-0.05441346459761788,0.07565378033346346,-0.011381276825272423,0.057047326442154385,0.07279877256977622,0.036841367093947454,0.015887727226377393,0.0618418792951002,-0.0980935893153808,0.028811864434179494
HALLMARK_APOPTOSIS,0.014600789695528867,0.03838403368616378,-0.028430359617446433,-0.018830494089544594,-0.017241444677557456,0.05836954719102708,-0.0072534284474251405,0.08211564709058512,0.020794237689870834,0.012464598153791225,-0.004308318162526198,0.014805374651470663
HALLMARK_BILE_ACID_METABOLISM,-0.0055341931599116575,-0.030618683258253947,0.05741394896936914,0.03922634232931801,-0.05752274375405999,0.10997110524071643,0.025289633475453183,-0.02362445536618816,-0.00332635920209451,0.05064614019938376,-0.049525765456151484,-0.042823439679028616
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01134780437405592,-0.012187436074690838,0.019252946838071088,0.05449330886606212,-0.0009502046764676099,0.016788249867605517,0.03593413157116278,0.00853571231628986,0.08124265446494035,0.109731720926719,-0.04803396004372026,0.04158016788615957
HALLMARK_COAGULATION,-0.017344343495133214,-0.04369383304445986,0.019891531420138806,0.07856064179658857,-0.009211309612367782,-0.03388036436575807,0.03993430586485598,0.00786360536372217,0.02725901271723296,0.029084152494052922,-0.01797703243931145,0.04785678270462101
HALLMARK_COMPLEMENT,-0.012228650984787752,0.04805008454802872,-0.03183147479644534,0.055347931393056035,0.046462938405007585,0.05606017599886957,0.011465726240031384,0.08041237905331863,-0.027331628485096814,0.11421494567316796,-0.00969265814382696,0.056542422172411864
HALLMARK_DNA_REPAIR,-0.03465890322974247,0.018062058148426152,0.0035043960037942773,0.07323533284147289,0.033570667575126986,0.00521786361792409,0.04721136238236236,0.024759195547735653,0.04777033902756136,0.056113175919379664,0.01685750391059611,-0.04142218869199626
HALLMARK_E2F_TARGETS,-0.039523116543364316,0.04339266106842403,0.01614958117187093,0.07150814942896516,-0.0010951008831291598,0.014811138453760392,0.05730591354805675,-0.003761349576504045,0.042334509407892684,0.061684091821310655,-0.001382192460093701,0.056672197668435
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.029569490146830617,-0.02567365564500189,-0.018425211718353467,0.04271178403494357,0.08598338817753261,-0.06341565356361334,0.15136736189197905,0.06562468781698413,-0.042303518153474155,0.018529991293090593,0.0584684823193998,0.015001316133286584
