,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.001564222899085058,-0.0063444645963486365,-0.006906426319056209,0.2652385947817734,0.018825566636940076,-0.08032732879084109,-0.0149402617972091,0.02822596931487422,0.054961815547876235,0.023281047268135388,0.025048861565335586,0.05714553100998509,0.08148731582797797,-0.013311786203781423,0.06186304264967988,0.01886208623687459,0.10621420755196392,0.1002318143883604
HALLMARK_ALLOGRAFT_REJECTION,-0.010125588668285777,-0.0016287501900450166,-0.02755782866424057,0.1562686580678715,0.020778939639078658,-0.058950778309062445,-0.00784063032556107,0.0241527715037608,0.004834698514001735,0.06903072331594969,0.022318487704163642,0.023147075863983818,0.08988018883518277,-0.03336428598571932,-0.06753097382508376,0.09671070580968723,0.10156150020144321,-0.005366889190116516
HALLMARK_ANDROGEN_RESPONSE,-0.02537004154966823,-0.002699202824547511,0.018179203117031518,0.041961385011645404,0.013152972046252681,-0.0607594543180426,0.0037669183025853606,0.03091695456958855,0.10539050934189179,0.05745957961162122,0.0053588626845521075,0.0743875951579843,0.04586354909521082,-0.012959384256075176,-0.008085249972938219,0.09947442582733092,0.041489631947405896,0.021738150083031146
HALLMARK_ANGIOGENESIS,-0.07632286478827592,0.023486866023796637,0.059331911713534975,-0.0921510560437877,0.04041767794840897,-0.07792826736605449,-0.041794743676640544,0.054199481019972906,-0.046390773192116666,0.04577064303476318,-0.01075347198176653,0.010600381422208916,0.08975141195646046,-0.09971407410957468,0.007005975927882405,0.06852646072927455,-0.04957034756317694,-0.13498736659569927
HALLMARK_APICAL_JUNCTION,0.00011962504916036322,0.021347461465337413,0.05943862597894614,0.12573409497019314,0.015071076264286729,-0.09646783407213096,0.004783912983629593,0.029566892800683458,0.12635415111279216,0.05729463470274587,0.015131647533261162,0.07151086498856116,0.08549214547848513,-0.041127738613445014,0.011266103007760932,0.11979990655462448,0.0907560724811426,0.10095020998304885
HALLMARK_APICAL_SURFACE,-0.010069125730996477,0.04635208719112855,-0.033554648679359006,0.17949161573291827,-0.060023079120784195,0.03546528910797744,0.04061641253545077,0.029508868465355435,-0.045163028613180785,0.1142640149414863,0.03180111858141973,-0.03885138213726446,0.06676591620396634,-0.03745680360649933,-0.0012314593966274723,0.13012853779167907,0.07022914039669702,0.05835718149405064
HALLMARK_APOPTOSIS,0.04811333760497192,0.016568862389742547,0.013946132549275946,-0.22655503148288308,-0.06086894657909239,-0.0807637833217649,0.01661150903431807,-0.006579636149369458,0.059375080915715056,-0.04779954601570147,-0.006138276526041572,-0.06356937493069754,-0.027290144730926967,-0.006135355336921624,0.035222437670121697,-0.04317832754537023,0.059969258117214666,0.08539267507237507
HALLMARK_BILE_ACID_METABOLISM,0.020282994657080344,-0.0026191990358312317,-0.047544762434947326,0.24980666572778307,0.019920966593649024,-0.04905451717811979,-0.002350794050035535,0.04672587748644747,0.04710676802305395,-0.06706969950788516,-0.015451415954347937,0.06121541954155893,0.0808761041944728,-0.023516897188682533,0.00881817413179843,-0.026406428271885204,0.03149108396543713,0.15492941822869108
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012836050218465005,0.008450457356205905,0.027769980293602097,0.17758692334745937,0.03352261719381424,-0.009151334559522656,-0.02320408833125071,0.07989986424183708,0.052631580394442344,0.03307383995171838,0.015180935411210952,0.025520245556175943,0.0120901826792562,0.02543192925653098,0.0040836217305892045,-0.05970175457825502,0.029647495710977023,0.1909678318748503
HALLMARK_COAGULATION,0.012406397722344776,-0.003919326848871609,0.0031903007898131776,-0.027532702683477957,-0.04411924063687341,-0.05814173209780733,0.011566736462835568,0.04804839021627206,0.022057922047475174,0.13985773079492836,0.026419557560916275,0.1136803539980866,0.06274185692899252,-0.006902006475919485,0.038234768444336806,0.11513145955474124,0.07546039342312207,0.05149762617191677
HALLMARK_COMPLEMENT,-0.009513167267942057,-0.03638693102273595,0.02091450578124394,0.024988191187038284,0.028645076281310345,-0.10614743799776491,-0.041680803037314106,0.04426902792018042,9.380585377753577e-05,0.036472197106260304,0.018372811360230744,0.018006294834799444,0.11176157998257367,0.0030768093584930606,0.03322164826439203,-0.009196232400506042,0.08572070219998838,0.11364527912306051
HALLMARK_DNA_REPAIR,0.013366740185409412,0.02350057268835595,0.01701674609867767,0.1275990588110674,0.03599563434567722,-0.0939726367783582,-0.02487132831744134,0.09770714782577784,0.09209650266425623,0.07798033951415644,0.04020120803098947,-0.003415980926936809,0.0519010937973194,-0.004273585612903604,-0.014066202257177689,0.0253185514215971,0.023112485595774668,0.157489424688604
