,UKF248,UKF313,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.06317594279468401,-0.002574027250279822,0.03684422154398024,0.06760112726231342
HALLMARK_ALLOGRAFT_REJECTION,0.06671163667155144,0.0015516931023212936,-0.008751536518130688,0.01611028598710471
HALLMARK_ANDROGEN_RESPONSE,0.07392577107100275,-0.01865053847670167,0.0032298075513056807,0.04708536790538044
HALLMARK_ANGIOGENESIS,-0.031882009746460396,0.006093320365767128,-0.023411517130499184,-0.1075628235881743
HALLMARK_APICAL_JUNCTION,0.10639917119318527,0.022802223811602795,0.04909758903916936,0.07445035805422609
HALLMARK_APICAL_SURFACE,0.12066996510750574,0.05316408869785653,0.036245902445778765,0.08802986884945445
HALLMARK_APOPTOSIS,0.017396609387508994,-0.0072681717073891485,-0.030790026350515178,-0.02892092846108766
HALLMARK_BILE_ACID_METABOLISM,0.02030242487718087,0.0007524236196643933,0.08126349785448224,0.046598669916872636
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05958011389689803,-0.003588145105981341,0.020662963403432197,0.06940746056584092
HALLMARK_COAGULATION,0.07074928688392476,0.08265952876301583,0.028865831483986776,0.05482424283862471
HALLMARK_COMPLEMENT,0.03545303776587552,-0.01882080201858338,-0.021194308203158214,0.024480583234982773
HALLMARK_DNA_REPAIR,0.10559542579342154,0.0020739610112360824,0.027656482635904697,0.07457258484144295
HALLMARK_E2F_TARGETS,0.08943398381326172,0.017863479268472027,-0.006368516365644498,0.02768559349764992
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0400451578764569,0.05889217455746959,0.04435734499317988,-0.06518494828022345
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020254910032217188,0.06752416530291762,0.05634368388433156,0.01713721007060176
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1182302430324699,-0.018006596377449863,0.013366653744227752,0.059677937568009286
HALLMARK_FATTY_ACID_METABOLISM,-0.00033495169049601095,0.04217848207994929,0.028014847334139264,-0.0655351261972134
HALLMARK_G2M_CHECKPOINT,0.09693639640330899,-0.04446045919042071,-0.004327870257988157,0.0026331413422990015
HALLMARK_GLYCOLYSIS,0.039800592027157,0.03383067762668273,0.032922209790020404,0.030558520158284804
HALLMARK_HEDGEHOG_SIGNALING,0.08308560053469008,0.07010105777582147,0.026090399630561225,0.034354065656036825
HALLMARK_HEME_METABOLISM,0.10240979726655952,0.017045503289435198,0.040821516892834614,0.0819218910355825
HALLMARK_HYPOXIA,-0.05710353714787267,0.011175964187353806,0.022285657828175782,-0.051885157109087726
HALLMARK_IL2_STAT5_SIGNALING,0.02526084030706825,-0.027788055425678887,-0.0022509635334577406,0.0045601112401648936
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.009975816669139855,-0.04486075783907561,-0.014595646483084842,0.006292406639399879
HALLMARK_INFLAMMATORY_RESPONSE,0.0565451777913396,-0.010252561598335987,0.03583771336894595,-0.027771232429313102
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07808100513133667,0.03021487322816967,0.02501078714858268,0.05919084538611916
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07316868742050966,-0.06529948913218984,0.02230550639656241,0.013266316604593022
HALLMARK_KRAS_SIGNALING_DN,-0.0031194278310572015,-0.03075675157783127,0.05117144107934495,0.06945005358015499
HALLMARK_KRAS_SIGNALING_UP,0.06674584510380446,0.017160619199462747,-0.011748322908565347,0.04247861436228479
HALLMARK_MITOTIC_SPINDLE,0.0948623868163619,0.0066736772384656156,0.04997895319451193,0.04557457228379773
HALLMARK_MTORC1_SIGNALING,0.009210338369017213,0.03486694329028525,0.0020456392093917285,-0.05638803650239604
HALLMARK_MYC_TARGETS_V1,0.10728995585489752,-0.00455348860598018,0.018885912819873972,0.08093951080428737
HALLMARK_MYC_TARGETS_V2,0.10793326991172696,0.0014911159497038831,-0.004418031605893435,0.037558742112393
HALLMARK_MYOGENESIS,0.06949709751485475,0.013161575174938704,0.04385837021572737,0.08043863527336531
HALLMARK_NOTCH_SIGNALING,0.0874806343890471,-0.017369335504308712,0.0205459497288673,0.07893951113073651
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10917394131387803,-0.007119677768705717,0.028839749708335582,0.08400207803019001
HALLMARK_P53_PATHWAY,0.0411964140393987,-0.003860265145959812,0.02108932234824043,0.07514774485719879
