,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06993731001090582,0.04627505395239687,0.006671649972175761,0.013248227342438237,0.12510905412750983,-0.013578697116633077,0.02921186037790722,0.0837865274896123,0.02463705987352477,0.08234470738799238,0.09010925625720073,0.04847367537907434,0.04010309524587615,0.12397913273412847,0.07141612141881767,0.04863629705801607,0.04824100844450589,0.07803313187532972
HALLMARK_ALLOGRAFT_REJECTION,0.048658450698707036,-0.01966171030238044,-0.03458850088702129,0.0032254933791850396,0.07249665965312094,-0.05631632602671667,-0.028959648142095732,0.11928923196399466,-0.014438488366235359,-0.10199566182387966,0.01457703745727177,-0.03672383122358732,0.047125444010207136,0.038027107541085396,0.019480530071655337,0.00888303101723296,0.06789225255758125,0.020158387507144056
HALLMARK_ANDROGEN_RESPONSE,0.09626834087183879,0.04352859616713311,0.023593502437764192,0.04870344986017936,0.16979937074084564,-0.09786580252615049,-0.06317000707875953,0.08818751415183115,0.00864561746709281,-0.06923018562318503,0.0038662927619526567,-0.05149558485906207,0.0600842839451056,0.11801604840011728,0.04932116570984939,-0.007882164451442866,0.04827820213298628,0.1324659864883591
HALLMARK_ANGIOGENESIS,-0.05395636842172793,-0.04792201010250698,0.06266378506966637,0.07349740029297282,-0.20300375649132754,-0.10959706953689269,-0.03367836314983206,-0.13446426071787296,0.07102837582712115,-0.13749458146538668,-0.1518111862925871,-0.14140449599405772,0.021792110537930457,-0.021694042875783116,-0.01977652962919275,-0.05585312628341621,0.02067198134384783,0.030728969191541156
HALLMARK_APICAL_JUNCTION,0.05731035169638134,0.02768688494321115,-0.001721481273570919,-0.03296778379881487,0.006329365518274186,-0.09470518119827533,-0.031627497757968824,-0.0818758879189853,0.013704892376184791,0.008944559393393536,0.04673259196018486,-0.07206336550609392,0.04661188047546938,0.14408017013062296,0.06394287848943214,-0.008178609542184053,0.02447141666843407,0.08201601728228412
HALLMARK_APICAL_SURFACE,0.16166988631650633,0.04395589766731686,-0.014698686369872992,-0.014708114129983099,0.0476224116353682,0.06749100927102547,0.0606837720441947,0.06034426092302707,-0.02731610641820075,0.05093863365434446,-0.034214821066053926,-0.0425472998949268,0.049331604247486956,0.11832142741563662,-0.0006692207872425305,-0.017028248408578382,0.0034929110738740037,0.07712769470791515
HALLMARK_APOPTOSIS,-0.04019497515248008,0.009043398099374413,0.0042132915291612635,0.03327046859865786,-0.05448019329763042,0.03149874368325156,0.019169993966461324,-0.13635546108421898,0.01691054439099441,-0.030422925626086884,0.09644514221464293,0.0955347727791893,-0.03580052636314604,-0.02073667059233242,0.06500776225821976,0.07912963931130344,0.05252100446799842,0.03674616766625129
HALLMARK_BILE_ACID_METABOLISM,0.07578785905831224,0.08341644315333872,0.05156236527822859,-0.04937819443414499,-0.008154483729777213,-0.03967624542686457,-0.03779848535543934,-0.025941438941212425,0.011446820419288486,-0.0013444323292647602,0.023704323058429858,-0.05148273637022188,0.04704187065618974,0.08736781548248247,0.031784899125276385,0.018553230948123667,0.004051081229558024,0.01054480539657637
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.042720947872429534,0.08250870434104454,-0.004136255350182241,-0.005357726875200455,0.04429659917443934,-0.09807081866012854,-0.05922515294165694,-0.10834156239910162,0.0016758694403070623,-0.06277091838132011,0.07629558120258964,-0.12039036162302397,0.059887798159399014,0.13913968523517256,0.03497661525899409,0.06056851106069581,-0.013051615449869233,0.07347148426214874
HALLMARK_COAGULATION,0.04029441611174347,-0.004368730056456522,0.048225402114861475,0.00881639548347198,0.008824625680793305,-0.08574101112319464,-0.09311552238997664,0.004491627129902806,0.02459827516565126,-0.12087458804802907,-0.12316746951966229,-0.10147336456979593,0.0832403261841541,0.13925833996671483,0.07213487555869036,0.08739654906919023,0.033202193658409825,0.07891333508592206
