,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1273168910878977,-0.017896460010229834,0.05424626494566475,0.043791078753523935,0.048699058152042785,0.03038104981902291,-0.0006448332323611705,0.002581547384772273,0.0172048085221091,0.05071230146236068,0.060522132294433574,0.06596232719946028
HALLMARK_ALLOGRAFT_REJECTION,0.003800316850563698,-0.08361965018916043,0.052848389997328715,-0.030149139182230764,0.0030024616631726202,-0.004718828281542345,0.07836045918819821,-0.00939602565676651,-0.038717712117251855,0.0029885630470459974,-0.05127803980361955,-0.013287586168476188
HALLMARK_ANDROGEN_RESPONSE,0.08403652345533386,-0.06505239845035739,-0.03544595844090257,-0.001256700182382461,0.006646019171098433,0.014725374321958166,0.06536778189176404,0.005535855755911401,0.07930046072266274,0.04340307637025904,-0.04226401891073575,-0.00560863364469703
HALLMARK_ANGIOGENESIS,0.03979038955146544,-0.02750789201240097,0.04326565950121019,0.016515848206153965,-0.0378694927882382,-0.022370375000157424,0.017224191195630744,0.03914479511832852,0.015946443646961253,0.07075399771162774,-0.15853390705366147,0.029710660179498586
HALLMARK_APICAL_JUNCTION,0.14126146161056227,-0.04478498104822742,0.03961189110533276,0.03479062701639099,0.016835587634028377,0.01112116950421587,-0.027552590280189658,0.025278779933653767,0.031033041412192063,0.03386208873267004,-0.038400372857774936,0.03865984284974414
HALLMARK_APICAL_SURFACE,0.18742879100540344,0.009039808535193171,0.01943962768717239,0.03933972754111184,0.015107749559835857,0.03518864759491214,0.002089509481187607,0.037375668560254045,0.035981932153707305,-0.014249748136348854,-0.049328355995764434,0.013246295208543044
HALLMARK_APOPTOSIS,-0.017701886654859864,-0.0393357347787318,0.035002189869118794,0.032391626559903915,0.06469074335028117,0.043601536672605475,0.01500568132307002,-0.0466687942715621,-0.06201566557928209,0.030234290481391715,0.05494366309750608,-0.019094378384782295
HALLMARK_BILE_ACID_METABOLISM,0.15900922612491108,0.08045539135689009,-0.0014995333066618476,0.0633766401687317,-0.005592208078954277,-0.009654769261891974,0.008321552001226223,0.009338753130792807,-0.013567895384211569,0.03725941866985196,0.026424165270811623,0.044850172713287895
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.199272989491761,-0.017135555055062143,0.07757987605081894,0.051371776847607575,-0.01761208097335649,-0.027223544092266908,0.020319777276216804,0.02624938539505371,0.01727651297220283,0.06765209481657511,0.1314793349805965,0.03768935252349311
HALLMARK_COAGULATION,0.10529350896077838,-0.04258402471182919,0.08195496310911614,0.04294079504815723,0.030992113507106043,-0.009110188125998984,0.014259524522489271,-0.021285919352589364,0.026946831642914063,0.0613548456049737,0.09143329408728411,0.03384874765034592
HALLMARK_COMPLEMENT,0.07554330024752577,-0.048473764474792125,0.04093276822631478,0.022622777732753795,0.06269539587839315,0.02353942328724695,0.035919466126578405,0.005235382304398691,-0.011192353827616786,0.06267568589601842,-0.0004242127512625488,0.03644399547264335
HALLMARK_DNA_REPAIR,0.14368060907937427,-0.04551294428898933,0.058283839247425945,0.02662586298199044,0.031045014988038324,0.038472519446264335,0.053057824584912,0.009504128632503769,0.022348307976269233,0.04559204044402856,0.016230487596539323,0.07452703067384998
HALLMARK_E2F_TARGETS,0.14466779308427186,-0.02074178090972413,0.026299238016058078,0.0012741822042082334,-0.04703088296014386,0.017806399063756067,0.04116059683755062,0.06739465936242924,0.04659051132808386,0.050464840687898714,-0.041476337909757764,0.014910803515458326
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07283084668468238,-0.04814416637104194,0.018201139965155173,0.029794840742281493,0.028872934687191733,0.01328145413065115,0.008445650375325386,0.012099842534103619,0.03169580388363186,0.044683774892766766,-0.14647487020546804,0.02233808196421158
