,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.036059532834693674,0.03280713274516824,-0.001804140972510564,0.07585504639714163,-0.025399191948994426,0.08909288984685029,0.048202146855623046,0.0687146105571615,0.06899196852557928,0.028253667674392222,0.03754903397652376,0.023011649349813076,0.037390358319937145,0.10346597413147379,0.07944172960389223,0.09029434578443139,0.07764813706022024,0.1284068301999845,0.07979815669205051,-0.012497455519828754
HALLMARK_ALLOGRAFT_REJECTION,-0.02244594961841442,-0.0574090671033231,0.0038564555137023714,0.15166450923299418,0.0040290934318558584,0.05912354129273044,0.07427600003607403,0.14387637720344099,-0.004725443104336721,0.0012036349041562094,0.03257112725768395,0.028871322804457245,-0.0606588488177972,-0.012269959156383946,0.02135688431416853,0.07797368286604979,0.04020679316487156,0.08518976990287498,0.020573805577930548,0.07953562502268544
HALLMARK_ANDROGEN_RESPONSE,0.036106708635107114,0.03556137994878349,0.017702393134217995,0.05978021875993292,0.008407904153962116,0.024448067927000636,0.05298092407263682,0.11444251372186462,0.03152052617463816,0.06178668147468522,0.06865963053753178,0.057798937674895134,0.05238521433465173,0.1002212824942739,0.028330848931938945,0.006020522269574339,0.04926759435544658,0.055521979930293786,0.054048111511717914,0.017428867673208
HALLMARK_ANGIOGENESIS,-0.012672902666606024,0.06105825062150299,0.021733399808669607,0.0663629388252803,0.007059192139272458,-0.02304966675520423,0.09332253265747793,0.1880489582877814,-0.029366695470388077,0.024616342707087797,0.08610239145621981,0.00610421464315903,0.10658078095394678,-0.04739352297297775,-0.04174601813827399,0.10855289748121104,-0.04726552038507633,-0.12033082796486426,-0.008518657402366028,-0.040020752054913636
HALLMARK_APICAL_JUNCTION,-0.048483688691788596,0.0382356026011904,0.029468565996516847,0.07897134876951936,0.006126697476669166,0.14675829001400034,0.09623174392338202,0.1720609260315682,0.016656257180234064,0.034855444244479464,0.07795644060562096,0.025925532419800373,0.037398863233190374,0.13079442603882513,0.06975259172572029,0.07274034202062261,0.07031506612433783,0.05506841567947712,0.07304616626918899,0.029832827971451294
HALLMARK_APICAL_SURFACE,0.03346621025877361,-0.013832335703973679,0.03606941585188858,0.06195794736831151,0.04383086035471122,0.11856485923899614,0.05168881141700026,-0.07202107332534703,0.015542981612123509,0.01739302337649884,0.009057598357526822,0.010633799273358441,-0.026979908762396,0.05654253220825817,0.03757547648826615,0.0763330665381437,0.0015781581280682163,0.002977023861915771,0.08329120003248079,0.014262275665219032
HALLMARK_APOPTOSIS,-9.375229998778096e-05,0.014487846505196146,0.005462985655505223,0.024413392913520144,0.007164654755709576,-0.09564604744566775,0.03552358545605695,0.03716709648606706,-0.01002392659026564,0.02671174707236567,0.05215281613167275,0.011902074691311349,-0.02394012043117973,-0.014104156597885721,-0.048539736623124934,0.031565257726519115,0.02700517300368093,0.06028407239650209,0.009190925157818757,0.05280429840806261
HALLMARK_BILE_ACID_METABOLISM,-0.04218026358688516,0.03557920796130803,-0.006780059733026129,0.09117751370299403,0.035768340924675394,0.11520117322769544,0.07792292949204227,0.13517928813594055,-0.0013798590846126808,0.07909095086429851,0.11195610813487324,0.01167900148496203,-0.006144920863120032,0.09193267912175025,0.08734280108211148,-0.01631256532966854,-0.01350681835338614,0.14332500163231401,0.12660661255612024,-0.028012132879971733
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01126024498517881,0.045244117979251056,0.004959975378501922,0.07144897635198552,-0.005162253330485889,0.10205698254962013,0.12743504653844911,0.03830027367681935,-0.042563302443024614,0.021327865970263905,0.08869654916206814,0.05316302339185227,0.11290984045125903,0.0933870406572894,0.07279926962744004,0.06949660830580356,0.07528760343593784,0.12890740936108883,0.10994414241861018,0.06996729930209296
HALLMARK_COAGULATION,0.06594433183938196,0.0466777336543041,-0.014560168836899548,0.12074677262629879,0.009766496330153761,-0.0013390720700442147,0.07402264876733135,0.148047374249337,0.02779762157378248,0.03561955303919126,0.09948419938492473,0.047610627971153556,0.0073477931768375524,0.07599688924624745,0.061296055051836544,0.12401577903595626,0.02239725813541051,0.03076384351423895,0.03943922010388515,-0.00937570486035066
