,MGH258,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05311106964955206,0.06666714400784636,0.018481479072064693,-0.028968696639531805,0.09534581665463199,0.004522592858486491,0.002542913013992582,0.014885903529685194,0.004211287694754345,-0.0253726410396896,0.04115904717795092,-0.0218933532084008,0.025043656508765593,0.12945889536124386,0.16174301422451018,-0.005906838306491247
HALLMARK_ALLOGRAFT_REJECTION,-0.022637431518573645,0.06550869372607264,0.01771038043360999,-0.006354847924483496,0.013426962619687502,0.04021090372373827,0.017050817672625493,-0.008001254030474844,0.07329253819955418,0.10973849906057748,0.11398149982615845,-0.031696485186525666,0.05311303733011511,0.08171230569163354,0.03138685865456703,0.03958772545978223
HALLMARK_ANDROGEN_RESPONSE,-0.04079773854919011,0.04757467920259005,0.04248842069700175,-0.04123118447596669,0.018906334620462106,-0.010310041454089855,-0.024175111485909496,-0.04114492544633058,0.021823934638758802,-0.0426715823708138,0.03288929910382806,0.05674272512359045,-0.03285624697335398,0.0879607583420402,0.1837687113249879,-0.005095258166017899
HALLMARK_ANGIOGENESIS,-0.015867347131659486,0.03164013954372418,-0.06099683246622377,0.02900625392026754,0.0235291914262037,0.036736252194412934,-0.0729549480809384,-0.014463605061866672,0.03845824488824195,-0.0021106294514944444,-0.029112595494496015,-0.05014263470834462,-0.026747807620217664,-0.023456540998759906,0.20110861471862365,0.03303891072141584
HALLMARK_APICAL_JUNCTION,-0.000732519180999394,0.02637724473575252,0.07193258828848234,-0.04971406495620932,0.0402626247854341,0.014421804392475843,-0.029858775498330065,0.08010029434654169,-0.033173038034624854,0.019453535014773274,0.0416982059778005,0.004222299396315631,0.008895332373524618,0.12849276560280462,0.18358920051178648,0.05377092695802944
HALLMARK_APICAL_SURFACE,0.06493514500949454,0.0731163304356259,0.04570381178481024,-0.008662926994264897,0.10616909838408388,0.03065865523235348,0.06120790875815293,0.02605528664578427,-0.02598813453191462,0.028173006366979263,0.034832703179495224,-0.00609636059726152,0.007560023505805251,0.11924111962466015,0.11278403869063525,-0.010782247834436359
HALLMARK_APOPTOSIS,0.05604689134041204,0.05671966198016056,0.04017614655782093,-0.027419998841432085,0.05066369540166236,0.0025049400877709955,-0.047026269510408863,0.06353408315633244,0.020265768873844084,0.012505809548590931,-0.012374701333043681,0.05098346722253523,-0.036954513848014424,0.009050669722147204,0.06341143079497888,0.01015145198223417
HALLMARK_BILE_ACID_METABOLISM,-0.020327200812986564,0.03340934730091811,0.013586822516456803,-0.07378693942490268,0.00768608059372504,-0.02350586589860651,-0.014674882764251449,0.08654428108096744,0.033711254470619796,-0.06550362292388294,-0.002048133679080719,0.0468548419273222,-0.0415846350174894,0.15284329419377643,0.10995512359976009,0.109584461900281
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0463467661355432,0.03720860313266899,0.017006478552743547,-0.022094510787103852,0.01743442860527191,-0.017553516169791724,-0.03599222246801441,-0.019205604145638534,0.03394839807612177,0.03274553146067212,0.016345508164652398,0.046239010123428584,-0.053595820068552395,0.12072452159484112,0.11060276177341766,0.02458926208053982
HALLMARK_COAGULATION,-0.02733519864009003,0.024070594630704854,0.0649239384916285,-0.03945643105468127,0.03567020223095244,0.010484999669508463,-0.05450028459889008,0.0049030049428475265,0.07183548915889461,0.0343307186539774,0.05900618246578614,-0.026569872917253257,-0.0042580429883851785,0.06410109009511372,0.14296881665146693,0.030839422690693064
