,MGH258,UKF296
HALLMARK_ADIPOGENESIS,0.015271482385383447,0.023052951494107517
HALLMARK_ALLOGRAFT_REJECTION,-0.04253739552434255,-0.03460899025481311
HALLMARK_ANDROGEN_RESPONSE,0.06194432389878795,-0.011659440856599802
HALLMARK_ANGIOGENESIS,0.005791055842776845,-0.00517669068641805
HALLMARK_APICAL_JUNCTION,0.0640186576846462,-0.015528175594988215
HALLMARK_APICAL_SURFACE,0.008770698427536808,0.03984260073582091
HALLMARK_APOPTOSIS,0.019706457415676858,0.011240743690331982
HALLMARK_BILE_ACID_METABOLISM,0.05568940646439401,-0.03353691130838652
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11189867087985053,0.030437366956293798
HALLMARK_COAGULATION,-0.06332081526548508,-0.007091471037038632
HALLMARK_COMPLEMENT,0.018672396591436446,0.04452681637034678
HALLMARK_DNA_REPAIR,0.11218310387283546,0.02278205488556053
HALLMARK_E2F_TARGETS,0.08441197473517048,-0.011568385336116203
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11363318781471131,-0.007658253293756477
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022885511458316615,-0.030646396938478173
HALLMARK_ESTROGEN_RESPONSE_LATE,0.026507723488105248,0.02868053002966265
HALLMARK_FATTY_ACID_METABOLISM,-0.011882401073391476,-0.018742972105618882
HALLMARK_G2M_CHECKPOINT,0.07621797280761179,0.024675507899351478
HALLMARK_GLYCOLYSIS,0.07638175093859698,-0.019390651244227484
HALLMARK_HEDGEHOG_SIGNALING,-0.0001390193446165385,-0.01592437448707524
HALLMARK_HEME_METABOLISM,-0.0027212989847047613,-0.024868032459671136
HALLMARK_HYPOXIA,0.06924652902026159,0.012867305635038488
HALLMARK_IL2_STAT5_SIGNALING,-0.019712677473331424,-0.02844680878933594
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04456620355714674,-0.06421243215900983
HALLMARK_INFLAMMATORY_RESPONSE,0.015248458139710493,0.00979128980534554
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.048369351678318274,-0.02013765375568331
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.034933950581773204,0.07147731359207504
HALLMARK_KRAS_SIGNALING_DN,0.006304289802050163,-0.06206175209463931
HALLMARK_KRAS_SIGNALING_UP,0.008687223986568167,-0.0620825652536989
HALLMARK_MITOTIC_SPINDLE,0.07042810764649972,-0.008701783702425981
HALLMARK_MTORC1_SIGNALING,0.08238730108703823,-0.02346195498990093
HALLMARK_MYC_TARGETS_V1,0.07440814723752327,0.008440239451256977
HALLMARK_MYC_TARGETS_V2,0.02971203529457406,0.04691488253230311
HALLMARK_MYOGENESIS,0.03689497160254909,-0.006978489462297465
HALLMARK_NOTCH_SIGNALING,0.11898743245242822,-0.053516943395494766
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10146035281834813,0.027407984211324985
HALLMARK_P53_PATHWAY,-0.017472350518978576,0.0016666640254117016
HALLMARK_PANCREAS_BETA_CELLS,0.04661496804827472,0.015121824373238045
HALLMARK_PEROXISOME,0.0048752605969294765,0.03719880841765913
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.049067766997526525,0.0151756893840701
HALLMARK_PROTEIN_SECRETION,0.09964919664169854,0.00682142802667921
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.022438652061646643,0.027372597424672882
HALLMARK_SPERMATOGENESIS,0.07273796143376132,0.016197594674428425
HALLMARK_TGF_BETA_SIGNALING,0.058443289469290914,0.0037129962853269323
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.004249838551928997,-0.02334670093868408
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07080929210504787,-0.02287036917609221
HALLMARK_UV_RESPONSE_DN,0.07642838025026717,0.02304634415203928
HALLMARK_UV_RESPONSE_UP,0.06256003832409579,-0.02475142703571389
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05310379238762595,0.05225156956843293
HALLMARK_XENOBIOTIC_METABOLISM,0.0526356459260711,0.03321858542818805
