,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.03904617820062296,0.03246201713556198,0.043386391277352214,0.012133890617894822,0.10881878072487405,0.04086749905328289,0.03451051037219085,-0.01325902961577874,0.06371960214886076,0.014906421007356407,0.015462752345987566,0.13757902013109025
HALLMARK_ALLOGRAFT_REJECTION,0.06936726602384624,-0.0044825086027627786,0.009747092111973426,0.02733863645509735,0.10727025865000404,0.03247931482601777,-0.01761038265935805,0.045937059409650316,-0.023652725460050723,0.024600988867307622,-0.0062824156966632015,0.08194847569689792
HALLMARK_ANDROGEN_RESPONSE,0.08185509144050838,0.0026087095754734335,0.023710795622238965,-0.018383823977558434,0.07938442449011814,0.049930388761349954,-0.04004101125148356,0.04750042565913131,0.022807697315738198,0.02351674084142282,-0.08118873387144518,0.10132073664148533
HALLMARK_ANGIOGENESIS,0.07336057159102492,0.09972685393812356,0.010367934340774407,-0.02932821717001399,0.12159921563092863,0.03497421010225211,-0.03864750020614575,0.01123553128303603,-0.061474103904493795,0.0007269585889954188,0.0006665813474822789,-0.019159661988947196
HALLMARK_APICAL_JUNCTION,0.049771673573673576,0.058855439161296534,0.05899940686033825,0.004707507870791655,0.13999856912420378,0.05451704356001555,-0.03667861011717134,-0.0100561160145273,0.07378417038390692,0.027948139581548154,-0.03189761954024732,0.14209245967134831
HALLMARK_APICAL_SURFACE,0.032991921099687516,0.07167851217578747,0.05460331419174966,0.04045477177742418,-0.01001473927465763,0.04016125106555424,-0.0032732457690229227,0.008466638408653885,0.043212527811146574,0.02553612360614215,-0.02347781708893513,0.14996744414818897
HALLMARK_APOPTOSIS,0.016796927119548128,-0.0018770656570447504,0.025697061663514487,-0.05553966707195784,0.062187672823265226,0.006348956097962548,0.04568010765254933,-0.031269703256880894,-0.07127647661313931,0.049746363359387556,-0.0011803862017921525,0.05760733807898397
HALLMARK_BILE_ACID_METABOLISM,-0.0247623532807113,0.009981347624067567,0.014997357024807258,0.03299356437924496,0.10368743343336716,0.005124614404698511,-0.016861203023987217,0.00779943614483709,0.05941827983941347,0.0597166547557317,0.0055160812984765975,0.07606018263030563
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.019708152030659818,0.04825794496577032,0.009786159997729164,-0.0273934633630517,0.04102141405541547,0.0019315781973549913,-0.006085905142771825,0.03364024332411119,0.09747366911873928,0.03010256144893008,0.022203299419026528,0.11416762790710287
HALLMARK_COAGULATION,0.09756522570544654,0.032895680635152934,0.021292973623553268,-0.048386048512103354,0.12920663464646914,0.052573858213536225,-0.013122239458553123,0.05046773683177918,0.04541519034990853,0.06070058811905008,0.027123096756905395,0.1402584943374933
