,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.02711938456936176,0.016354022627363813,0.06309150134082635,0.06717660612140836,0.02443109653415249,0.1200282118718846,0.02213545938693292,0.1338220109643476,0.06472167669637072,-0.014802242159259817,-0.010724427479922177,0.09842379535502357,0.18311381959426445,0.09528198014024696,0.058232820563747706,0.2077376140710083,0.13571524615576086,0.11933755415275683,0.06555035803109358,0.0191564149835187,0.10612427181238678
HALLMARK_ALLOGRAFT_REJECTION,0.13427563064319714,0.08551674328436751,0.05544995611069147,0.0853170829563395,0.040450938390923945,0.07978248487750263,0.02417694355783904,0.1786333393132501,0.10301202513545908,0.02702441678114491,0.11884005333908138,0.15715426046370948,0.08317125942970166,-0.061910837765709395,0.15390555053552535,0.1732463339577522,0.08448762682880176,0.0848318141193152,0.07236315480671315,-0.07916363505888033,0.13917831785364088
HALLMARK_ANDROGEN_RESPONSE,-0.04176140684757952,0.016212770582532874,0.04755539907631118,0.04966948848658662,0.01784417470462194,0.04220054007172205,-0.0005312607603004052,0.16109741396916127,0.10168377887471935,0.007585268439314775,0.08692073735125196,0.15615961196781422,0.10735856822151814,0.10622105644876843,0.09851383592861125,0.11596577330191177,0.17444410489959644,0.1126757511092907,0.06792755004453743,-0.00993775969520103,0.07727131107646248
HALLMARK_ANGIOGENESIS,-0.027784939810801667,0.0263229927004321,0.023237049606586107,-0.005483369664291118,-0.04050184560640558,-0.07995469475671936,0.03512642604529197,0.14642283023671107,-0.030724350900497563,-0.008395604335918558,0.21018121417244448,0.10167078161265694,0.17589565483716949,0.162996842311215,-0.08203187055407393,-0.01990655770974981,0.00010591844062120082,-0.13235644808582586,0.0707443979769628,-0.09881460241414391,-0.03794896221559834
HALLMARK_APICAL_JUNCTION,-0.021584245467072116,0.013153828304583727,0.08711320384622376,0.11158659139399293,-0.0139611881483746,0.09124919035596483,0.052934418921391946,0.15258432479877485,0.04266957782130097,0.025622872007995,0.008467838018747878,0.13441374086482408,0.12529283921607454,0.1051808121156414,0.06881473450451853,0.20526056103724669,0.12388531665120675,0.12288175487634675,0.024171138146151277,0.03014630430895518,0.13899616676701834
HALLMARK_APICAL_SURFACE,-0.03287777031534942,0.012144665588209744,0.0376547689997186,0.016485603432996435,-0.01730607447756136,0.06276834477496963,-0.014429587355676617,-0.14729817800724973,0.007110226317481941,0.01498693211595661,0.004082904549243597,-0.01784588506875324,0.11300167130387712,-0.022721226662387066,-0.017392380589580755,0.16803163505221805,0.1434578404982013,0.06447810845959762,0.0962323604171078,0.05379376382874064,0.09333801109519886
HALLMARK_APOPTOSIS,-0.053601492150187974,0.09036065200422988,0.07463936558834952,0.020314168457046172,0.0017398364832126854,-0.049892799595152026,0.03761746093585741,0.04405703004388431,-0.010549489588392537,0.053290656312098075,0.001397686324351304,-0.04086396518190103,-0.05375227173403922,0.05624036536490754,-0.03199553100940758,0.08529651038818335,-0.017285663295783377,-0.05581808427604242,0.06133620780011062,-0.0798854174374729,0.04850474789736973
HALLMARK_BILE_ACID_METABOLISM,-0.06114966345659783,-0.030233845130302472,-0.025650113738993393,-0.02076437980582831,-0.0020669190889975714,0.0539013592012585,-0.010766950974671487,0.16548670777119598,0.008368834038332239,0.005644818779101636,0.14484084888324628,0.05391756611484313,0.1418814245137301,0.017722984643850737,0.09331133444750324,0.17530635970247493,0.10869954716720448,0.087245910162825,0.032704018139316164,0.05221680322188664,0.04036092342532355
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0564677471853165,-0.022836578913094905,0.040362955077908276,0.1389116774519393,0.05730437692824446,0.0815811312308786,0.03813869666964799,0.13283428856792612,-0.07019836799081948,-0.021476072418417605,0.15499311488016015,0.06925229110192027,0.19497820921842549,0.09449042066771211,0.010172260061791193,0.15119099515749815,0.14033061780173597,0.1020398459292064,0.10303468850920687,0.08646426238722703,0.02675513878542015
HALLMARK_COAGULATION,0.10704567466944334,0.010905737218034731,0.10268838852164872,0.07778636284837841,0.048560073658560736,0.054730593174476073,0.023446860616678743,0.17553784448363305,0.09540462413430296,0.03755519351450156,0.151438237459684,0.1361607234848894,0.043887724197760054,0.019169114468062583,0.14895319700863807,0.2436704247429883,0.15261787668432988,0.08233100916438496,0.0797004587984188,-0.10499111415166937,0.14153586194185247
