,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.19740135778103227,0.050779946839763064,0.18258473350321477,0.02901545032674033,0.012075035056715082,0.06950314128351567,0.10880563177426428,0.08466783439347059,0.03598106248292185,0.03575263456049356,0.06671681539034241,0.07890508477123741,0.056401986041141376,0.049614888177309295,-0.009114189661528176,0.11494099058431514,0.05056226166448913,0.12809719369687525
HALLMARK_ALLOGRAFT_REJECTION,-0.021580685173080694,-0.007236820399383154,0.11400922769501362,0.011657729936686005,-0.07898515145129746,0.12518420289668747,0.07598786296286485,0.0488980331939252,-0.041672156170274546,0.01588652382307552,0.051694140288766906,0.05337242777856052,0.08180709926388961,0.054016545395311706,-0.026416819740888373,0.03587457144153746,-0.07543568374880351,0.1357101632986028
HALLMARK_ANDROGEN_RESPONSE,0.08768702769168625,-0.025036613069527792,0.06772718878653798,0.018614282053267612,0.06629500807850626,0.1572670072325802,0.09451860622493295,0.015586466140675593,0.04144045456642725,0.054437474204715036,0.1709583890067682,0.08583392292783514,0.10117495241024278,0.08224975427657932,0.012959607426999325,0.09016469054129542,-0.005572148703111497,0.0812121939716089
HALLMARK_ANGIOGENESIS,0.07339225711715675,0.05059712111044192,0.08137742241543507,-0.0076368994109732,-0.040923189198647944,0.12608123081969305,0.07908069482364123,-0.04789927818379838,-0.01835860148170419,-0.0005801519404371329,0.07968336431356136,0.031101899255863468,-0.06530347434486024,-0.06011469624099097,-0.03293679325222332,-0.04765023649811698,-0.11669139366222726,-0.06522074536481566
HALLMARK_APICAL_JUNCTION,0.14806757023898975,0.04796384181921409,0.17169245184669907,0.08509687982442958,0.019595346868254693,0.20278383214861312,0.10582414689446207,0.05034637633501792,-0.005029199248186631,0.05473517420721749,0.12605766854420464,0.10669459366061618,0.12339983713123283,0.06843142391868419,0.0335718072254279,0.08683513646054199,0.10092861988679624,0.16768429156867914
HALLMARK_APICAL_SURFACE,0.10655438817654951,0.023849983948329066,0.07515709891716335,0.03333239486159721,-0.030799778443232066,-0.0016573269190281231,-0.015992584325033435,0.04660412264719092,0.02509112374381512,0.05421867121941701,0.08340784674886105,0.13027464939612096,0.029709502370446964,-0.0025735714186817453,0.019494076329440023,0.08464869724566187,-0.01731119406386319,0.10666593377546918
HALLMARK_APOPTOSIS,0.09115685093616994,0.015747905831683492,-0.052364852131498045,-0.0006957114391943807,0.050435735613177886,-0.03856226102669888,0.015799400294666477,-0.02945238861423354,0.017076214689481152,-0.005232211245431028,-0.09903612071067242,0.0376848551866926,0.02717102153232307,-0.077167925502431,-0.014328568110213285,-0.05016200955454389,-0.04039573127996274,0.028732629671644826
HALLMARK_BILE_ACID_METABOLISM,0.13964277191000515,0.01231073020589899,0.10912437441726015,0.045073980447583546,-0.08398186462787297,0.13860183763736214,0.04937928088271328,0.023295613511500914,-0.03912697063674593,0.010055865527821109,0.0895319199444608,0.11051094906292999,0.11124502685052683,-0.021375021358785887,-0.014847959336744954,0.06147286389261059,0.026688750688026584,0.0791105855588876
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1688491929424801,0.03621141057548187,0.12614926345348537,0.08331532507397472,-0.014940631725316733,0.11142646101601389,0.019296365659618894,-0.009987836927816759,0.06973921859585105,0.03005636211294732,0.154479549047887,0.10881440395892865,0.06694970864698016,0.026210574238899127,0.01642345865700644,0.08059971574518388,0.07937793648458037,0.04796228005824874
HALLMARK_COAGULATION,0.16929551068019835,0.018616881831345272,0.06989649107280972,0.085260330443163,0.03649199444862193,0.06390470469984035,0.04566166430066275,0.046187403864336396,0.03311215959848671,0.04978184524755285,0.08021919112013151,0.011476831331984086,0.09465397446396637,-0.0281282861166631,0.04061486163082818,0.03240634568852353,-0.08478480619122503,0.1535467480261405
